CLUSTER,APOGEE_ID,C_O,sigma_CO,C_FE,O_FE,FE_H,FE_H_ERR,SNR,TEFF,LOGG,VHELIO_AVG,RA,DEC,age_gyr,logage,MG_FE,SI_FE,AL_FE,RV_PROB,FEH_PROB,PM_PROB
Collinder 69,2M05310991+1104148,0.44104340710200557,0.03730642896477301,-0.12077,-0.02567899,-0.1478,0.01006397,117.8766,4933.232,2.588254,27.32564,82.79132,11.0708,0.012589251353447187,7.099999904632568,0.026269,0.0474526,0.07119499,1.0,0.94,0.64
Collinder 69,2M05311550+1211237,0.6419636393629069,0.025625517791915214,-0.001020014,-0.0689581,-0.3674,0.01146732,182.1068,3632.222,3.747398,25.58304,82.814612,12.189922,0.012589251353447187,7.099999904632568,-0.09665149,-0.01223502,-9999.0,0.66,0.0,0.97
Collinder 69,2M05311615+1125312,0.7093726423219261,0.036095067633419825,0.006361991,-0.1049401,-0.43665,0.0142241,140.1614,3751.083,4.04429,27.08604,82.817311,11.425353,0.012589251353447187,7.099999904632568,-0.1468515,-0.055527,-9999.0,1.0,0.0,0.67
Collinder 69,2M05311899+1034580,0.5743193442450886,0.022348718340645814,-0.038533,-0.0581141,0.080034,0.01134116,82.01074,3614.459,4.552592,25.51233,82.829151,10.58279,0.012589251353447187,7.099999904632568,-0.0312405,0.030277,-9999.0,0.64,0.0,0.56
Collinder 69,2M05311912+1034384,0.6870675563701077,0.026064149511759012,0.004116997,-0.0933101,-0.10277,0.009979974,141.0851,3951.024,4.542327,25.72258,82.829696,10.577337,0.012589251353447187,7.099999904632568,-0.08642149,-0.030655,-9999.0,0.71,0.74,0.54
Collinder 69,2M05311945+1209152,0.7565670194618451,0.03383794116023787,0.009007961,-0.1302671,-0.40038,0.01246702,162.6107,3758.192,3.774137,25.35863,82.831064,12.154246,0.012589251353447187,7.099999904632568,-0.1413915,-0.07671702,-9999.0,0.59,0.0,0.96
Collinder 69,2M05312165+1205477,0.4515818146795088,0.01757420411544683,-0.100305,-0.0154691,-0.10022,0.007302988,193.3967,4535.798,3.925191,26.52432,82.840215,12.0966,0.012589251353447187,7.099999904632568,-0.04369649,0.026535,0.02937701,0.93,0.7,0.9
Collinder 69,2M05312411+1025305,0.34871315761721344,0.023758116921651425,-0.08386701,0.113237,-0.56986,0.01239852,119.706,4437.173,1.656422,26.60142,82.850487,10.425144,0.012589251353447187,7.099999904632568,0.09519896,0.06623554,0.07526097,0.95,0.0,0.84
Collinder 69,2M05313207+0947254,0.3527865704441289,0.03090516255444563,-0.13911,0.0529503,-0.12548,0.01264024,106.8061,4780.363,2.786072,2.42836,82.883636,9.790395,0.012589251353447187,7.099999904632568,0.05673569,0.0802446,0.06609299,0.0,0.98,0.54
Collinder 69,2M05313458+1149297,0.6267133636834481,0.025355699196243055,-0.009227499,-0.06672411,-0.12352,0.01111452,127.4511,3826.128,4.36156,25.75314,82.894109,11.824936,0.012589251353447187,7.099999904632568,-0.0795715,-0.038782,-9999.0,0.72,0.97,0.0
Collinder 69,2M05313860+1148264,0.5486601961882741,0.02480551658231827,-0.046325,-0.04605611,-0.16334,0.01269843,113.3413,3752.348,4.335545,24.83052,82.910847,11.807335,0.012589251353447187,7.099999904632568,-0.0285475,0.02161899,-9999.0,0.41,0.77,2.0
Collinder 69,2M05314700+1252289,0.42352527629589554,0.024514336472309967,-0.151149,-0.03845599,-0.090188,0.00682857,341.877,4980.868,2.725855,-7.300774,82.945871,12.874706,0.012589251353447187,7.099999904632568,-0.019938,-0.0287824,-0.06018731,0.0,0.55,0.67
Collinder 69,2M05314713+1040098,0.7419563267284099,0.03166370789570837,0.001458898,-0.1293471,-0.12383,0.01145967,120.5193,3894.695,4.357781,26.77618,82.946382,10.669399,0.012589251353447187,7.099999904632568,-0.04709151,-0.02382001,-9999.0,0.97,0.97,0.0
Collinder 69,2M05315994+1208068,0.5855951274639972,0.023424380820856537,-0.02190399,-0.0499291,-0.17437,0.01144329,134.5131,3673.904,4.076593,25.21255,82.999768,12.135236,0.012589251353447187,7.099999904632568,-0.03634049,-0.004128993,-9999.0,0.54,0.6,-0.93
Collinder 69,2M05320641+1229222,0.6068857560160987,0.023765003878071483,-0.01659451,-0.06012911,-0.1546,0.01080761,148.6926,3808.32,4.121428,25.09979,83.026718,12.48951,0.012589251353447187,7.099999904632568,-0.0711915,-0.03562102,-9999.0,0.5,0.88,0.6
Collinder 69,2M05320725+1154041,0.5458539337638851,0.02244184984330946,-0.040401,-0.0379051,-0.13515,0.01163622,121.1614,3722.126,4.367529,24.20573,83.030234,11.901166,0.012589251353447187,7.099999904632568,-0.0525815,-0.020274,-9999.0,0.24,1.0,2.0
Collinder 69,2M05321285+1056083,0.6455487290842853,0.030846198008233426,0.002053596,-0.06830309,-0.12669,0.01099643,132.8053,4221.048,4.541138,27.29004,83.05358,10.93566,0.012589251353447187,7.099999904632568,-0.1592215,-0.07912701,-9999.0,1.0,0.98,0.52
Collinder 69,2M05321308+1112494,0.5782364098570458,0.03248581312948275,-0.023,-0.04553309,-0.17872,0.01624658,79.95815,3650.571,4.076751,40.90771,83.054533,11.213732,0.012589251353447187,7.099999904632568,0.07273611,0.01945901,-9999.0,0.0,0.54,0.77
Collinder 69,2M05321810+1243563,0.633895174082215,0.023226778579153885,-0.006016999,-0.0684621,-0.29516,0.01011215,201.1532,3793.899,3.93128,25.22658,83.075452,12.732316,0.012589251353447187,7.099999904632568,-0.1040115,-0.03607601,-9999.0,0.54,0.0,0.72
Collinder 69,2M05322139+0950074,0.664073207612709,0.025363632483566982,-0.0002184957,-0.08286211,-0.14602,0.009731004,162.2293,4027.95,4.529211,29.28295,83.089139,9.835399,0.012589251353447187,7.099999904632568,-0.0869415,-0.03659701,-9999.0,0.51,0.96,0.12
Collinder 69,2M05322447+1304513,0.36851429945975034,0.013775465054617485,-0.123974,0.049144,-0.0916,0.007621214,327.0892,4527.994,2.097717,41.62656,83.101991,13.080922,0.012589251353447187,7.099999904632568,0.027107,0.0426836,-0.02695,0.0,0.57,0.65
Collinder 69,2M05323471+1112524,0.5715358071356723,0.029516723282808053,-0.023204,-0.0406751,-0.12399,0.01497235,90.60876,3638.984,4.155876,28.39407,83.144645,11.214578,0.012589251353447187,7.099999904632568,-0.0333025,-0.005255997,-9999.0,0.8,0.97,0.73
Collinder 69,2M05325262+1255089,0.7297757777607651,0.04950259753712148,-0.15959,-0.2832071,-0.89614,0.01400369,127.2013,4150.123,2.86551,25.55257,83.219253,12.91915,0.012589251353447187,7.099999904632568,-0.3962916,-0.257107,-9999.0,0.65,0.0,0.63
Collinder 69,2M05325509+1232050,0.9067954753404469,0.08667133397432075,-0.10559,-0.323527,-0.13941,0.008257044,150.7711,5170.827,2.967692,9.382771,83.229582,12.53473,0.012589251353447187,7.099999904632568,-0.04170699,0.0114686,0.009018004,0.0,0.99,0.87
Collinder 69,2M05325897+1146191,0.6352805433333731,0.02634051528654822,-0.01710489,-0.0804981,-0.17137,0.00986423,178.6116,4167.834,4.179155,25.5721,83.245737,11.771998,0.012589251353447187,7.099999904632568,-0.08046147,-0.000395,-9999.0,0.66,0.65,2.0
Collinder 69,2M05325918+1052561,0.6753479026285246,0.028127925653210928,-0.009440899,-0.09939611,-0.12793,0.01103721,146.6951,3930.201,4.504914,27.35794,83.246584,10.882272,0.012589251353447187,7.099999904632568,-0.06305151,-0.046607,-9999.0,1.0,0.99,0.46
Collinder 69,2M05325946+1139147,0.6609992267659043,0.026467607946317917,-0.009840503,-0.09046911,-0.23471,0.0111416,168.4084,3774.949,3.954036,26.4058,83.247791,11.654086,0.012589251353447187,7.099999904632568,-0.04899149,-0.00953801,-9999.0,0.91,0.04,0.58
Collinder 69,2M05330314+1056079,0.5932864975405227,0.02287147258346716,-0.043705,-0.07739712,-0.071361,0.01117264,175.8901,3625.453,4.124362,28.22479,83.263106,10.935528,0.012589251353447187,7.099999904632568,0.0434915,0.003352992,-9999.0,0.85,0.29,0.53
Collinder 69,2M05330338+1147478,0.6265735371637219,0.026310250654365052,0.0009416044,-0.0564581,-0.13112,0.0104002,151.0347,4088.129,4.597577,26.51601,83.264095,11.796612,0.012589251353447187,7.099999904632568,-0.1073515,-0.020254,-9999.0,0.93,1.0,0.0
Collinder 69,2M05331114+1136404,0.4213775119127923,0.02986707204148409,-0.07743499,0.037466,-0.1773,0.01105917,116.4818,4715.503,2.467679,15.9482,83.296437,11.611248,0.012589251353447187,7.099999904632568,0.04643601,0.0207676,0.0385652,0.0,0.56,0.93
Collinder 69,2M05333448+1117557,0.5128901156135126,0.06689306651845807,-0.008858025,0.02068999,-0.38,0.01303871,118.5792,4985.579,2.545331,28.10043,83.393684,11.298826,0.012589251353447187,7.099999904632568,0.09036398,0.07109261,0.157011,0.88,0.0,0.52
Collinder 69,2M05335048+1054491,0.6170275852809467,0.028714368320181972,0.0009941459,-0.04973809,-0.092463,0.01042839,168.9478,4266.504,4.495519,27.66736,83.460337,10.913664,0.012589251353447187,7.099999904632568,-0.1139365,-0.065632,-9999.0,0.97,0.58,0.55
Collinder 69,2M05335172+0938214,0.6394492678514603,0.029972604875542517,-0.01521935,-0.0814531,-0.17728,0.01291163,106.6999,3817.046,4.337111,27.40457,83.465505,9.639303,0.012589251353447187,7.099999904632568,-0.07578151,0.001251996,-9999.0,0.99,0.56,0.0
Collinder 69,2M05340555+0942466,0.4410242239690824,0.01937623771909691,-0.13621,-0.0411001,-0.11238,0.007710201,188.3811,4609.937,4.288949,27.48618,83.523129,9.71296,0.012589251353447187,7.099999904632568,-0.0588515,0.07471376,0.03099699,0.99,0.86,0.27
Collinder 69,2M05341187+1005075,0.532259417632912,0.042308127644568747,-0.02760199,-0.014153,-0.29023,0.009086643,154.8924,4935.276,2.475605,27.04289,83.549488,10.085433,0.012589251353447187,7.099999904632568,0.110226,0.0900186,0.121857,1.0,0.0,0.88
Collinder 69,2M05341369+0929197,0.43661218559359427,0.02444267720064354,-0.1053,-0.005823508,-0.13554,0.01028839,122.235,4534.943,4.298853,28.9962,83.557079,9.488824,0.012589251353447187,7.099999904632568,-0.0844315,0.05349499,0.02822599,0.6,1.0,0.13
Collinder 69,2M05342563+0947579,0.49789910825736955,0.04960273704544122,-0.04708299,-0.004651994,-0.31165,0.009910981,163.7805,5022.033,2.920629,26.96522,83.606807,9.799421,0.012589251353447187,7.099999904632568,0.102313,0.04301962,0.007460982,0.99,0.0,0.74
Collinder 69,2M05343282+0959308,0.690001203842865,0.03574548249972053,-0.009489596,-0.1087671,-0.14782,0.01211253,145.04,4189.394,4.31095,26.49755,83.636773,9.991908,0.012589251353447187,7.099999904632568,-0.0651715,-0.049097,-9999.0,0.93,0.94,0.32
Collinder 69,2M05343779+0931529,0.7069674920953457,0.03113168640217544,0.006118,-0.1037091,-0.16431,0.01175098,137.1725,3909.774,4.496025,29.90635,83.657477,9.531362,0.012589251353447187,7.099999904632568,-0.08596151,-0.057577,-9999.0,0.32,0.75,0.57
Collinder 69,2M05343921+0952553,0.6958977694339906,0.026843596605613754,0.01228501,-0.09068809,-0.1383,0.009832649,181.9961,4026.89,4.479811,27.23962,83.663384,9.882043,0.012589251353447187,7.099999904632568,-0.06540149,-0.06780699,-9999.0,1.0,0.99,0.39
Collinder 69,2M05343970+0941460,0.5854005746947758,0.03028652553209564,-0.02029729,-0.04817809,-0.15316,0.01358288,106.1579,3950.924,4.507821,29.0364,83.665447,9.696132,0.012589251353447187,7.099999904632568,-0.07713148,-0.03392899,-9999.0,0.59,0.89,0.17
Collinder 69,2M05343980+1006220,0.69236235178822,0.02379102633751594,0.00352101,-0.09724009,-0.12529,0.009662466,164.4987,3738.781,4.163734,27.30629,83.66585,10.106133,0.012589251353447187,7.099999904632568,-0.0199025,-0.03093199,-9999.0,1.0,0.98,0.3
Collinder 69,2M05344248+1011540,0.6517130754948441,0.023254603064094874,0.02413,-0.05035409,-0.15162,0.008068705,198.1921,4265.954,4.463664,27.48082,83.677013,10.198353,0.012589251353447187,7.099999904632568,-0.08238149,-0.057937,-9999.0,0.99,0.91,0.34
Collinder 69,2M05344725+1002429,0.7721051290371592,0.03403222854413687,0.008776993,-0.1393271,-0.24709,0.01180675,135.708,3895.695,4.121674,25.91571,83.696883,10.045274,0.012589251353447187,7.099999904632568,-0.05735151,-0.06498702,-9999.0,0.77,0.02,0.55
Collinder 69,2M05344992+0941018,0.6544549584222112,0.020870510588157427,-0.004961692,-0.08126911,-0.12146,0.008278168,222.2169,3985.114,4.562259,26.65448,83.708021,9.683845,0.012589251353447187,7.099999904632568,-0.0834715,-0.039777,-9999.0,0.95,0.95,0.13
Collinder 69,2M05345045+0951476,0.6040727493085376,0.02641790916043812,-0.0195952,-0.0611121,-0.10497,0.01196465,127.0661,3841.418,4.493092,26.77145,83.710211,9.863223,0.012589251353447187,7.099999904632568,-0.04393149,0.005047001,-9999.0,0.97,0.77,0.3
Collinder 69,2M05345272+1017230,0.2684969424383762,0.02481314684795974,-0.14195,0.168683,-0.16115,0.006417161,205.3761,5325.301,3.197325,40.13633,83.719704,10.289726,0.012589251353447187,7.099999904632568,0.01950599,0.02453759,-0.01356101,0.0,0.8,0.97
Collinder 69,2M05345596+0931223,0.3555742842071443,0.025599600755719217,-0.15611,0.032532,-0.14471,0.00666596,294.3724,5138.627,2.635354,11.94266,83.733197,9.522868,0.012589251353447187,7.099999904632568,-0.007171005,0.01262259,0.040433,0.0,0.97,0.82
Collinder 69,2M05345611+1008060,0.38333134631389987,0.023067134508033393,-0.00970301,0.146295,-0.31644,0.008450239,172.4369,4780.2,2.484334,28.44052,83.733804,10.135024,0.012589251353447187,7.099999904632568,0.108176,0.06305858,0.108147,0.79,0.0,0.54
Collinder 69,2M05350064+0951510,0.6493736341716315,0.0307149259608414,-0.007374793,-0.0802971,-0.13974,0.01351825,107.4021,3690.835,4.132041,27.04554,83.75269,9.864185,0.012589251353447187,7.099999904632568,-0.0434375,-0.03013699,-9999.0,1.0,0.99,0.29
Collinder 69,2M05350528+0955149,0.5917371619428242,0.022315017153481814,-0.0174346,-0.0499911,-0.10267,0.01012071,151.4874,3896.739,4.538852,25.95152,83.772017,9.920812,0.012589251353447187,7.099999904632568,-0.0433815,-0.02880602,-9999.0,0.78,0.73,0.07
Collinder 69,2M05351611+1158170,0.49718422941123186,0.039204364476554746,-0.061186,-0.018131,-0.17848,0.009648751,128.5264,4910.164,2.550152,14.36624,83.817145,11.971394,0.012589251353447187,7.099999904632568,0.03548101,0.04312059,0.125779,0.0,0.54,0.61
Collinder 69,2M05351622+0955185,0.6823802387030731,0.029740832920605524,-0.002272993,-0.09672709,-0.1437,0.01145358,137.2396,3950.85,4.432381,27.53332,83.817608,9.921808,0.012589251353447187,7.099999904632568,-0.1075715,-0.05133699,-9999.0,0.98,0.97,0.21
Collinder 69,2M05351717+0951114,0.5755651030395127,0.025589322326708415,-0.023693,-0.04421511,-0.11424,0.01258,117.5979,3728.732,4.366015,27.04805,83.821545,9.85318,0.012589251353447187,7.099999904632568,-0.0358795,0.009358995,-9999.0,1.0,0.88,0.37
Collinder 69,2M05352090+1013030,0.38404521150586296,0.025911465371139378,-0.09245799,0.062732,-0.1571,0.01480546,59.42066,4371.149,1.914808,50.65234,83.837098,10.217513,0.012589251353447187,7.099999904632568,-0.007376999,-0.0002633929,-0.155549,0.0,0.85,0.64
Collinder 69,2M05352219+0952275,0.6639607998635422,0.028511686183332777,0.009376995,-0.0731931,-0.086499,0.01150861,134.7487,3901.5,4.535212,26.65202,83.842465,9.874318,0.012589251353447187,7.099999904632568,-0.0523215,-0.042737,-9999.0,0.95,0.49,0.54
Collinder 69,2M05352413+0918326,0.6774097560355152,0.025232250362623852,-0.0004180074,-0.09169711,-0.14502,0.009286359,176.86,4077.029,4.551591,28.00248,83.85055,9.309062,0.012589251353447187,7.099999904632568,-0.1459215,-0.026841,-9999.0,0.9,0.96,0.23
Collinder 69,2M05354353+1029081,0.3986294261667113,0.025125558407904987,-0.18603,-0.04702701,-0.15852,0.007184378,196.6079,4984.725,2.629038,20.81839,83.93139,10.485584,0.012589251353447187,7.099999904632568,0.01209199,0.0113676,0.02696519,0.0,0.83,0.95
Collinder 69,2M05354861+1019122,0.594970104767515,0.02000832298867306,-0.0156083,-0.0505311,-0.10316,0.009726101,160.6532,3618.05,4.255741,27.17651,83.952572,10.320078,0.012589251353447187,7.099999904632568,-0.02723449,-0.010039,-9999.0,1.0,0.74,0.34
Collinder 69,2M05355242+1101375,0.577770620703005,0.019907184960494945,-0.026371,-0.04855411,-0.11284,0.009552591,167.6278,3792.024,4.50967,27.76268,83.968441,11.0271,0.012589251353447187,7.099999904632568,-0.03446549,-0.01833701,-9999.0,0.95,0.87,0.62
Collinder 69,2M05355253+1050084,0.3489766541207356,0.02776005056902315,0.02743703,0.224213,-0.47442,0.01105668,157.9145,4727.362,1.913298,27.47196,83.968876,10.83567,0.012589251353447187,7.099999904632568,0.08044502,0.05272463,-0.05099899,0.99,0.0,0.84
Collinder 69,2M05355313+1001087,0.4280173309118585,0.028908687617627556,-0.07186399,0.036247,-0.10302,0.00830905,154.9271,4934.149,2.835911,45.86876,83.971383,10.019104,0.012589251353447187,7.099999904632568,0.043677,0.0403876,0.01988399,0.0,0.74,0.73
Collinder 69,2M05355718+1114074,0.47369885442702203,0.03975469020673945,-0.02320901,0.040861,-0.12659,0.01027921,111.3784,4918.765,3.013442,14.69387,83.988274,11.23541,0.012589251353447187,7.099999904632568,0.028427,0.0219166,0.03545799,0.0,0.98,0.95
Collinder 69,2M05355767+0947340,0.5879121755652515,0.02096571470357174,-0.027955,-0.05769511,-0.14206,0.009897904,170.6929,3786.7,4.38781,26.96301,83.990333,9.792802,0.012589251353447187,7.099999904632568,-0.04043849,-0.033362,-9999.0,0.99,0.98,0.98
Collinder 69,2M05360288+0942074,0.6820032519054926,0.022689897602774574,0.004537001,-0.0896771,-0.14121,0.008634695,189.7388,3984.366,4.441005,26.99808,84.012018,9.702083,0.012589251353447187,7.099999904632568,-0.08597149,-0.06552699,-9999.0,0.99,0.98,0.09
Collinder 69,2M05361857+0945089,0.47907822791069343,0.024797715329938255,-0.09003501,-0.0308691,-0.17691,0.00929846,153.3677,4571.818,4.386368,29.02685,84.077397,9.752475,0.012589251353447187,7.099999904632568,-0.07584147,0.001842007,-0.006173998,0.59,0.56,0.13
Collinder 69,2M05362019+0944018,0.6541819310568191,0.02274902663590922,-0.00204891,-0.07817511,-0.13236,0.009756535,166.4659,3747.264,4.138021,27.70109,84.084163,9.733855,0.012589251353447187,7.099999904632568,-0.04105951,-0.03706501,-9999.0,0.96,1.0,0.33
Collinder 69,2M05362051+0952191,0.6604767700706399,0.025623842566965885,-0.002852887,-0.08313809,-0.15879,0.01015874,165.2692,3960.422,4.412773,26.65874,84.085469,9.871997,0.012589251353447187,7.099999904632568,-0.08160149,-0.03513201,-9999.0,0.95,0.83,0.26
Collinder 69,2M05362226+0930301,0.40068430796275545,0.02376195648235343,-0.097565,0.03920501,-0.14379,0.006973024,275.6951,4967.46,2.50463,2.089099,84.092759,9.508383,0.012589251353447187,7.099999904632568,0.02369002,0.03848761,0.027124,0.0,0.97,0.99
Collinder 69,2M05363981+0907156,0.5213680870227455,0.020392863563260612,-0.08643399,-0.06400609,-0.10433,0.007352072,225.9921,4533.482,4.31537,26.9573,84.165901,9.121009,0.012589251353447187,7.099999904632568,-0.04610848,-0.006212994,0.03327601,0.99,0.76,0.1
Collinder 69,2M05364503+0945178,0.33926600939909857,0.03238676168749284,-0.2182,-0.009168006,-0.12305,0.008707477,157.5963,5132.64,2.966311,71.83047,84.187639,9.754954,0.012589251353447187,7.099999904632568,-0.009613998,-0.0263854,0.01227899,0.0,0.96,0.81
Collinder 69,2M05365208+0934023,0.6785509337313961,0.02319684522136209,-0.003458992,-0.0954691,-0.16522,0.008435585,235.0738,4100.754,4.219556,27.31306,84.217009,9.567319,0.012589251353447187,7.099999904632568,-0.04828149,-0.07650699,-9999.0,1.0,0.74,0.22
Collinder 69,2M05365832+1126502,0.6764166939707157,0.0798921924860631,-0.009214997,-0.09985697,-0.35402,0.00783877,173.2955,5285.722,2.668691,25.15014,84.243026,11.447292,0.012589251353447187,7.099999904632568,0.00274691,-0.05271098,0.005080998,0.52,0.0,0.67
Collinder 69,2M05370084+0949045,0.40139914626284007,0.02574684140777441,-0.19465,-0.0586541,-0.13341,0.01002341,174.9759,4697.344,4.121751,26.39143,84.253517,9.81792,0.012589251353447187,7.099999904632568,-0.04481149,0.066854,0.067432,0.9,1.0,0.28
Collinder 69,2M05371260+0930331,0.6523841986039948,0.024080361503422465,0.007201999,-0.06772909,-0.0972,0.009904565,149.1014,3897.157,4.553523,26.50913,84.302529,9.509214,0.012589251353447187,7.099999904632568,-0.0481615,-0.040617,-9999.0,0.93,0.65,0.22
Collinder 69,2M05380954+0858021,0.6588179762516455,0.02522690644090436,0.0002350062,-0.07895809,-0.13316,0.009854268,156.3995,4004.517,4.43061,26.91015,84.539775,8.967254,0.012589251353447187,7.099999904632568,-0.1039215,-0.053137,-9999.0,0.99,1.0,0.13
Collinder 69,2M05382169+0908025,0.4606778639469634,0.03303102475634554,-0.029829,0.046346,-0.089492,0.01077409,116.7557,4771.294,2.724,28.80644,84.590415,9.13405,0.012589251353447187,7.099999904632568,0.0613478,0.0315336,0.0377,0.67,0.54,0.71
Collinder 69,2M05383060+0928054,0.6596300536113542,0.023825572616861128,0.01007,-0.06965809,-0.10416,0.009672728,159.8009,3902.514,4.545676,27.13071,84.627526,9.468173,0.012589251353447187,7.099999904632568,-0.0453615,-0.03153599,-9999.0,1.0,0.76,0.19
Collinder 69,2M05384016+0937573,0.6025337169598992,0.025001727841891152,-0.0116541,-0.05206311,-0.095249,0.01129034,123.0377,3857.622,4.564163,27.99543,84.667348,9.632602,0.012589251353447187,7.099999904632568,-0.0537225,-0.003656998,-9999.0,0.91,0.62,0.19
Collinder 69,2M05392102+0931221,0.6622736170789316,0.025487139986021874,0.002503,-0.07896211,-0.09665,0.009928478,145.169,3999.687,4.417592,26.12668,84.837616,9.522813,0.012589251353447187,7.099999904632568,-0.1046115,-0.08835701,-9999.0,0.83,0.65,0.25
Collinder 69,2M05393894+0936581,0.6507869467801003,0.02566906208677429,-0.005256601,-0.07912309,-0.096644,0.01142688,128.779,3625.049,4.066034,27.17369,84.912263,9.616139,0.012589251353447187,7.099999904632568,-0.0151975,-0.005687006,-9999.0,1.0,0.65,0.17
Collinder 69,2M05402892+0914267,0.45808001452686725,0.0221835225783521,0.021661,0.100292,-0.15442,0.009409929,159.7366,4538.38,2.182303,28.31583,85.120528,9.240755,0.012589251353447187,7.099999904632568,0.110974,0.0531136,0.093877,0.82,0.88,0.54
Collinder 69,2M05403062+0920387,0.36460149446324747,0.023656002657561945,-0.2224,-0.0446461,-0.1438,0.01143957,98.60807,4573.072,4.26626,26.18187,85.127598,9.344102,0.012589251353447187,7.099999904632568,-0.1780215,0.04588699,-0.02267399,0.85,0.97,0.2
Collinder 69,2M05403462+0922046,0.6730579206289888,0.030211717105385286,0.004911005,-0.08356909,-0.13945,0.01086235,138.4868,4132.325,4.413698,26.37148,85.144257,9.36796,0.012589251353447187,7.099999904632568,-0.1431215,-0.08480699,-9999.0,0.9,0.99,0.09
Collinder 69,2M05403493+1123013,0.5357588508992042,0.03801832174521174,-0.10985,-0.09924701,-0.12454,0.006787682,199.0178,5117.585,2.91733,37.31817,85.145578,11.383702,0.012589251353447187,7.099999904632568,0.008086003,0.001019597,0.028515,0.0,0.97,0.54
Collinder 69,2M05411043+0834030,0.43499107310855156,0.02815847408737578,-0.01050401,0.09058799,-0.1651,0.01333867,118.6728,4448.343,2.134811,75.8457,85.29349,8.567526,0.012589251353447187,7.099999904632568,0.07963699,0.08187459,0.01592179,0.0,0.74,0.95
Collinder 69,2M05414484+0913061,0.6034133848935817,0.019507495431365044,-0.009233505,-0.0502761,-0.17322,0.008882185,240.6561,3816.052,4.252003,29.1561,85.436854,9.218362,0.012589251353447187,7.099999904632568,-0.02807049,0.007299989,-9999.0,0.55,0.62,0.08
Collinder 69,2M05415607+1034476,0.3655538350272841,0.023846586052424845,-0.152921,0.0237,-0.094768,0.007325896,177.6924,5009.295,2.744934,58.53936,85.483646,10.579914,0.012589251353447187,7.099999904632568,0.002517998,0.0349096,0.013072,0.0,0.62,0.92
Collinder 69,2M05420510+1021292,0.36581908105480027,0.03194871058413695,-0.13761,0.03869599,-0.1356,0.01157269,88.11928,4848.109,2.466486,65.62419,85.521272,10.358117,0.012589251353447187,7.099999904632568,0.009658992,0.02106059,0.06015799,0.0,1.0,0.78
Collinder 69,2M05421440+0946046,0.48825572520034555,0.03943760072185383,-0.03609401,0.01483099,-0.14883,0.009889808,143.2769,4913.781,2.77983,27.28734,85.560022,9.767951,0.012589251353447187,7.099999904632568,0.104519,0.02227859,0.107015,1.0,0.93,0.0
Collinder 69,2M05422965+0813210,0.32987649727513335,0.021696925026206113,-0.19461,0.02661097,-0.31142,0.01227502,120.0015,4506.067,2.72209,28.82059,85.623576,8.222515,0.012589251353447187,7.099999904632568,-0.007615,-0.05597541,0.04563099,0.66,0.0,0.84
Collinder 69,2M05423573+0916590,0.4594310462114586,0.03382493707683719,-0.009932995,0.06741901,-0.13138,0.008369412,153.6172,4982.089,3.203694,26.09878,85.648913,9.283077,0.012589251353447187,7.099999904632568,0.101794,0.04510661,0.074103,0.83,1.0,0.0
Collinder 69,2M05423668+0941300,0.6905218834735756,0.02967551305779755,-0.001479998,-0.1010851,-0.17879,0.01176444,142.9628,3834.842,4.110143,29.6504,85.652873,9.691674,0.012589251353447187,7.099999904632568,2.503395e-06,-0.026609,-9999.0,0.39,0.54,0.83
Collinder 69,2M05424035+0918294,0.34677704734338727,0.024501240333721346,-0.18733,0.012192,-0.15953,0.006764932,250.2063,5109.088,2.842518,64.39088,85.668164,9.308182,0.012589251353447187,7.099999904632568,-0.03836,-0.0241594,-0.05186,0.0,0.82,0.53
Collinder 69,2M05431257+0917017,0.6370988944402509,0.021808638505718448,0.001216397,-0.06341811,-0.17618,0.009827862,174.9459,3645.591,4.185734,26.19105,85.802386,9.283833,0.012589251353447187,7.099999904632568,-0.0650415,-0.01025501,-9999.0,0.85,0.57,-0.04
Collinder 69,2M05431537+0929309,0.6194007693460192,0.020261649270006066,-0.001890704,-0.0542901,-0.11046,0.008740686,180.0563,3907.467,4.499918,28.21005,85.814067,9.491939,0.012589251353447187,7.099999904632568,-0.0555515,-0.025263,-9999.0,0.85,0.84,2.0
Collinder 69,2M05431730+0915106,0.44914064098020423,0.025968134901953054,-0.12844,-0.04125001,-0.12025,0.007042158,193.8569,4947.103,2.619884,60.58632,85.8221,9.252948,0.012589251353447187,7.099999904632568,-0.076527,-0.02664541,-0.032186,0.0,0.94,0.64
Collinder 69,2M05432532+1222331,0.32222953489902906,0.031227769677900096,-0.082434,0.148973,-0.17918,0.009926192,114.2942,5030.405,3.260784,28.67911,85.855529,12.375865,0.012589251353447187,7.099999904632568,0.089213,0.0403336,-0.02406701,0.71,0.53,0.02
Collinder 69,2M05433160+1233530,0.44311489057714754,0.036214724197622165,-0.03510101,0.05795499,-0.13271,0.008099134,154.5935,5078.37,2.86028,28.01993,85.88167,12.564738,0.012589251353447187,7.099999904632568,0.01461199,0.01838259,-0.005642414,0.9,1.0,0.18
Collinder 69,2M05434426+0932245,0.530431545731929,0.04617628356506341,0.20567,0.220613,-0.16642,0.01304665,102.8573,4742.523,2.394502,25.83389,85.934429,9.540145,0.012589251353447187,7.099999904632568,0.211533,0.1578406,0.214811,0.75,0.72,0.0
