apogee_id,ra,dec,tic_id,Tmag,R_star,M_star,Teff_tic,n_lc_sectors_actual,TEFF,LOGG,FE_H,SNR,n_sectors_predicted
2M19170358+5939229,289.264945,59.656384,,,1.3693083681098057,1.0537219440456604,6304.5522,48,6304.5522,4.1897235,0.0018063001,177.95998,48
2M19170738+6158303,289.280768,61.975094,,,0.8669228057766164,0.8959759570730297,4811.4,48,4811.4,4.5163355,-0.30187,176.38268,48
2M19171459+5902497,289.310802,59.047165,,,1.090469337988511,1.0791577079005639,6560.23,48,6560.23,4.397858,0.038569,165.91469,48
2M19561852+7024198,299.077176,70.405518,,,1.1438438950487229,1.018379895856039,5956.0806,48,5956.0806,4.3311763,-0.016848,186.90652,48
2M16421436+7349058,250.559838,73.818298,,,1.1534302089746027,0.9948283276525618,5728.2827,48,5728.2827,4.3137655,0.098093,166.1588,48
2M19181056+5854100,289.544014,58.902786,,,0.9632909846333181,0.9842997879681625,5627.5996,48,5627.5996,4.4656124,-0.0068061,168.21611,48
2M17305165+5624570,262.715225,56.41584,,,1.1358403261700007,1.016154084292363,5934.4,48,5934.4,4.336325,-0.43144,248.42809,48
2M18560806+6327558,284.03362,63.465515,,,1.42873403952509,1.0009301789085847,5786.9604,48,5786.9604,4.130501,-0.87938,224.15775,48
2M16382482+6242040,249.603455,62.701126,,,0.9396390667168145,0.9659584137947859,5453.9136,48,5453.9136,4.4790363,-0.037348,175.45712,48
2M16384195+7324547,249.674817,73.415199,,,0.965443536193071,0.9782340115437643,5569.918,48,5569.918,4.460989,0.17727,226.41704,48
2M17141811+6235222,258.57546,62.589523,,,0.7761132985174592,0.8846460650074492,4710.4253,48,4710.4253,4.6069193,-0.16851,515.77527,48
2M17152456+5625447,258.852337,56.429096,,,1.2889081140667185,1.016630922683964,5939.042,48,5939.042,4.2267194,-0.095453,151.39977,48
2M19155851+5937407,288.993808,59.627987,,,1.6574552702758278,1.0686587200563369,6454.2026,48,6454.2026,4.0299554,-0.34987,199.98,48
2M19160164+5958331,289.006862,59.975868,,,1.0934942333502164,0.9963019817343735,5742.432,48,5742.432,4.360758,0.18774,481.24216,48
2M19160164+5958331,289.006862,59.975868,,,1.1036407041575043,1.0013959237750252,5791.449,48,5791.449,4.3549504,0.20481,596.33685,48
2M19170093+5909255,289.253885,59.157108,,,1.3369756264892885,1.0711911599920783,6479.714,48,6479.714,4.21762,0.02519,323.74625,48
2M19160648+6001294,289.027018,60.024845,,,0.9123833755133355,0.9534825007219184,5337.019,48,5337.019,4.498958,-0.023171,219.7897,48
2M19163052+5946237,289.127199,59.773273,,,1.0811633261658127,0.9979679898968421,5758.445,48,5758.445,4.371334,0.038698,295.54544,48
2M19163052+5946237,289.127199,59.773273,,,1.091509598395594,0.9940383006133018,5720.703,48,5720.703,4.361348,0.014589,218.74026,48
2M17150788+5558476,258.782874,55.9799,,,1.6700858755281924,0.923288032056559,5058.319,48,5058.319,3.9598596,-0.21578,234.41728,48
2M17144542+5602305,258.689255,56.041817,,,0.9740242538715355,0.986555546328243,5649.111,48,5649.111,4.456982,0.15,255.16266,48
2M17145048+6245102,258.710335,62.752857,,,0.8738079657880409,0.9436957496014879,5246.0312,48,5246.0312,4.532,-0.090462,155.64531,48
2M17164296+6241572,259.179015,62.699238,,,0.8111649462813837,0.878976065786912,4660.215,48,4660.215,4.5657587,-0.022897,359.3333,48
2M17173902+5640097,259.412602,56.669365,,,0.7731653966642369,0.8731511242444732,4608.857,48,4608.857,4.6045446,-0.04937,243.06874,48
2M17170274+5629255,259.26143,56.49044,,,0.9162912465234911,0.979706693901476,5583.9004,48,5583.9004,4.507029,-0.54043,309.787,48
2M17170274+5629255,259.26143,56.49044,,,0.9199727248732297,0.9784258164860103,5571.7383,48,5571.7383,4.502978,-0.55337,158.646,48
2M19140848+6003335,288.535337,60.059315,,,1.3511560320106835,1.0778678266167556,6547.1665,48,6547.1665,4.2111545,-0.12951,274.3064,48
2M19142702+5924240,288.612608,59.406689,,,1.0176732521849696,0.966902581958473,5462.8013,48,5462.8013,4.410166,0.16852,336.46207,48
2M19133761+6452488,288.406735,64.880249,,,0.8681041081913037,0.9536761526711719,5338.8257,48,5338.8257,4.5422573,-0.10554,510.5658,48
2M17160409+5634245,259.017079,56.573475,,,1.1759434527857253,1.0377104182638097,6145.6973,48,6145.6973,4.3153033,0.12663,165.2402,48
2M19152269+6213135,288.844559,62.220417,,,1.131285482385382,0.9923352707858932,5704.3774,48,5704.3774,4.329514,-0.075523,167.37183,48
2M17183724+6243575,259.655175,62.732647,,,0.7768137874688867,0.8779764163135833,4651.385,48,4651.385,4.602849,-0.11005,185.8213,48
2M17171022+5615190,259.292599,56.255295,,,1.1095024330644598,0.9949815275997632,5729.753,48,5729.753,4.3475585,0.14175,226.8375,48
