name,ra,dec,tic_id,Tmag,R_star,M_star,Teff,n_sectors,baseline_d,n_pts,rms_ppm,P_d,dur_h,depth_ppm,T0_BTJD,sde,R_p_Rearth,a_AU,T_eq_K,is_systematic_period,proc_time_s,status,centroid_offset_arcsec,centroid_sigma,centroid_direction_R,centroid_verdict,eb_screen_verdict,eb_n_pass,eb_n_inconc,eb_n_fail,eb_sde_ratio_2P_1P,eb_oddeven_sigma,eb_posfrac,eb_duration_ratio,eb_companion_RJup,eb_secondary_ppm
2M19381719+6608049,294.571625,66.134705,nan,,0.7841341309762173,0.8710151632376109,4590.0815,27.0,1979.472179501408,415601.0,2470.166299842314,233.18302732109282,2.4000000000000004,1416.124550724168,1773.7641984754266,8.060261779040184,3.2222833123011667,0.7080757368499634,232.92126758649394,False,120.91220283508301,SDE_OK_ON_TARGET_SURVIVED,0.0069145266104849185,1.3694895341919613,0.24777076771064221,ON_TARGET (offset not significant),SURVIVED,4.0,2.0,0.0,0.9889800192200697,,1.0,0.5729141640196925,0.2874472178680791,27.578178006471
2M16590307+6106298,254.762822,61.108295,nan,,0.9842226265570274,1.0040933477971223,5817.4727,15.0,1952.6894905696433,229974.0,1472.9971912426422,236.306892275691,3.5999999999999996,1318.5369894189682,1737.8540042307102,4.990360494710182,3.902672805299803,0.7490580448731913,321.5560726687238,False,87.23961520195007,no_signal_SDE_5.0,,,,,,,,,,,,,,
2M16590373+6108498,254.765555,61.147194,nan,,1.861111235090386,1.0400271140462778,6168.5815,43.0,1979.4716945539114,674136.0,515.9464247513409,187.94187767510698,3.5999999999999996,611.767594612066,1724.6940012592963,8.042992727996543,5.026760613328775,0.650584599403115,503.0984843626605,False,166.53367710113525,SDE_OK_ON_TARGET_EB_REJECT,0.00583693118532254,3.464261176575168,1.0,ON_TARGET (significant but <3'' = << 1 TESS pixel),EB_REJECT,4.0,1.0,1.0,0.5336033162815293,,1.0,0.1884743138002383,0.4484175391015856,29.240846384559482
2M19373633+6351220,294.401378,63.856125,nan,,1.849089776685128,1.037378863225891,6142.425,11.0,298.57660970595134,167993.0,1607.230101599215,6.142295437597636,4.800000000000001,3565.022635107488,3286.4142379943246,60.96824994155759,12.056237137313694,0.06644660299247585,1562.4851386726582,False,68.4306161403656,SDE_OK_INCONCLUSIVE_EB_REJECT,0.001986098202609469,3.4238161750047746,0.4680937173902167,INCONCLUSIVE (significant offset but direction scatters across sectors),EB_REJECT,4.0,1.0,1.0,0.5535486710292976,0.06632894421254222,1.0,0.7113930443806762,1.075489485933425,600.0696226494684
2M19374791+6610463,294.449633,66.179535,nan,,0.9928452717646726,0.9562713485705524,5363.0615,16.0,1979.4721861147732,248544.0,1343.8904742932289,236.64622584903395,1.92,1274.726285691553,1745.9991937013215,5.894320183723161,3.8709064971843907,0.7376776404542542,300.0223986828741,False,88.65221500396729,no_signal_SDE_5.9,,,,,,,,,,,,,,
2M19375361+6504258,294.473416,65.073853,nan,,0.9225083754799712,0.9782314824972136,5569.894,12.0,351.7801656842762,192599.0,1884.3359107699528,121.33959229837563,1.92,1282.1436905480623,1791.129317112492,4.525938401014251,3.6071259426415088,0.47616274853306767,373.8417548802515,False,80.58755207061768,no_signal_SDE_4.5,,,,,,,,,,,,,,
2M19381493+7033548,294.562229,70.565224,nan,,1.06157785583232,0.9558223940288372,5358.8657,23.0,1979.473022353271,345900.0,1589.7010918343951,180.45657826313052,3.5999999999999996,1925.4845477568213,1776.0487488324945,5.377751410319285,5.086798188223947,0.6156219027570724,339.3322938053374,False,107.76504516601562,no_signal_SDE_5.4,,,,,,,,,,,,,,
2M19373908+6616380,294.412844,66.277229,nan,,1.5610481436529182,1.0113463102408555,5887.6777,21.0,1951.4606972573908,316211.0,1210.8758523787676,147.62106484259368,3.5999999999999996,551.129970657137,1751.765690644301,6.277092227713291,4.001897398617222,0.5487047302877912,478.8684781867285,False,102.26650595664978,no_signal_SDE_6.3,,,,,,,,,,,,,,
2M16590373+6108498,254.765555,61.147194,nan,,1.8061164131554048,1.0425768530243993,6193.807,43.0,1979.4716945539114,674136.0,515.9464247513409,187.94187767510698,3.5999999999999996,611.767594612066,1724.6940012592963,8.042992727996543,4.878222578832214,0.6511158250284277,497.43328095361693,False,126.25718641281128,SDE_OK_ON_TARGET_EB_REJECT,0.00583693118532254,3.464261176575168,1.0,ON_TARGET (significant but <3'' = << 1 TESS pixel),EB_REJECT,4.0,1.0,1.0,0.5336033162815293,,1.0,0.1943717902167256,0.43516704539092005,29.240846384559482
2M16590801+6044459,254.783383,60.74609,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M16581296+6503094,254.554034,65.052635,nan,,1.2440828366654642,1.0157744792238514,5930.7056,10.0,351.7805491907841,157242.0,1444.8032063179699,129.90983817719044,2.4000000000000004,769.4035644705905,1696.7886894575333,4.9096228345096735,3.7683309211345164,0.5046229256796816,449.03578503002007,False,72.28242325782776,no_signal_SDE_4.9,,,,,,,,,,,,,,
2M17023124+5913040,255.630187,59.217785,nan,,1.277789977712686,0.9905384877529192,5687.1733,23.0,1979.4713212517092,357962.0,779.4971608439507,180.70608824352973,3.5999999999999996,282.6941097634819,1816.4591807368854,6.319776284093654,2.346067458508968,0.6235608280476354,392.5728078170239,False,110.20382404327393,no_signal_SDE_6.3,,,,,,,,,,,,,,
2M19352793+7045182,293.866396,70.755066,nan,,1.8612645316066871,1.003340176533246,5810.2017,16.0,1979.4730500654873,254798.0,1258.7583202737749,160.38599543981758,3.5999999999999996,1113.3842294026626,1724.9237282521137,5.55517556152754,6.781929526574214,0.5783626166086623,502.6070529287021,False,98.18886852264404,no_signal_SDE_5.6,,,,,,,,,,,,,,
2M19495132+7022250,297.463839,70.373634,nan,,1.2487397873014785,1.0551086872633526,6318.3867,10.0,351.78016099375805,156630.0,1088.2686438637165,0.5056087069241771,4.800000000000001,29.04362569494952,1683.5337711107784,8.117329280715602,0.7348860497791515,0.012644896511192565,3027.7357093892992,True,67.52036333084106,SDE_OK_systematic_period,,,,,,,,,,,,,,
2M16245967+6241380,246.248625,62.693913,nan,,1.0263264536786345,1.0106622540232593,5881.042,16.0,1979.4723355396711,242725.0,1573.0310456610512,247.0358214328573,4.800000000000001,1203.5745673744902,1884.0286078732975,6.037471197608712,3.8881647842346148,0.7732414990220898,326.71787156314247,False,86.67276430130005,no_signal_SDE_6.0,,,,,,,,,,,,,,
2M17025603+5914217,255.733483,59.239384,nan,,0.804974474815856,0.8931599049394482,4786.2227,32.0,1979.471320663317,497494.0,2523.360709751914,246.30725229009158,2.4000000000000004,1883.8347388367813,1751.7291824389647,8.197667222447542,3.8152776495790555,0.7405727415508047,240.62099660073443,False,133.56800174713135,SDE_OK_INCONCLUSIVE_FLAG_REVIEW,0.016846849830747076,2.776155609876044,0.571190531130825,INCONCLUSIVE (significant offset but direction scatters across sectors),FLAG_REVIEW,3.0,3.0,0.0,1.028209860928992,,1.0,0.302790807113827,0.3403459098643225,-265.6299827652475
2M18432150+5639287,280.839605,56.657982,nan,,0.9365534942725569,0.8965554958356703,4816.588,16.0,1979.4702532316398,237835.0,1306.6911793084714,149.4973798951958,4.800000000000001,1819.2699280633826,1791.4050377838594,4.560360046499183,4.362182160444265,0.5315628608635659,308.2917509008875,False,88.14564228057861,no_signal_SDE_4.6,,,,,,,,,,,,,,
2M17533333+5700033,268.388905,57.000931,nan,,0.8602839892496833,0.9027462242048988,4872.1465,6.0,270.91547197658065,95032.0,2170.4505194174626,97.79919425692059,3.5999999999999996,890.0950620275129,1773.6905209010947,3.379914692933377,2.8027391147965823,0.40149973377791487,343.8999032380658,False,53.17182183265686,no_signal_SDE_3.4,,,,,,,,,,,,,,
2M18432407+5954586,280.850298,59.916302,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17543857+5704214,268.660718,57.07262,nan,,1.7295711194637662,1.031477002603231,6084.293,9.0,405.47452462484534,136575.0,2153.057782056768,91.59968285676942,4.800000000000001,851.2629190509319,2397.449565873791,4.471520497520428,5.5105242908170835,0.4018114856901978,608.697593582321,False,64.95958542823792,no_signal_SDE_4.5,,,,,,,,,,,,,,
2M18461955+5925445,281.581486,59.429043,nan,,0.8940695437554705,0.9585480808547544,5384.3594,22.0,1979.4707825729708,319516.0,1567.847369523161,141.30347213888555,1.2000000000000002,1506.968203989128,1774.12978090997,6.881430367068521,3.7900591153585874,0.5234956050632255,339.309951496116,False,104.91411304473877,no_signal_SDE_6.9,,,,,,,,,,,,,,
2M17532219+5640300,268.342483,56.675014,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17533333+5700033,268.388905,57.000931,nan,,0.8612279302441646,0.9026579505210756,4871.3525,6.0,270.91547197658065,95032.0,2170.4505194174626,97.79919425692059,3.5999999999999996,890.0950620275129,1773.6905209010947,3.379914692933377,2.805814402004473,0.4014866466685011,344.03805443915,False,23.84241557121277,no_signal_SDE_3.4,,,,,,,,,,,,,,
2M18461955+5925445,281.581486,59.429043,nan,,0.9077690898497688,0.9595510417617602,5393.7524,22.0,1979.4707825729708,319516.0,1567.847369523161,141.30347213888555,1.2000000000000002,1506.968203989128,1774.12978090997,6.881430367068521,3.8481329977692056,0.5236781250708152,342.43639062061396,False,70.51661610603333,no_signal_SDE_6.9,,,,,,,,,,,,,,
2M17004013+6026044,255.167222,60.434566,nan,,0.95847961250995,1.003687369933796,5813.553,32.0,1979.471553558062,505871.0,804.7538592850013,178.22096883875355,3.5999999999999996,3548.45459368714,1762.524069878198,7.9667671664790936,6.234837575710659,0.6205525103242502,348.39926748717716,False,137.29949355125427,SDE_OK_ON_TARGET_SURVIVED,0.003058202184680922,1.4203859721739363,1.0,ON_TARGET (offset not significant),SURVIVED,5.0,1.0,0.0,0.23766929452053437,,1.0,0.44173558647565575,0.556185332355991,38.23059948659946
2M17035102+5719091,255.9626,57.319206,nan,,0.9816313007982962,0.9859332113461972,5643.173,24.0,1979.4709740059918,371418.0,1241.0558272729675,222.45409816392655,3.5999999999999996,704.5932640855629,1791.4193421895118,5.040759964698671,2.845380035329875,0.7151260903630628,318.8156836562631,False,116.99515795707703,no_signal_SDE_5.0,,,,,,,,,,,,,,
2M17035291+5721555,255.970495,57.365429,nan,,1.4121418758683877,1.014580856683512,5919.095,42.0,1979.470981800376,658283.0,1168.9623695020985,196.36533461338453,3.5999999999999996,409.995624001772,1789.084338777466,7.100632017291046,3.122414685823383,0.664372966837499,416.1231961865827,False,166.9940469264984,SDE_OK_ON_TARGET_SURVIVED,0.005411304190377542,3.145426825355601,0.654425204332462,ON_TARGET (significant but <3'' = << 1 TESS pixel),SURVIVED,4.0,2.0,0.0,0.6703225164654831,,1.0,0.3544589440958721,0.2785383305819253,-51.67358632474084
2M17032344+6457574,255.847687,64.965965,nan,,1.162021051209578,1.016914386976595,5941.8022,1.0,26.48457598892196,15596.0,1649.1450176702922,2.4056869088908304,1.2000000000000002,477.40626123058036,1956.6860500799255,5.233746180158954,2.7725583153164854,0.03533410137650581,1643.0908928625076,False,71.74823021888733,no_signal_SDE_5.2,,,,,,,,,,,,,,
2M19502464+7101117,297.602702,71.019943,nan,,1.41367299263932,1.0600211297672102,6367.492,8.0,297.93901005265525,119811.0,1026.8570759980987,3.808808192434909,4.800000000000001,91.9423011710215,1713.8103241758818,7.02065766904354,1.4802302804484253,0.04866731941870437,1654.8460636464672,False,122.37616443634033,SDE_OK_ON_TARGET_SURVIVED,0.0006695858117565893,1.3108256459087249,0.34421398511990786,ON_TARGET (offset not significant),SURVIVED,4.0,2.0,0.0,0.7466372375063972,0.08094422775492248,0.7954545454545454,1.337200415229192,0.1320455201113671,11.243211614941906
2M19502802+7018188,297.616773,70.305244,nan,,1.7447278829055437,0.9377291214790529,5190.8667,40.0,1979.4730158357302,639372.0,3252.6766030808026,7.805652226089043,1.2000000000000002,3889.3925073149653,1690.468778112898,45.21990608809523,11.882045926121148,0.0753769308072513,1204.2535301346174,False,206.13602924346924,SDE_OK_INCONCLUSIVE_EB_REJECT,0.016160348393542582,25.28153630366862,0.38398115442617786,INCONCLUSIVE (significant offset but direction scatters across sectors),EB_REJECT,3.0,1.0,2.0,0.6496934015801974,0.051081038266816675,1.0,0.19068860960776993,1.0599505732489871,3620.958751145542
2M19503843+7054114,297.66014,70.903168,nan,,1.1797075163153827,1.0063382796226747,5839.1665,5.0,297.93900679474336,74079.0,1629.7187642013996,117.10107020108782,1.92,1035.6006726309242,1737.0553355985824,3.753352721768507,4.145654898138851,0.4694201818449009,446.36545798537975,False,143.94767665863037,no_signal_SDE_3.8,,,,,,,,,,,,,,
2M19332414+7053426,293.350598,70.895187,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M19335175+7405594,293.465635,74.099854,,,,,,,,,,,,,,,,,,,,"no_lc:dl_err:HTTPSConnectionPool(host='stpubdata.s3.us-east-1.amazonaws.com', port=443): Max retries exceeded with url: /tess/public/tid/s0048/0000/0002/3720/3236/tess2022027120115-s0048-0000000237203236-0219-s_lc.fits (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate is not yet valid (_ssl.c:1016)')))",,,,,,,,,,,,,,
2M19330779+7006422,293.282494,70.111748,nan,,1.0520573812134977,0.9924909501655408,5705.869,31.0,1979.4729208745298,495390.0,627.7433457880264,226.13686547461896,4.800000000000001,280.2692042990385,1841.578792082329,8.47825679270636,1.9233120667428865,0.7245965814541236,331.53302459515226,False,278.8382611274719,SDE_OK_ON_TARGET_SURVIVED,0.00419001853504166,3.0817257988239923,0.84141512760378,ON_TARGET (significant but <3'' = << 1 TESS pixel),SURVIVED,4.0,2.0,0.0,0.7309655708533241,,1.0,0.45059111668643376,0.1715711031884823,-32.049056524652286
2M17030648+6501097,255.777,65.019371,nan,,0.9398297300701524,1.0019114926042252,5796.4194,21.0,1952.6901508159542,321030.0,1990.3413309047116,220.56780271210846,1.2000000000000002,1491.459823477801,1743.0287252131752,6.307108058174744,3.963488450319216,0.7148984918531252,320.47608471648823,False,293.32399702072144,no_signal_SDE_6.3,,,,,,,,,,,,,,
2M19342740+6622279,293.614169,66.374435,nan,,0.9237220211103526,0.9837193049345366,5622.0693,16.0,1979.4722113847852,248842.0,1178.6643526694381,149.34767390695626,2.4000000000000004,843.7495827232843,1791.4691718697816,6.025560900748431,2.9300209189883275,0.5478931746223,352.00782984340896,False,298.61750984191895,no_signal_SDE_6.0,,,,,,,,,,,,,,
2M19312249+7049560,292.843745,70.832245,nan,,1.8248021161130916,1.0611787673361788,6379.086,2.0,270.6499246575745,29384.0,1176.3710300547377,0.5301739985215892,4.800000000000001,79.29210844445517,1739.0195157196172,11.432715050692067,1.7744076345257862,0.013076202895685668,3633.7826375250834,True,282.88603711128235,SDE_OK_systematic_period,,,,,,,,,,,,,,
2M17055571+5731519,256.482148,57.531105,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17052393+5734337,256.349737,57.576031,nan,,1.6759533027721718,0.9647869653750194,5442.8945,4.0,296.4830416454911,62608.0,1212.467983647078,63.89025058347686,4.800000000000001,428.43343071363256,1778.2469297155665,4.612039497268722,3.788141803554259,0.30905804545029336,611.1872307460974,False,365.91459822654724,no_signal_SDE_4.6,,,,,,,,,,,,,,
2M17052622+5742441,256.35928,57.712276,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17054755+6123218,256.448142,61.389393,nan,,0.9457726189642311,0.9767307783055484,5555.66,1.0,26.48468731313983,12873.0,2581.764309476039,0.7448376763565455,1.92,373.97116491546325,1956.3312531211106,5.072881649918536,1.997231621923549,0.015955333969093172,2062.573834492834,True,433.37791299819946,no_signal_SDE_5.1,,,,,,,,,,,,,,
2M17053037+6129064,256.376548,61.485126,nan,,1.2055529620261607,0.9915759595297235,5697.1045,2.0,53.509490924753436,30432.0,1406.3747620186055,3.843786857992075,1.2000000000000002,391.43521105417767,1958.4362498922153,4.874888209770287,2.604587053804026,0.04788741325289799,1378.3835117862855,False,491.9993336200714,no_signal_SDE_4.9,,,,,,,,,,,,,,
2M17055571+5731519,256.482148,57.531105,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17055963+5743365,256.49849,57.726833,nan,,0.8547586091390992,0.9376405207921218,5190.0493,4.0,296.4830230837083,62166.0,3790.8280260251645,17.000643219831083,1.2000000000000002,1789.3256990986526,1747.4069379527073,2.8414646827352774,3.948306163804207,0.1266471851260731,650.1729245375576,False,80.4983491897583,no_signal_SDE_2.8,,,,,,,,,,,,,,
2M17050530+6509514,256.272103,65.164284,nan,,1.047495063372365,1.004119889926747,5817.729,26.0,1952.6901689354897,419628.0,633.5782291833833,136.96199847993918,4.800000000000001,965.7044954276823,1748.9087269148326,5.238997703620331,3.5546492174984547,0.5207170080026398,397.8890833223047,False,197.8018023967743,no_signal_SDE_5.2,,,,,,,,,,,,,,
2M16380422+7403012,249.517603,74.050339,nan,,1.296265815318989,1.0341228543281704,6110.3267,11.0,351.7804587245505,175625.0,1452.3476676615533,105.04638586544456,3.5999999999999996,2767.851950888473,1723.7728989421805,2.753727985406233,7.44711627531416,0.44060691185582274,505.38138138254266,False,101.89844465255737,no_signal_SDE_2.8,,,,,,,,,,,,,,
2M17384440+7645127,264.685003,76.753532,nan,,0.8157424764784984,0.911637442393358,4952.3857,26.0,1952.6921316156288,420405.0,1757.4106514083308,123.61820472818911,4.800000000000001,478.8377845601924,1791.577923072399,5.922152030336327,1.949260677218153,0.4709074085707216,314.30888906495437,False,144.59736680984497,no_signal_SDE_5.9,,,,,,,,,,,,,,
2M17050048+6138524,256.252018,61.647896,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17050186+6141490,256.25777,61.696968,nan,,0.8385349196731181,0.9346900205706872,5162.8584,26.0,1952.6895673735532,396502.0,2136.6455273935157,206.57528301132044,3.5999999999999996,2803.933560676559,1751.729003308519,4.265660480272712,4.8487260863800685,0.6686742868059958,278.78981556833037,False,120.30516457557678,no_signal_SDE_4.3,,,,,,,,,,,,,,
2M17050186+6141490,256.25777,61.696968,nan,,0.8427032466810783,0.9335419412135544,5152.2935,26.0,1952.6895673735532,396502.0,2136.6455273935157,206.57528301132044,3.5999999999999996,2803.933560676559,1751.729003308519,4.265660480272712,4.872828929834624,0.668400397187932,278.9671105951961,False,83.60796356201172,no_signal_SDE_4.3,,,,,,,,,,,,,,
2M19321727+7026274,293.071967,70.440971,nan,,1.2493681334810367,1.0365910366043782,6134.6523,27.0,1979.4729812534238,430894.0,587.28116690913,3.9033161326453056,1.92,147.57230769389582,1686.5537582357676,32.691160153195334,1.657354826267897,0.04910188344062938,1492.1741609304192,False,154.0448911190033,SDE_OK_INCONCLUSIVE_SURVIVED,0.0019134358805095232,8.48198834990442,0.4311857249387018,INCONCLUSIVE (significant offset but direction scatters across sectors),SURVIVED,6.0,0.0,0.0,0.5740661900392576,0.04158990922713366,0.9367088607594937,0.6733831115293142,0.147846104038171,-103.67727774629465
2M17044195+5718572,256.174809,57.315899,nan,,0.9686372098097272,0.9641255598521348,5436.677,16.0,1979.470964309032,248995.0,809.9822027267813,228.50222008880354,1.2000000000000002,725.954215614693,1744.4993496698073,4.387479631972775,2.849957623220386,0.7226222535139072,303.52318146802173,False,142.45789289474487,no_signal_SDE_4.4,,,,,,,,,,,,,,
2M19281895+7455595,292.078966,74.933212,nan,,0.8194230367808989,0.9285928569018052,5106.85,16.0,1979.4738224546008,246484.0,2816.2851701490613,224.4701388055522,4.800000000000001,4760.614456032842,1854.7883017211593,2.036951010518265,6.17393870075056,0.7052136013292089,265.4484979663127,False,127.52625894546509,no_signal_SDE_2.0,,,,,,,,,,,,,,
2M17082578+6118577,257.10745,61.316055,nan,,1.03379820411117,0.9992785076735966,5771.0537,23.0,1872.169815659684,361205.0,796.1375066027011,230.47833913356533,2.4000000000000004,528.6971516791629,1901.480877564971,5.3235152838885655,2.595744228730738,0.7355103294577205,329.92257993570036,False,122.54403066635132,no_signal_SDE_5.3,,,,,,,,,,,,,,
2M19272992+7512144,291.874689,75.204025,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17072401+6200024,256.850072,62.00069,nan,,1.1354303917153252,1.0219814884940384,5991.229,7.0,787.2799703068831,100200.0,2000.6290659504255,109.40611624464978,1.92,1326.0154961109629,2049.446200269253,2.474115781994262,4.5149968610921505,0.45093636643068347,458.42888303374906,False,66.71668577194214,no_signal_SDE_2.5,,,,,,,,,,,,,,
2M19510829+6545443,297.784574,65.762314,nan,,1.058163662827392,1.0067809461274375,5843.448,16.0,1979.4721526148958,251686.0,1422.2726999805452,213.53162126485057,2.4000000000000004,984.6295135823302,1702.314251067082,7.445523266769064,3.625867309935096,0.7007444140659748,346.2575159397822,False,96.81144070625305,SDE_OK_INCONCLUSIVE_FLAG_REVIEW,0.010532027277331947,2.5030471580693825,0.4857622951558747,INCONCLUSIVE (significant offset but direction scatters across sectors),FLAG_REVIEW,2.0,4.0,0.0,1.2898722953730282,,1.0,0.2514078735833235,0.32344935860259555,142.71477280913825
2M19512078+6555579,297.836624,65.932777,nan,,1.201785669369812,0.9839312224477442,5624.088,16.0,1979.4721856648855,254779.0,1135.1603694144565,174.01922076883073,4.800000000000001,689.1284113140065,1725.0592337808328,6.2277621084264,3.4450833767558504,0.6067264254315651,381.6827989659263,False,100.27292203903198,no_signal_SDE_6.2,,,,,,,,,,,,,,
2M19514643+7100087,297.943469,71.002441,nan,,0.9093600821945198,0.9480511568009944,5286.4463,16.0,1979.4731518888907,250446.0,1925.9248045103373,156.3040121604864,4.800000000000001,4971.883792427492,1828.1237072176841,2.4476090960149675,7.001950065824567,0.5578668113747173,325.4617319829744,False,95.86825680732727,no_signal_SDE_2.4,,,,,,,,,,,,,,
2M19515616+7029139,297.984002,70.487213,nan,,1.1187571482866516,1.0112998585717274,5887.227,32.0,1979.4730558516053,502473.0,892.4223398848994,233.0033801352054,3.5999999999999996,544.2239808754441,1789.2387595780945,9.711029285759844,2.8500160056424093,0.7438316380191391,348.1567308395189,False,134.68796110153198,SDE_OK_ON_TARGET_SURVIVED,0.0028921753069127546,1.5543584177596772,0.19753127300309592,ON_TARGET (offset not significant),SURVIVED,4.0,2.0,0.0,0.5193308923764389,,1.0,0.3469781544967204,0.2542387159359865,-30.170732165046843
2M19282703+7510177,292.112661,75.171585,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M17072401+6200024,256.850072,62.00069,nan,,1.3131692590884432,1.0105444353543591,5879.8994,7.0,787.2799703068831,100200.0,2000.6290659504255,109.40611624464978,1.92,1326.0154961109629,2049.446200269253,2.474115781994262,5.221768878240077,0.4492479005719942,484.75315803562955,False,82.55055284500122,no_signal_SDE_2.5,,,,,,,,,,,,,,
2M17091482+6152119,257.311777,61.869999,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
2M19265521+7502035,291.730059,75.034317,nan,,1.931464342901229,1.0592400422017845,6359.674,16.0,1979.4738390345292,252953.0,978.1706276774302,149.29777191087643,3.5999999999999996,1196.8273571539407,1791.463290669387,3.7290363750230195,7.296676417607413,0.561444542364712,568.7981759458969,False,102.90039682388306,no_signal_SDE_3.7,,,,,,,,,,,,,,
2M17091463+6012555,257.310959,60.215439,,,,,,,,,,,,,,,,,,,,no_lc:no_TS,,,,,,,,,,,,,,
