sobject_id,tmass_id,gaiadr3_source_id,ra,dec,r_med,pmra,pmdec,rv,X_XYZ,Y_XYZ,Z_XYZ,U_UVW,V_UVW,W_UVW,R_Rzphi,phi_Rzphi,z_Rzphi,vR_Rzphi,vT_Rzphi,vz_Rzphi,J_R,L_Z,J_Z,omega_R,omega_phi,omega_z,angle_R,angle_phi,angle_z,ecc,zmax,R_peri,R_ap,Energy
170829002901192,04333861+1557416,3312653647717790720,68.41092,15.9615,99.59965,65.22838,-55.779297,53.822895,-0.09295778,-0.0017396254,-0.035719953,-52.336872,-40.72369,-11.891901,8.303066,-0.00020949928,-0.010436863,41.22938,207.55502,-4.482612,34.399086,1723.343,0.1352433,44.767548,31.214308,88.78224,2.0706673,6.1001244,2.8891823,0.16495173,0.06341427,6.3298373,8.830573,-160679.39
