cluster,age_gyr,n_match,n_ba,cl_ba_fe,match_ba_median,rand_ba_median,delta_match,delta_rand,closer,mw_p
UBC_285,0.0616594947701844,17891,17669,0.1363614946603775,0.05492238700389862,-0.005471661686897278,0.12307553738355637,0.16191232204437256,True,0.0
UBC_286,0.0575440240605537,15072,15055,0.17116744816303253,-0.002620343118906021,-0.005013875663280487,0.17678770422935486,0.18864688277244568,True,1.2608344e-12
UBC_289,0.1380385355838289,29120,29098,0.0010352457175031304,0.07018556445837021,-0.004413969814777374,0.10332868248224258,0.11027222871780396,True,8.03433e-10
UBC_291,0.0251188698309886,16095,16076,0.042882200330495834,-0.03467460721731186,-0.003575606271624565,0.10554356873035431,0.1140744537115097,True,2.0343905e-30
UBC_292,0.069183121399144,18498,18450,0.008620734326541424,0.013131875544786453,-0.007237214595079422,0.09062357246875763,0.10982359945774078,True,0.0
UBC_301,0.2344228197592381,21150,21128,0.001192749827168882,0.01844821125268936,-0.0055349841713905334,0.09669698029756546,0.1095624715089798,True,2.829e-42
UBC_302,0.5754402406055371,5639,5629,0.07183897495269775,0.019550323486328125,-0.004199225455522537,0.10561569035053253,0.12663798034191132,True,5.7496485e-26
UBC_303,0.7079464062202759,13623,13579,0.021208016201853752,0.024148061871528625,-0.0059482865035533905,0.09312298148870468,0.11048425734043121,True,0.0
UBC_312,0.794327537013272,13009,13003,-0.005464102141559124,-0.005666866898536682,-0.009545806795358658,0.08670629560947418,0.10896742343902588,True,0.0
UBC_324,0.794327537013272,12976,12957,0.01720898225903511,-0.05480121448636055,-0.005551785230636597,0.09660793840885162,0.110280841588974,True,6e-45
UBC_326,0.2630268453963283,9767,9714,0.22948065400123596,-0.049385733902454376,-0.006329700350761414,0.2792605757713318,0.24209699034690857,False,1.0
UBC_344,0.0034673681999632,16466,16450,0.019895756617188454,-0.029578331857919693,-0.00503220409154892,0.09283378720283508,0.11196566373109818,True,0.0
UBC_345,0.0144543926289566,9886,9870,-0.02484002523124218,-0.045908372849226,-0.0069723427295684814,0.07900703698396683,0.10815788805484772,True,0.0
UBC_354,0.1995263191254866,21366,21273,0.1935308277606964,0.013661712408065796,-0.003477439284324646,0.18364685773849487,0.2055424451828003,True,0.0
UBC_441,0.1737799912893991,7250,6974,0.16967733204364777,0.05056242644786835,-0.002506168559193611,0.1417105495929718,0.1859675645828247,True,0.0
UBC_443,0.8912505467113453,12448,12054,0.20311570167541504,0.07409217953681946,-0.0033857151865959167,0.14864298701286316,0.21493199467658997,True,0.0
UBC_461,0.0478629903136986,16126,15862,0.24001960456371307,0.04730755835771561,-0.002147119492292404,0.1967918872833252,0.24814096093177795,True,0.0
UBC_470,0.0323593827469971,14765,14387,0.10857079923152924,0.051178015768527985,-0.0035713128745555878,0.11572332680225372,0.14362011849880219,True,0.0
UBC_476,0.0870963704709874,16398,16077,0.08779516816139221,0.043683841824531555,-0.0051420144736766815,0.10739347338676453,0.13174328207969666,True,0.0
UBC_479,0.0204173767566041,20456,20182,0.17165391147136688,0.06689523160457611,-0.007168108597397804,0.1313493847846985,0.18989530205726624,True,0.0
UBC_482,0.0269153374005781,2808,2776,0.1621817648410797,0.03253895416855812,-0.007339293137192726,0.16100962460041046,0.18338161706924438,True,4.4384216e-19
UBC_490,0.0398107083132505,27788,27641,0.32583314180374146,0.04766160249710083,-0.004735562950372696,0.27901691198349,0.3326924443244934,True,0.0
UBC_491,0.1819701817628807,13884,13692,0.1355534791946411,0.0628763735294342,-0.006851868703961372,0.12176966667175293,0.16308888792991638,True,0.0
UBC_497,,21938,21866,0.11663234978914261,0.015486333519220352,-0.00739162415266037,0.1277576982975006,0.15021464228630066,True,0.0
UBC_499,0.0524807206714521,16629,16347,0.159407839179039,0.05192050337791443,-0.0053444840013980865,0.13424456119537354,0.17859122157096863,True,0.0
UBC_503,1.5488151224416984,17438,17280,0.06994554400444031,0.049214135855436325,-0.00588214211165905,0.10556966066360474,0.1251066029071808,True,0.0
UBC_504,0.0112201894707378,13023,12975,0.0976673811674118,-0.01052076742053032,-0.00920179858803749,0.13369454443454742,0.139853373169899,True,1.3748157e-19
UBC_509,0.5888442760205689,14479,14194,0.14756529033184052,0.0675884485244751,-0.005360813811421394,0.12309297919273376,0.16921274363994598,True,0.0
UBC_512,0.2951211041237279,29012,28938,0.10091704875230789,0.025508783757686615,-0.004305785521864891,0.11898397654294968,0.14060932397842407,True,0.0
UBC_518,0.0301995185303324,13598,13573,-0.04390935227274895,-0.06644009798765182,-0.004075009375810623,0.07948282361030579,0.1125839352607727,True,0.0
UBC_528,2.691536695250797,19489,19467,-0.039214231073856354,-0.011019941419363022,-0.006316598504781723,0.09732721000909805,0.11310731619596481,True,1e-45
UBC_529,0.1659587927845761,25842,25804,-0.008825776167213917,0.01169658824801445,-0.005249803885817528,0.09439536929130554,0.10866287350654602,True,0.0
UBC_533,0.0891250546711345,13167,13153,-0.005067435093224049,-0.03881906718015671,-0.0023129619657993317,0.08232852071523666,0.10800086706876755,True,0.0
UBC_541,0.021877623926123,10418,10414,-0.012010501697659492,-0.011852489784359932,-0.009260466322302818,0.08246715366840363,0.10975147783756256,True,0.0
UBC_550,0.0467735223455781,4768,4753,0.021145273000001907,-0.02282116189599037,-0.0018217600882053375,0.08679382503032684,0.11320306360721588,True,6.0764556e-38
UBC_552,0.0112201894707378,11366,11355,-0.03314848244190216,-0.0328567698597908,-0.009291525930166245,0.08159323036670685,0.10810504853725433,True,0.0
UBC_553,0.0131825639118268,16181,16153,-0.07581502199172974,-0.0674353688955307,-0.0038747265934944153,0.07547818869352341,0.11963535100221634,True,0.0
UBC_554,0.0602559877171915,11697,11564,-0.04867946729063988,0.03544338420033455,-0.007322611287236214,0.10848655551671982,0.11180287599563599,True,0.02303215
UBC_557,0.1445439262895664,14180,14153,-0.07534705847501755,-0.07567950338125229,-0.004267342388629913,0.07255841046571732,0.11793457716703415,True,0.0
UBC_558,0.0072443618278712,17173,17148,0.007005755323916674,-0.03917161375284195,-0.006145017221570015,0.09083203971385956,0.10950541496276855,True,0.0
UBC_559,0.0114815347022194,16660,16631,0.04810347035527229,0.007621392607688904,-0.005848649889230728,0.10083197057247162,0.1166059672832489,True,0.0
UBC_562,0.0117489801933541,17254,17232,-0.01979876309633255,0.013363294303417206,-0.005801573395729065,0.0953822135925293,0.10759830474853516,True,1.090491e-30
UBC_618,0.7244353873869618,16224,15810,0.1569543480873108,0.07270877808332443,-0.006432726979255676,0.12259627878665924,0.177548348903656,True,0.0
UBC_622,0.7585777749219503,25145,24910,0.03098165988922119,0.0539594404399395,-0.004423912614583969,0.0973675400018692,0.11407377570867538,True,0.0
UBC_627,2.089294662720361,23236,23161,0.09355564415454865,0.058368220925331116,-0.005041699856519699,0.10635367035865784,0.1364229917526245,True,0.0
UBC_632,,21338,21052,0.08995175361633301,0.05233626067638397,-0.006221389397978783,0.10827697068452835,0.13579580187797546,True,0.0
UBC_646,0.0229086835704537,14174,13800,0.12465709447860718,0.07763214409351349,-0.005778118968009949,0.1145191639661789,0.15551280975341797,True,0.0
UBC_650,0.0776246877988414,8542,8230,0.1285581886768341,0.06018126383423805,-0.005851268768310547,0.12113054096698761,0.15559327602386475,True,0.0
UBC_651,0.1584892496402718,18311,18205,0.14625975489616394,0.022796466946601868,-0.004076916724443436,0.143578439950943,0.16793379187583923,True,0.0
UBC_652,0.01,14929,14747,0.04666503146290779,0.029850132763385773,-0.0037889592349529266,0.10136015713214874,0.11720171570777893,True,0.0
UBC_654,0.0089125054671134,15593,15355,0.24035823345184326,0.040089234709739685,-0.003047514706850052,0.20352499186992645,0.2479405552148819,True,0.0
UBC_656,,12057,11957,0.04511348158121109,0.026886798441410065,-0.00695907324552536,0.096969835460186,0.11746104806661606,True,0.0
UBC_660,1.0,18855,18724,-0.006666712462902069,0.024644076824188232,-0.005767194554209709,0.0906083956360817,0.10790593922138214,True,1.0405e-41
UBC_664,0.0407380403044348,27006,26987,0.0730191096663475,0.014735095202922821,-0.004547011107206345,0.11386844515800476,0.12801000475883484,True,0.0
UBC_93,0.8128302305789092,26330,26286,0.11882559955120087,0.019553281366825104,-0.004497762769460678,0.12772205471992493,0.14984562993049622,True,0.0
UPK_12,0.1995263191254866,7549,7331,0.13869798183441162,0.031374454498291016,-0.005410145968198776,0.1322634369134903,0.16638536751270294,True,0.0
UPK_18,0.7244353873869618,7753,7746,-0.017648231238126755,0.007053028792142868,-0.0060505736619234085,0.08995791524648666,0.11038945615291595,True,2.463492e-35
UPK_33,0.2818381693478142,13413,13400,0.022839877754449844,-0.022182928398251534,-0.004538394510746002,0.0914439782500267,0.11013704538345337,True,0.0
UPK_398,0.0107151982289039,23915,23899,0.252685010433197,0.0931706354022026,-0.004855398088693619,0.16706985235214233,0.2617950141429901,True,0.0
UPK_4,0.2754226042194985,26063,26035,0.19555824995040894,0.015494301915168762,-0.005004502832889557,0.1842333972454071,0.20881317555904388,True,0.0
UPK_436,0.0257039487966919,16219,15769,0.15829084813594818,0.07056183367967606,-0.007161945104598999,0.12417382746934891,0.18034571409225464,True,0.0
UPK_442,0.1698241862446276,24652,24378,0.17074593901634216,0.06280088424682617,-0.004478070884943008,0.1323627233505249,0.18649475276470184,True,0.0
UPK_457,,13026,12561,0.06021054461598396,0.05900467187166214,-0.009854234755039215,0.10205236822366714,0.12296469509601593,True,0.0
UPK_508,0.1,12418,12152,0.06845664232969284,0.08623770624399185,-0.004052989184856415,0.10795266926288605,0.12631675601005554,True,0.0
UPK_526,0.0309029380386681,13026,13000,-0.03705090284347534,0.016492635011672974,-0.003526965156197548,0.09619322419166565,0.1102360188961029,True,2.8705625e-30
UPK_549,0.9332548746146908,26516,26468,0.08727376163005829,0.019766613841056824,-0.006968185305595398,0.11496603488922119,0.13424527645111084,True,0.0
UPK_560,0.323593827469971,24450,24257,0.07640598714351654,0.04857105016708374,-0.0046622976660728455,0.10567426681518555,0.12962423264980316,True,0.0
UPK_630,0.1122018947073786,9413,9403,0.005499541759490967,-0.036350347101688385,-0.0050680190324783325,0.08848457783460617,0.11026375740766525,True,0.0
vdBergh_80,0.006456541439665,22975,22723,0.062102727591991425,0.06212848424911499,-0.0064939409494400024,0.10430580377578735,0.12404817342758179,True,0.0
vdBergh_85,0.0043651569804287,16894,16477,0.13823406398296356,0.06481900066137314,-0.0077589042484760284,0.12006332725286484,0.16432566940784454,True,0.0
