cluster,age_gyr,n_match,n_ba,cl_ba_fe,match_ba_median,rand_ba_median,delta_match,delta_rand,closer,mw_p
UBC_210,1.288248533293805,16220,16208,0.06544152647256851,0.007505647838115692,-0.0032158587127923965,0.10811546444892883,0.12516304850578308,True,0.0
UBC_216,0.0616594947701844,16845,16486,0.14209862053394318,0.06227798014879227,-0.003825720399618149,0.12257172912359238,0.16590070724487305,True,0.0
UBC_228,0.8128302305789092,14558,14221,0.181341752409935,0.0634751096367836,-0.006659667938947678,0.14101725816726685,0.19821546971797943,True,0.0
UBC_229,0.1122018947073786,13593,13442,0.3260171711444855,0.07332486659288406,-0.008299699053168297,0.25452667474746704,0.3361299932003021,True,0.0
UBC_239,0.2754226042194985,18232,17899,0.24889825284481049,0.06549382954835892,-0.00401277095079422,0.18915250897407532,0.25769075751304626,True,0.0
UBC_250,0.3311314705081584,18838,18563,0.10801113396883011,0.04537070542573929,-0.004836238920688629,0.11489802598953247,0.14376166462898254,True,0.0
UBC_254,0.1096478099832217,28757,28674,0.016927143558859825,0.02569912001490593,-0.0058677345514297485,0.09717866778373718,0.11249885708093643,True,0.0
UBC_258,0.0407380403044348,25479,25324,0.15888544917106628,0.04125121235847473,-0.004716271534562111,0.13741816580295563,0.17782281339168549,True,0.0
UBC_259,0.102329353157667,18701,18481,0.08687698096036911,0.05441995710134506,-0.007667716592550278,0.10990116000175476,0.13511842489242554,True,0.0
UBC_260,0.2344228197592381,8573,8369,0.10781388729810715,0.023943088948726654,-0.007667988538742065,0.11785832792520523,0.14671730995178223,True,0.0
UBC_264,0.2951211041237279,19272,19147,0.19887137413024902,0.03902972489595413,-0.00584779679775238,0.1680549681186676,0.21264711022377014,True,0.0
UBC_266,0.0128824994773753,21469,21326,0.2877342402935028,0.04830973595380783,-0.0069330837577581406,0.2411734014749527,0.2974409759044647,True,0.0
UBC_270,0.1621810239813303,19942,19786,0.1425560861825943,0.05279766023159027,-0.004738055169582367,0.12431445717811584,0.16636444628238678,True,0.0
UBC_277,0.102329353157667,18926,18714,0.16439203917980194,0.05172780528664589,-0.005576085299253464,0.13578084111213684,0.18243806064128876,True,0.0
