cluster_name,fe_h,mg_fe,mg_pred,mg_resid,mg_zscore,off_locus,age_gyr,age_bin,C_O_std,ra_cl,dec_cl,dist_cl,si_fe,al_fe,ba_fe,eu_fe,mn_fe,ni_fe
Collinder_338,0.08415337285,0.002442897095,0.0020264721945961,0.0004164249004038,0.0127707416703577,False,0.1445439262895664,0.1-0.3,0.1083,264.483,-37.657,0.6574621959237344,0.06906466974,0.0787201225999999,0.0450468584895134,0.1538794338703155,0.0199026726186275,0.054040540009737
Collinder_359,-0.0491685563999999,0.0206435278,0.0175375369393411,0.0031059908606588,0.0952532062167748,False,0.0371535375952047,<0.1,0.1085,270.598,3.26,0.5599104143337066,0.0538118555999999,0.010271592,0.0231492780148983,0.1313312202692031,-0.0371714159846305,0.0372766368091106
Collinder_69,0.101959805,0.049440054,0.0005219760778688,0.0489180779221311,1.500198800667634,False,0.0125892513534471,<0.1,0.0707,83.792,9.813,0.4061738424045491,0.101699406,0.067976461,0.0083971126005053,,0.1282704323530197,0.0726568102836608
Collinder_74,-0.1484062814354838,0.0171626386451612,0.0339471187150837,-0.0167844800699224,-0.5147392935349923,False,1.9054595463785964,1-2,0.1202,87.17,7.374,2.638522427440633,0.0620861136451613,0.0376885045893548,0.1794003993272781,0.1514641195535659,-0.0531240664422512,0.0217979308217763
Czernik_25,-0.2377769599999999,0.040406774,0.0522776389208367,-0.0118708649208367,-0.3640506347259782,False,0.7413100459583173,0.5-1,0.039,93.432,6.953,2.2831050228310503,0.09930786875,0.0109440114999999,0.1980837732553482,0.3226351737976074,0.0270146150141954,0.0185396708548069
Czernik_26,-0.1383420722121212,0.0184701807763636,0.0320937931368933,-0.0136236123605297,-0.4178031474695581,False,0.5248077829311784,0.5-1,0.0935,97.754,-4.183,16.666666666666668,0.0697484563333333,0.0665265563818181,0.1668086498975753,0.1708142459392547,-0.0003591319837141,0.0270272903144359
Czernik_30,-0.317944376,0.091980851,0.0715849849135027,0.0203958660864972,0.6254917433642244,False,2.8840317564502844,2-5,0.0746,112.796,-9.945,9.090909090909092,0.1342279974,0.0644666324,0.0526473335921764,0.1063496991991996,-0.0893789380788803,0.0371865406632423
Czernik_39,0.0620248984555555,-0.0013634628333333,0.0040823899083904,-0.0054458527417238,-0.1670110948502832,False,0.1380385355838289,0.1-0.3,0.0872,286.926,4.337,3.952569169960474,0.0691109658888888,0.1131117133333333,0.092580609023571,0.1275368928909301,0.0879368185997009,0.0570836402475833
DBSB_101,-0.00902199,0.0714722351166666,0.0120783985461552,0.0593938365705114,1.8214649098021825,False,0.0112201894707378,<0.1,0.0367,242.631,-49.014,1.923076923076923,0.1142132636666666,0.1530956916666666,-0.0238286610692739,0.2247037440538406,-0.0168267209082841,0.0981947481632232
DBSB_104,0.0322153966,0.01370421962,0.007178240422026,0.0065259791979739,0.2001359534519474,False,0.0269153374005781,<0.1,0.0965,255.997,-51.088,1.1013215859030836,0.0632541836,0.1141044257999999,0.0154144968837499,0.1031075567007064,0.0183437261730432,0.0702961608767509
DBSB_43,-0.0470618583636363,-0.0126237651818181,0.0172341780291622,-0.0298579432109803,-0.9156706988123562,False,0.0245470816103821,<0.1,0.0514,150.962,-59.232,5.347593582887701,0.0738082324545454,0.0691276325454545,0.0648297518491745,0.1939286291599273,-0.0237623937427997,0.0357210598886013
DBSB_6,-0.0647741166666666,-0.039080854,0.019842951098663,-0.058923805098663,-1.807050184606612,False,0.0316227766016837,<0.1,0.084,112.493,-19.102,3.9215686274509802,0.0503974605,0.1112218099999999,0.2922016680240631,0.1940297484397888,0.0274961087852716,0.0062239910475909
DBSB_60,-0.08100832025,-0.003787721,0.0223501732897738,-0.0261378942897738,-0.8015858212564015,False,,,0.0643,166.385,-62.482,4.9504950495049505,0.01813024625,0.0129698317,-0.0665935724973678,0.21101014316082,-0.0471922606229782,0.0170634724199771
DC_5,-0.0544804655882353,-0.0025138737941176,0.0183107429809383,-0.020824616775056,-0.6386404870614977,False,,,0.0925,159.996,-59.192,5.05050505050505,0.0548989065294117,0.0485801306470588,0.1476644426584243,0.1030323654413223,0.0130215864628553,0.0379596389830112
Danks_1,0.0046466669999999,-0.0099979083999999,0.0103747600540514,-0.0203726684540514,-0.6247803282422133,False,,,0.0938,198.121,-62.699,6.289308176100628,0.0277115184,0.0202430267999999,0.2610118389129638,0.242202877998352,0.0076034255325794,0.0028364518657326
Danks_2,-0.002248415,0.0100519069999999,0.0112243082897506,-0.0011724012897506,-0.0359547039355246,False,,,0.0962,198.222,-62.681,7.751937984496124,0.0525280805,0.0415276985,0.2355160117149353,0.2798267006874084,0.0430681034922599,0.0040015056729316
