star_id,parallax_mas,distance_kpc,ra_deg,dec_deg,pmra_mas_yr,pmdec_mas_yr,rv_km_s,G_mag,ruwe,teff_K,logg,age_gyr,R_gal_kpc,Z_pc,al_fe,flag_al_fe,delta_al_fe,ba_fe,flag_ba_fe,delta_ba_fe,c_fe,flag_c_fe,delta_c_fe,ca_fe,flag_ca_fe,delta_ca_fe,ce_fe,flag_ce_fe,delta_ce_fe,co_fe,flag_co_fe,delta_co_fe,cr_fe,flag_cr_fe,delta_cr_fe,cu_fe,flag_cu_fe,delta_cu_fe,k_fe,flag_k_fe,delta_k_fe,la_fe,flag_la_fe,delta_la_fe,mg_fe,flag_mg_fe,delta_mg_fe,mn_fe,flag_mn_fe,delta_mn_fe,n_fe,flag_n_fe,delta_n_fe,na_fe,flag_na_fe,delta_na_fe,nd_fe,flag_nd_fe,delta_nd_fe,ni_fe,flag_ni_fe,delta_ni_fe,nn_e_li_fe,flag_nn_e_li_fe,delta_nn_e_li_fe,nn_flag_li_fe,flag_nn_flag_li_fe,delta_nn_flag_li_fe,nn_li_fe,flag_nn_li_fe,delta_nn_li_fe,o_fe,flag_o_fe,delta_o_fe,sc_fe,flag_sc_fe,delta_sc_fe,si_fe,flag_si_fe,delta_si_fe,sm_fe,flag_sm_fe,delta_sm_fe,ti_fe,flag_ti_fe,delta_ti_fe,v_fe,flag_v_fe,delta_v_fe,y_fe,flag_y_fe,delta_y_fe,zn_fe,flag_zn_fe,delta_zn_fe,zr_fe,flag_zr_fe,delta_zr_fe,C_O_ratio,Mg_Si_ratio,solar_match_rms,solar_match_score,hab_score,rocky_hz_probability,cct_cluster,known_planets,rv_surveys,tess_observed
HD 28888 / Gaia DR3 3312653647717790720,10.000773994527353,0.09999226065374764,68.41124363572398,15.961256676018776,65.22837692734834,-55.77929544357106,53.70127868652344,8.237692832946777,0.9847869873046875,5734.025390625,3.9375741481781006,6.312154293060303,8.215389289707874,14.821623420681732,0.08610665798187256,0,0.08610665798187256,-0.039925143122673035,0,-0.039925143122673035,-0.0715446025133133,0,-0.0715446025133133,-0.04253585636615753,0,-0.04253585636615753,-0.10639306157827377,0,-0.10639306157827377,0.021540142595767975,0,0.021540142595767975,-0.0020818302873522043,0,-0.0020818302873522043,0.07988114655017853,0,0.07988114655017853,-0.11113299429416656,0,-0.11113299429416656,0.2566278874874115,0,0.2566278874874115,0.020332545042037964,0,0.020332545042037964,0.03954038769006729,0,0.03954038769006729,0.376184344291687,0,0.376184344291687,0.10520672798156738,0,0.10520672798156738,0.15183988213539124,0,0.15183988213539124,0.05146362632513046,0,0.05146362632513046,0.03822480887174606,-1,0.03822480887174606,0.0,-1,0.0,0.7960706949234009,-1,0.7960706949234009,0.18021966516971588,0,0.18021966516971588,0.03784336894750595,0,0.03784336894750595,0.005609162151813507,0,0.005609162151813507,0.04930267110466957,0,0.04930267110466957,-0.0288532841950655,0,-0.0288532841950655,0.015363156795501709,0,0.015363156795501709,-0.06935767084360123,0,-0.06935767084360123,-0.009968467056751251,0,-0.009968467056751251,-0.5984141230583191,0,-0.5984141230583191,0.3074737727668894,1.0344830589163811,0.16649668573745496,0.16751657131272524,0.9728033175956168,0.22855188208818433,Teutsch_80,none,none,True
