gaiadr3_source_id,ra,dec,gal_l,gal_b,hab_score,s_CO,s_MgSi,s_FeH,s_MgFe,s_SiFe,s_volatile,s_age,C_O,C_O_raw,Mg_Si,fe_h,mg_fe,si_fe,al_fe,ca_fe,ba_fe,age,teff,logg,dist_pc,parallax,rv_comp_1,cct_cluster,cct_distance,dist0,ra_g,dec_g,parallax_g,phot_g_mean_mag,ruwe,non_single_star,dist,has_planet,ruwe_v,G,nss_v,constellation,esp_min_1ms
5270853482778481152,117.94570922851562,-68.68936157226562,281.0177614873002,-19.914773332127808,0.9307093686485431,1.0,0.9997663,0.757071,0.9969478,0.9989652,0.9413901,1.0,0.55634356,0.57319874,1.0113531,0.22381619,0.011728369,0.0068255328,0.01574321,-0.14587389,-0.036889017,4.785985,5746.0166,3.8931005,237.66274838702057,4.207643001635055,97.16413,UBC_553,1.0206675029473975,237.66274838702057,117.94540391111371,-68.68913833839447,4.200111001559029,10.099355,0.852326,0,238.08894565615347,False,0.852326,10.099355,0,Volans,6.543848844310471
5496146748204067072,95.51262664794922,-56.484222412109375,265.28124249988554,-26.29608824971966,0.9294860968913452,1.0,0.9932548,0.85818344,0.9994202,0.9990406,0.73219204,1.0,0.35148883,0.4066438,0.97346205,0.16591786,-0.0051087216,0.006572265,0.13475183,-0.033964425,-0.14739314,6.949974,5673.342,3.953505,268.9474592377724,3.718198353069084,19.307417,Teutsch_80,1.6282585974296968,268.9474592377724,95.51279051984814,-56.48437123982102,3.710308353061037,10.521158,0.96099484,0,269.5193781333541,False,0.96099484,10.521158,0,Pictor,9.65060319510755
4247827972649001088,301.0814514160156,4.692166805267334,45.72231713614689,-13.89039892756389,0.9262331752906704,1.0,0.95674217,0.79818964,0.9857691,0.9912752,0.84627116,1.0,0.43650413,0.56558126,0.90104276,0.20142895,-0.02539666,0.019857947,0.06202665,-0.109136,-0.09444523,6.3139863,5533.072,3.8855922,202.17787529457243,4.946139623551804,-33.673916,Lynga_6,1.1712607557375077,202.17787529457243,301.0815782780132,4.692331086752343,4.9147606241993484,9.959466,0.90716594,0,203.46870915262684,False,0.90716594,9.959466,0,Aquila,5.752778584866069
6652413104624531712,274.6590270996094,-55.21591567993164,339.2540749802402,-17.582741472558062,0.9261016482280052,1.0,0.9813675,0.7750933,0.9375351,0.86856514,0.99984527,1.0,0.4826874,0.5524982,0.94242,0.214147,0.05387532,0.07963084,0.11477131,-0.038356848,0.045602538,7.484985,5645.5317,3.9737651,207.53671928629765,4.818424438041234,60.10436,UPK_604,0.9915879370113,207.53671928629765,274.65913725559625,-55.21598308960578,4.793062438171887,10.12759,0.77577984,0,208.63487861873298,False,0.77577984,10.12759,0,Telescopium,6.716256270628003
5608729523346710272,104.1426239013672,-29.275638580322266,239.92072385210463,-11.864456944702882,0.925440054645741,1.0,0.94649637,0.8528616,0.95744854,0.99869347,0.76350206,1.0,0.61111176,0.69559795,0.8873493,0.1692585,-0.044235155,0.0076702274,0.002753228,-0.05268699,-0.1336571,6.4114094,5617.6846,3.906624,222.9283866118932,4.485745468301211,12.249817,UBC_326,1.1604787407195545,222.92838661189316,104.14263073066412,-29.275853051431355,4.469480469015871,10.067675,0.979529,0,223.73965093535548,False,0.979529,10.067675,0,Canis Major,6.355668820969455
6757725286105648256,289.36260986328125,-32.2539176940918,5.761185720242824,-19.18320534048944,0.9247629284068604,1.0,0.9988662,0.9235287,0.9107757,0.91185164,0.84562933,1.0,0.24835911,0.27073535,1.0009466,0.1196646,0.06485089,0.06443998,0.18735284,-0.0074168434,-0.09477316,5.7400775,5735.5405,3.902119,243.0407318975924,4.11453665479151,-14.335157,Teutsch_80,2.380955428977707,243.04073189759237,289.362626501163,-32.25393148424937,4.0824826551887154,10.142965,1.0555449,0,244.9489892453136,False,1.0555449,10.142965,0,Sagittarius,6.8120410916890535
3607428695034107904,200.15545654296875,-16.413583755493164,313.0109743475772,45.88625277584364,0.9191643286625044,1.0,0.999927,0.8941663,0.94914126,0.96168655,0.7626663,1.0,0.33248708,0.4842457,1.0151653,0.14189936,0.048465364,0.041928563,0.18605003,-0.016849877,-0.13402945,7.931948,5490.033,3.9201522,255.34412880698895,3.916283505997061,-1.0109835,Teutsch_80,1.4913167306727433,255.34412880698898,200.1554164360321,-16.413677243618725,3.883469506195187,10.65466,1.2173492,0,257.5017000660695,False,1.2173492,10.65466,0,Virgo,10.913279022408501
4650798640630570752,86.68583679199219,-72.00702667236328,282.7523956949272,-30.681267459589478,0.9153913923332097,1.0,0.93413013,0.9987789,0.8577581,0.9944849,0.60926706,1.0,0.2928654,0.3494926,1.1676639,0.014830541,0.08309329,0.015775416,0.075324744,0.03555479,-0.19887212,6.9629602,5670.548,3.9126635,263.0860822282229,3.801037255678605,-15.908523,UBC_664,1.8911846693640424,263.08608222822284,86.68587717343665,-72.00711791444978,3.793626255825441,10.501709,0.80941695,0,263.6000313590232,False,0.80941695,10.501709,0,Mensa,9.479269247255251
6718251719158762240,285.4512634277344,-39.97222137451172,356.9456347332065,-18.891278088917822,0.9146921508666634,1.0,0.7715201,0.96468335,0.911289,0.89431405,0.9063903,1.0,0.15561137,0.42330936,0.731893,-0.080448575,-0.06465512,0.07089728,0.095338136,-0.042853087,-0.060840677,7.8416214,5270.034,3.8107088,263.54430122257605,3.794428471270381,28.211758,NGC_2972,2.7379922476326706,263.54430122257605,285.4512070866354,-39.97229061129139,3.7633044717641457,10.696369,0.95879006,0,265.7239156445995,False,0.95879006,10.696369,0,Corona Australis,11.340673809412936
6763723023265121792,285.3600769042969,-26.99494361877441,9.47632229662847,-13.979565768416238,0.9141207362819468,1.0,0.9323064,0.7162565,0.98321956,0.9764208,0.9825989,1.0,0.37903053,0.49925447,0.8702335,0.24508986,-0.027595725,0.032768488,-0.020886242,-0.10260517,0.0031568035,4.8098493,5549.871,3.8402195,295.2505162617121,3.386954280932037,-1.90526,Gulliver_14,1.9246718904667304,295.25051626171216,285.360137716051,-26.99497396399986,3.352932281245081,10.906179,1.2416362,0,298.24640527146556,False,1.2416362,10.906179,0,Sagittarius,13.75823930315388
4052738600900216576,275.97100830078125,-26.5709171295166,6.209810397023879,-6.2285874548886175,0.9127985104551264,1.0,0.9951796,0.91272694,0.95818627,0.99216545,0.6208515,1.0,0.29632446,0.45664135,1.0593225,0.12820822,0.043841653,0.018813424,0.14985791,-0.050734907,-0.19409612,5.8296494,5473.7935,3.848967,238.2684470801576,4.196946814630403,-15.842858,Teutsch_80,1.8313016958199737,238.26844708015756,275.9710266228951,-26.571014249021857,4.162497814718856,10.5719,0.57006997,0,240.24036636462284,False,0.57006997,10.5719,0,Sagittarius,10.112330590683763
