host,planets,pl_R_min,match_gaia_id,rms_dex,sep_deg,match_dist_pc,R_gal_kpc,Z_pc,n_matches
K2-408,K2-408 b,1.677,4664173306231262720,0.015974841531412362,150.14726376575297,277.79975047665897,8.111565969208343,139.0019489385179,1507
K2-408,K2-408 b,1.677,2539613234411876224,0.017905187406459452,201.5288264538233,218.67917280368002,8.197514380799882,167.23874314006247,1507
K2-408,K2-408 b,1.677,4700880261394500608,0.019252115170564656,190.4526496893302,305.6720742738985,8.065541539127775,217.98228266861867,1507
K2-379,K2-379 b,2.181,5633338448999865472,0.017321599421973647,125.10565555657132,393.3779929654655,8.204110918098987,126.95170316765987,4446
K2-379,K2-379 b,2.181,5585215298958287616,0.019129547007589096,149.6954275788155,1514.8453705282097,8.691101459785694,183.2466339556444,4446
K2-379,K2-379 b,2.181,66800592725851776,0.022347187146457538,208.0258782733281,131.8815215074948,8.239740438418925,30.99885937287624,4446
K2-393,K2-393 b,2.352,4379200508144948608,0.007762043335124908,95.1180763791845,1131.6106783122389,7.142724448011718,494.4922418159344,110084
K2-393,K2-393 b,2.352,6127525082665235840,0.00992704453036439,168.93842340469752,1118.4111955711498,7.652346473769538,273.4096886639287,110084
K2-393,K2-393 b,2.352,4902708157681241856,0.010200343752626406,340.54301965739324,952.4313015182406,7.8533281554147765,772.3319353720674,110084
K2-389,"K2-389 c, K2-389 b",2.04,5751062506148988928,0.002929946795623817,220.20992916417694,558.2311704546196,8.433206436785623,228.91903121328423,109569
K2-389,"K2-389 c, K2-389 b",2.04,5218304214316887552,0.0035057788076763153,216.6942754985604,1890.573726160708,7.700113647681094,465.00872282886746,109569
K2-389,"K2-389 c, K2-389 b",2.04,4800766494732650496,0.003720041494694501,274.198053595607,502.8061274433232,8.291165874494679,264.7634568562188,109569
K2-38,"K2-38 c, K2-38 b",1.54,4654605046816289152,0.0025617534403206683,160.53352471627622,287.3921841667517,8.073432972263541,144.1097548421495,22774
K2-38,"K2-38 c, K2-38 b",1.54,5553802560984328576,0.005530480558386851,137.1066766475323,424.6425647125066,8.220447581293895,165.04232821008748,22774
K2-38,"K2-38 c, K2-38 b",1.54,3278785867786994688,0.006361721579346508,159.94235964086602,472.23899131665485,8.519106162213687,214.66296261457703,22774
K2-216,K2-216 b,1.75,4717613969375631744,0.007878105347633951,67.6780369739026,259.0869320393561,8.073078879591694,194.4719340155341,30857
K2-216,K2-216 b,1.75,5762600845594088192,0.00842887484224475,123.5212795359269,117.18717720641159,8.186152987738234,73.821615662028,30857
K2-216,K2-216 b,1.75,6144033493837043328,0.008660800375907003,180.12391519936182,1642.1824748608517,7.533535102157386,554.3845351519537,30857
K2-203,K2-203 b,1.26549392,5906117869292327296,0.011267583242859444,215.09146911945112,854.9672223850688,7.462384711517525,191.7698715553181,21732
K2-203,K2-203 b,1.26549392,4290973633566872448,0.011352488424108157,281.82723229221097,,,,21732
K2-203,K2-203 b,1.26549392,3901949583366512256,0.01421578660937633,173.84266373525978,321.6948615576278,8.094892702325145,322.72449428751514,21732
K2-226,K2-226 b,1.53899305,3462985783774463616,0.005604356080600114,24.024540449857696,784.3411019911091,7.8656085016842985,396.00203224268665,9249
K2-226,K2-226 b,1.53899305,6363212851838534272,0.007481628376931547,140.75602661076798,139.31182152027688,8.036516970386074,53.71513828690812,9249
K2-226,K2-226 b,1.53899305,5662006324906904192,0.00814862341613396,41.6504793629091,330.2721782915428,8.202836272508472,136.14471479795822,9249
K2-57,K2-57 b,2.30905002,5728033333888173568,0.004153074489142748,212.2186308219807,,,,32027
K2-57,K2-57 b,2.30905002,5927834147346195200,0.009347042466233508,98.78452741198625,1364.7332108656838,6.967256592425335,142.8324724060082,32027
K2-57,K2-57 b,2.30905002,4710810191423093632,0.009556595834102786,313.17488844523217,196.2697875714731,8.069484300102285,131.2237386674453,32027
