name,status,P_d,dur_d,block_days,scope_ok,sde_obs_binned,null_median,null_95pct,fap,n_boot,verdict,proc_s,fap_1d,null_95pct_1d
HD 271308,ok,34.2689733097235,0.10000000000000002,7.0,False,8.057440816765556,3.794176419889065,5.545009618584135,0.0,100,N/A_period_too_short_for_7d_blocks,88.54409050941467,0.0,5.345627532426136
2M18464473+5923422,ok,246.0078403136125,0.20000000000000004,7.0,True,9.733852030693573,6.3477659826997455,7.791357970229359,0.0,100,ROBUST,231.12131190299988,0.0,8.069184134321999
2M17004013+6026044,ok,178.22096883875355,0.15,7.0,True,7.98853360812082,5.446782944754842,7.163362561655513,0.02,100,ROBUST,211.44081926345825,0.02,7.281873755654588
2M16513518+5934383,ok,233.04330173206927,0.15,7.0,True,6.570838448534767,4.208321610085768,5.930964461258898,0.0,100,ROBUST,194.15968346595764,0.0,5.762415895379368
2M19510829+6545443,ok,213.53162126485057,0.10000000000000002,7.0,True,6.133716587376505,3.639825309482653,5.253002888652571,0.0,100,ROBUST,196.82122206687927,0.0,5.3373885234893885
