cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
Collinder_185,22,0.3952,0.0854,0.0,-0.143,0.167,35.9,24.26,0.0616594947701844,<0.1,8.305324180959945,0.027168142397618156,0.027168142397618156
Berkeley_32,36,0.3408,0.0855,0.0,-0.258,0.195,56.09,32.31,4.897783461428336,2-5,8.369538558317311,0.0429546664074639,0.0429546664074639
Teutsch_61,10,0.3597,0.0855,0.0,-0.041,0.136,42.03,14.91,0.045708802901852,<0.1,8.302029989185144,0.022034799789097777,0.022034799789097777
UBC_632,27,0.4298,0.0856,0.0,-0.131,0.191,46.51,35.05,,,8.289098701503464,0.0755335621322428,0.0755335621322428
FSR_1750,7,0.5219,0.0858,0.0,0.186,0.099,-39.07,37.8,,,7.876064381206517,0.028263638831876218,0.028263638831876218
UBC_264,13,0.4168,0.0861,0.0,-0.014,0.099,-1.91,24.98,0.2951211041237279,0.1-0.3,8.020588330855402,0.014645840006971795,0.014645840006971795
Melotte_101,30,0.4187,0.0861,0.0,-0.025,0.17,-2.47,22.32,0.1659587927845761,0.1-0.3,7.984207694694736,-0.022208077233491146,0.022208077233491146
UBC_654,12,0.452,0.0861,0.0142,-0.115,0.185,-0.51,20.02,0.0089125054671134,<0.1,8.05821962402236,0.015490169177377545,0.015490169177377545
Alessi_5,12,0.4566,0.0862,0.0471,-0.045,0.223,13.73,24.53,0.0676082856622264,<0.1,7.722151846403915,-0.06699059835784253,0.06699059835784253
LP_2068,6,0.5448,0.0864,0.0,0.051,0.085,-6.59,34.35,0.2238723104986867,0.1-0.3,7.686241716203378,-0.009308259888371462,0.009308259888371462
NGC_6204,5,0.4198,0.0865,0.0,0.07,0.051,-19.19,15.95,0.0933253849940474,<0.1,7.378756093800121,0.004179427052354762,0.004179427052354762
NGC_2232,42,0.4078,0.0867,0.0,-0.19,0.222,34.21,34.17,0.0177827941003892,<0.1,10.768726945796992,-0.3715605770518276,0.3715605770518276
UBC_497,13,0.4483,0.0869,0.0,0.008,0.134,7.73,19.08,,,8.004559454155697,0.028385076557218076,0.028385076557218076
SAI_108,3,0.4483,0.0869,0.058,-0.015,0.081,7.78,24.38,0.1202264223411669,0.1-0.3,8.097858302404713,0.01918266792209557,0.01918266792209557
Czernik_39,18,0.5085,0.0872,0.0,0.062,0.138,-1.7,36.53,0.1380385355838289,0.1-0.3,7.926051765416376,0.013096930965798753,0.013096930965798753
vdBergh_85,12,0.3484,0.0874,0.0,-0.175,0.228,31.58,35.86,0.0043651569804287,<0.1,8.598713904452772,0.018021732599731267,0.018021732599731267
NGC_2244,4,0.2995,0.0874,0.0,0.035,0.146,35.19,62.83,0.0125892513534471,<0.1,8.678843713254201,0.00039538833488743375,0.00039538833488743375
UBC_228,26,0.4355,0.0876,0.0,-0.132,0.178,53.19,37.55,0.8128302305789092,0.5-1,8.280328143143953,0.03545701593947835,0.03545701593947835
UBC_656,11,0.4581,0.0878,0.0503,-0.031,0.229,13.73,25.72,,,8.059579096244637,0.01345614111374151,0.01345614111374151
NGC_2588,10,0.4145,0.088,0.0,-0.125,0.161,61.58,25.69,0.5495405842387225,0.5-1,8.18465705193287,0.029477273452133457,0.029477273452133457
UBC_324,20,0.4921,0.0881,0.0,0.127,0.107,-29.23,30.76,0.794327537013272,0.5-1,7.634342774219886,0.03543148477027026,0.03543148477027026
UBC_286,5,0.504,0.0881,0.0,0.022,0.067,-5.32,14.5,0.0575440240605537,<0.1,7.910796740978509,0.022637788522495057,0.022637788522495057
FSR_1252,10,0.3435,0.0881,0.0547,-0.197,0.13,55.04,18.45,0.8511386362915022,0.5-1,8.282625291767362,0.012836183588441626,0.012836183588441626
FSR_1586,19,0.4003,0.0885,0.0,-0.029,0.16,8.75,41.06,,,8.042508430818513,0.016229227924331308,0.016229227924331308
UBC_199,13,0.37,0.0888,0.0,-0.103,0.172,19.05,70.67,1.148154730847072,1-2,8.902567426061198,-0.19752954332826828,0.19752954332826828
UBC_550,7,0.4967,0.0889,0.0,0.043,0.136,-3.47,30.16,0.0467735223455781,<0.1,7.774088295891586,0.017479227766011008,0.017479227766011008
Hogg_4,22,0.3976,0.0889,0.0,-0.064,0.148,18.68,21.54,1.4791086480080835,1-2,8.090078004854131,0.02124001978405084,0.02124001978405084
vdBergh_80,15,0.3601,0.0891,0.0,-0.094,0.155,32.57,27.06,0.006456541439665,<0.1,8.929635141365358,-0.13561053314791394,0.13561053314791394
Haffner_26,16,0.3912,0.0891,0.0,-0.1,0.234,62.15,23.72,0.5370312303176601,0.5-1,8.232250807240334,0.03337826461100123,0.03337826461100123
NGC_6124,7,0.3934,0.0893,0.0,-0.05,0.151,1.35,41.51,0.1905459546378596,0.1-0.3,6.679404453445096,0.1801208583474099,0.1801208583474099
UPK_630,11,0.5178,0.0894,0.0,0.108,0.107,-20.93,29.47,0.1122018947073786,0.1-0.3,7.193818673872304,-0.031275820550704866,0.031275820550704866
FSR_1419,20,0.3458,0.0897,0.0,-0.07,0.183,34.99,28.22,1.621810239813303,1-2,8.125772676115016,0.016664106037473696,0.016664106037473696
UBC_349,4,0.5021,0.0899,0.0,0.032,0.143,29.74,13.61,0.2041739917404129,0.1-0.3,7.7796048700904095,0.014979491017391346,0.014979491017391346
Basel_18,9,0.4333,0.0901,0.0,-0.05,0.097,-21.92,28.22,0.0275422906622152,<0.1,7.825665633295281,0.0223811982964033,0.0223811982964033
NGC_2287,9,0.4572,0.0902,0.0,-0.139,0.217,77.3,65.11,0.1698241862446276,0.1-0.3,9.024720173352616,-0.2232901549779334,0.2232901549779334
UBC_345,13,0.5236,0.0903,0.0,0.115,0.169,-14.6,26.58,0.0144543926289566,<0.1,7.677005655624074,0.022962017702929927,0.022962017702929927
UBC_260,26,0.4218,0.0908,0.0,-0.169,0.275,23.31,41.5,0.2344228197592381,0.1-0.3,7.808670297726898,-0.4125434385154097,0.4125434385154097
UBC_504,8,0.4358,0.0908,0.0328,0.075,0.136,7.1,16.08,0.0112201894707378,<0.1,8.071098117402979,0.013887054986951562,0.013887054986951562
UBC_354,20,0.4972,0.0909,0.0096,-0.012,0.143,-4.46,23.72,0.1995263191254866,0.1-0.3,7.653443776608949,0.004785903456594305,0.004785903456594305
Pismis_15,17,0.3584,0.0909,0.059,-0.216,0.195,28.11,31.43,0.8709627484287175,0.5-1,8.11422551916476,0.038438749899095015,0.038438749899095015
UBC_533,10,0.5508,0.0911,0.0,0.053,0.22,-36.07,30.46,0.0891250546711345,<0.1,7.494567422377112,0.06553079007454106,0.06553079007454106
NGC_2972,6,0.2419,0.0916,0.025,0.002,0.056,16.84,21.76,0.4897783461428336,0.3-0.5,8.09676151083867,0.03551893974744082,0.03551893974744082
LP_2117,19,0.4972,0.0917,0.0241,-0.002,0.139,-2.02,21.62,0.6309576215861531,0.5-1,7.595386112379418,0.003126143503016033,0.003126143503016033
Gulliver_27,19,0.3022,0.0918,0.0,-0.043,0.164,9.42,23.84,0.602559215586761,0.5-1,8.085432598834823,0.01677382708562457,0.01677382708562457
Ruprecht_97,16,0.4341,0.0918,0.0,-0.0,0.19,-10.03,15.52,0.1778279410038923,0.1-0.3,8.034247742360018,0.018898255544515814,0.018898255544515814
BH_54,5,0.2757,0.092,0.0,-0.118,0.298,23.55,30.53,0.0087096370470987,<0.1,8.173165567260563,0.01885313678987015,0.01885313678987015
Lynga_14,14,0.3726,0.092,0.0,0.026,0.152,-35.98,26.98,,,7.831621789590472,0.014192226858579838,0.014192226858579838
UBC_660,20,0.4305,0.0922,0.0,-0.018,0.18,-6.98,22.28,1.0,0.5-1,7.976207130872343,0.02691824417630558,0.02691824417630558
Ruprecht_82,16,0.3,0.0923,0.0,-0.07,0.144,1.33,25.69,0.4570880290185208,0.3-0.5,8.075441059539074,0.017017352726239516,0.017017352726239516
UBC_303,21,0.4143,0.0923,0.0,0.005,0.205,-22.87,31.56,0.7079464062202759,0.5-1,7.727979685966384,0.048382096227089846,0.048382096227089846
DC_5,17,0.3779,0.0925,0.043,-0.054,0.138,9.19,18.57,,,8.066995080305261,0.01891743839536388,0.01891743839536388
UBC_93,37,0.416,0.0926,0.0,0.018,0.169,-10.33,31.23,0.8128302305789092,0.5-1,7.788832993522695,0.020878136847586094,0.020878136847586094
ASCC_97,5,0.408,0.0926,0.0,-0.014,0.168,17.46,32.69,0.1122018947073786,0.1-0.3,6.457943843908244,-0.15185221109816796,0.15185221109816796
Berkeley_78,24,0.379,0.0926,0.0609,-0.204,0.171,45.91,24.65,3.890452816839944,2-5,8.279186783481464,0.05239484155956002,0.05239484155956002
UBC_557,11,0.5173,0.0928,0.0,0.149,0.092,-29.92,37.18,0.1445439262895664,0.1-0.3,7.50975173235566,0.03419787011285798,0.03419787011285798
Alessi_8,10,0.5612,0.0928,0.0,0.126,0.149,-35.84,37.14,0.1174896729347291,0.1-0.3,6.939686881538463,0.12747962462459425,0.12747962462459425
UBC_210,11,0.5034,0.0931,0.0,-0.075,0.248,32.32,31.46,1.288248533293805,1-2,8.464828023078825,-0.015169486083284712,0.015169486083284712
FSR_1032,6,0.3729,0.0932,0.0,-0.133,0.283,37.69,32.96,,,8.528463002690572,0.009635473487750104,0.009635473487750104
Czernik_26,33,0.3458,0.0935,0.0311,-0.138,0.173,45.16,38.24,0.5248077829311784,0.5-1,8.171287846409843,0.014191024373471627,0.014191024373471627
IC_2602,60,0.3778,0.0937,0.0538,-0.083,0.175,3.65,22.05,0.0363078006932764,<0.1,8.552968221772575,-0.5515504336018971,0.5515504336018971
Danks_1,5,0.4308,0.0938,0.0,0.005,0.072,-33.17,11.51,,,8.031045037027845,0.020770306821159826,0.020770306821159826
UBC_289,6,0.3842,0.0941,0.0,-0.035,0.116,-9.72,15.77,0.1380385355838289,0.1-0.3,7.881171061266562,0.03422006850546429,0.03422006850546429
IC_2391,9,0.4024,0.0942,0.0,-0.047,0.12,22.07,16.72,0.0288403175645028,<0.1,10.39273223059499,-0.7514784867513907,0.7514784867513907
NGC_6250,8,0.533,0.0942,0.0,0.114,0.132,-33.84,4.76,0.0239883355113592,<0.1,7.197664146972901,-0.014963684895011636,0.014963684895011636
NGC_6178,19,0.5058,0.0942,0.0,0.082,0.112,-31.47,31.2,0.016595861056887,<0.1,7.111773681509075,0.04158047316342396,0.04158047316342396
UPK_4,5,0.4652,0.0942,0.0708,-0.003,0.055,-2.53,23.86,0.2754226042194985,0.1-0.3,6.92603990368344,-0.1835439863141048,0.1835439863141048
UBC_270,14,0.3886,0.0944,0.0,-0.033,0.127,0.42,21.95,0.1621810239813303,0.1-0.3,7.987703312303738,0.028958668325498888,0.028958668325498888
Muzzio_1,17,0.4038,0.0944,0.0577,-0.038,0.162,20.58,23.05,0.0077624687798841,<0.1,8.156611704805911,0.008423070449365095,0.008423070449365095
UBC_509,12,0.3635,0.0944,0.0,-0.115,0.151,-6.39,24.59,0.5888442760205689,0.5-1,8.030946292900396,0.014213730926614602,0.014213730926614602
NGC_6167,19,0.5001,0.0945,0.0,0.094,0.136,-29.43,34.48,0.1548815122441698,0.1-0.3,7.534191238319879,0.0030051162845682773,0.0030051162845682773
UBC_482,5,0.5589,0.0945,0.0,-0.02,0.077,40.28,12.86,0.0269153374005781,<0.1,8.171773056617827,0.005480800599459396,0.005480800599459396
NGC_2318,9,0.362,0.0947,0.0,-0.104,0.241,59.93,28.28,0.4365161773191,0.3-0.5,8.631914268674809,-0.034398303428016724,0.034398303428016724
NGC_6152,17,0.4567,0.0948,0.0,0.101,0.132,-50.88,25.69,0.2238723104986867,0.1-0.3,7.598689568507118,-0.013383058469389041,0.013383058469389041
NGC_5749,8,0.4823,0.095,0.0,-0.01,0.201,-20.38,21.12,0.0524807206714521,<0.1,7.469217891300027,0.08960443959433996,0.08960443959433996
BH_202,4,0.4984,0.0953,0.0,0.098,0.049,-28.83,27.74,0.3801893295314407,0.3-0.5,7.593276311395448,0.03481108371317278,0.03481108371317278
Trumpler_19,12,0.4234,0.0953,0.0,-0.058,0.185,-15.92,19.98,4.897783461428336,2-5,8.000658983997804,0.03933662196520639,0.03933662196520639
UBC_512,13,0.419,0.0954,0.0,0.007,0.156,-4.57,19.1,0.2951211041237279,0.1-0.3,8.052067997986713,0.01977303629267931,0.01977303629267931
Ruprecht_61,17,0.4472,0.0958,0.0,-0.177,0.144,51.77,23.7,,,8.203032955976518,0.031155351662360723,0.031155351662360723
ASCC_73,4,0.5046,0.0958,0.0,-0.169,0.384,23.2,59.84,0.3388439477987164,0.3-0.5,7.4431118479997425,-0.09689212523963968,0.09689212523963968
Ruprecht_1,27,0.3359,0.0958,0.0557,-0.187,0.238,45.99,37.55,0.2884031756450284,0.1-0.3,8.580840172129788,-0.08428159292831489,0.08428159292831489
NGC_2587,7,0.4244,0.0958,0.0,-0.205,0.257,61.5,33.47,0.3162277660168379,0.3-0.5,8.229722434868743,0.044107517225178416,0.044107517225178416
Ruprecht_83,4,0.4357,0.0959,0.0,-0.001,0.114,8.38,47.27,0.1122018947073786,0.1-0.3,8.092716163771664,0.018370834856632313,0.018370834856632313
NGC_3255,20,0.4529,0.0959,0.0,-0.03,0.199,14.98,33.31,0.2238723104986867,0.1-0.3,8.08958499534684,0.015204214171208316,0.015204214171208316
ESO_130_08,18,0.4238,0.096,0.0327,-0.071,0.176,-7.86,23.0,0.1778279410038923,0.1-0.3,7.812714349776171,0.05741860143549145,0.05741860143549145
BH_78,8,0.3894,0.096,0.0,0.047,0.221,16.82,17.48,0.3388439477987164,0.3-0.5,8.099421543717595,0.01389420366085602,0.01389420366085602
Ruprecht_54,35,0.3976,0.0961,0.0,-0.146,0.179,53.41,27.26,0.2754226042194985,0.1-0.3,8.189864753048372,0.02421486588669788,0.02421486588669788
UBC_239,26,0.3479,0.0962,0.0391,-0.133,0.211,53.56,26.06,0.2754226042194985,0.1-0.3,8.300739302279432,0.042481368602108285,0.042481368602108285
Danks_2,4,0.398,0.0962,0.0,-0.002,0.082,-32.17,13.04,,,8.047951154400591,0.020807477690379977,0.020807477690379977
NGC_3105,11,0.3832,0.0963,0.0162,-0.015,0.129,18.45,19.58,0.021877623926123,<0.1,8.10470590115623,0.02123411011496427,0.02123411011496427
UBC_216,19,0.3034,0.0965,0.0,-0.15,0.234,55.0,30.94,0.0616594947701844,<0.1,8.792719713893781,-0.04641671943675847,0.04641671943675847
DBSB_104,5,0.5322,0.0965,0.0,0.032,0.131,-36.86,45.25,0.0269153374005781,<0.1,7.297835519201152,-0.07413897342469049,0.07413897342469049
Stock_16,16,0.4569,0.0966,0.0,0.061,0.161,-21.42,37.19,,,7.99304197676814,0.020754924821314084,0.020754924821314084
UBC_646,28,0.3483,0.0967,0.0,-0.159,0.226,50.02,33.17,0.0229086835704537,<0.1,8.154365165253443,0.022130562813785427,0.022130562813785427
NGC_2527,9,0.3481,0.0967,0.0,-0.198,0.188,50.37,22.06,0.6918312139914402,0.5-1,8.856447313305324,0.07255166578325357,0.07255166578325357
Gulliver_1,20,0.3404,0.097,0.0219,-0.071,0.202,9.36,31.34,1.380385355838289,1-2,8.036145623425135,0.03068358862159933,0.03068358862159933
Haffner_9,12,0.2758,0.0973,0.0457,-0.15,0.209,57.04,24.5,0.3801893295314407,0.3-0.5,8.334606299345422,0.01788375892387253,0.01788375892387253
Ruprecht_78,20,0.4113,0.0977,0.0,-0.08,0.21,29.61,20.37,,,8.1129283085481,0.01758879653080001,0.01758879653080001
UBC_541,18,0.5057,0.0977,0.0,0.054,0.133,-13.24,26.04,0.021877623926123,<0.1,7.777665502741655,0.02571230987384328,0.02571230987384328
NGC_2632,15,0.3923,0.0977,0.0,-0.146,0.205,19.27,21.98,0.6760828566222641,0.5-1,12.343220166884585,2.905965971648587,2.905965971648587
Teutsch_44,18,0.4472,0.0978,0.0,-0.096,0.19,19.37,28.42,2.5703948796691973,2-5,8.101469869574668,0.0246919255420911,0.0246919255420911
Stock_14,11,0.463,0.0978,0.0,-0.014,0.161,-14.34,17.24,0.0363078006932764,<0.1,7.965621399565513,0.01577714074518415,0.01577714074518415
UBC_652,7,0.4595,0.0978,0.0,-0.042,0.167,6.7,23.44,0.01,<0.1,8.030579782337982,0.046285134552460236,0.046285134552460236
LP_930,6,0.4082,0.0979,0.0,-0.06,0.251,14.79,17.63,2.290865841769215,2-5,8.446984102653285,0.01593287498774359,0.01593287498774359
UBC_250,31,0.3887,0.0982,0.0,-0.127,0.195,21.15,24.6,0.3311314705081584,0.3-0.5,8.127853924323158,-0.26439263703972166,0.26439263703972166
Alessi_59,6,0.3932,0.0984,0.0366,-0.21,0.173,42.11,43.45,,,8.317163492788827,0.02603351237012618,0.02603351237012618
Ruprecht_121,20,0.5541,0.0985,0.036,0.142,0.105,-38.42,27.11,0.1778279410038923,0.1-0.3,7.693324722681464,0.020457131615836528,0.020457131615836528
UBC_344,16,0.5086,0.0985,0.0,0.081,0.164,6.49,34.21,0.0034673681999632,<0.1,7.681303126582394,0.03432361153674465,0.03432361153674465
UBC_562,12,0.4306,0.0987,0.0,-0.005,0.166,-12.36,28.65,0.0117489801933541,<0.1,7.724752507139512,0.00412006757486837,0.00412006757486837
NGC_2670,9,0.4191,0.0988,0.0,-0.12,0.122,28.34,18.74,0.102329353157667,0.1-0.3,8.175837691915653,-0.01997915329560244,0.01997915329560244
NGC_2548,19,0.4041,0.0988,0.0367,-0.109,0.197,37.54,30.74,0.3890452816839944,0.3-0.5,9.00248212695831,0.365021953714653,0.365021953714653
LP_2094,7,0.4795,0.099,0.0,-0.021,0.182,-0.54,16.43,0.1479108648008083,0.1-0.3,7.908273102899573,0.01848416837523741,0.01848416837523741
ESO_211_03,18,0.3852,0.099,0.0369,-0.054,0.162,19.78,22.39,1.288248533293805,1-2,8.125653285403454,0.01035198803780087,0.01035198803780087
UBC_554,8,0.482,0.0994,0.0741,-0.031,0.203,-30.77,31.78,0.0602559877171915,<0.1,7.614740183801021,0.017393422831157985,0.017393422831157985
UBC_285,19,0.3459,0.0994,0.0,-0.082,0.208,-10.38,26.58,0.0616594947701844,<0.1,7.857923160902611,-0.007313854603229874,0.007313854603229874
UPK_12,29,0.3832,0.0998,0.0483,-0.179,0.192,7.33,41.37,0.1995263191254866,0.1-0.3,6.698691237538259,-0.379307153175789,0.379307153175789
Patchick_90,58,0.3516,0.0999,0.0,-0.123,0.195,39.53,34.31,1.096478099832217,1-2,8.228316060191462,0.01725341354971785,0.01725341354971785
NGC_6087,25,0.4194,0.1,0.0,-0.081,0.238,-47.58,42.49,0.1,<0.1,7.279681214060946,-0.07817097728446197,0.07817097728446197
UBC_281,18,0.4118,0.1002,0.0,-0.016,0.176,-10.78,30.32,0.0346736819996329,<0.1,7.965060420264762,0.0048314780938035935,0.0048314780938035935
UBC_276,13,0.4356,0.1003,0.0,0.012,0.196,-2.92,16.61,0.9120109194638908,0.5-1,8.050884827210956,0.022562734317918918,0.022562734317918918
Trumpler_16,6,0.4105,0.1003,0.0,-0.016,0.148,6.98,18.91,0.0134896323805684,<0.1,8.012961322980669,0.016112271814903257,0.016112271814903257
ESO_313_03,4,0.463,0.1004,0.0418,0.003,0.025,37.69,32.81,,,8.15068079579944,0.017141037512750475,0.017141037512750475
UBC_644,24,0.3839,0.1005,0.0,-0.145,0.141,53.5,28.54,0.2238723104986867,0.1-0.3,8.186483880036665,0.01954500510438373,0.01954500510438373
NGC_4052,6,0.4262,0.1006,0.0,0.012,0.171,1.13,16.47,0.3311314705081584,0.3-0.5,7.978641769728084,0.01537293806712341,0.01537293806712341
NGC_2567,35,0.3714,0.1007,0.0037,-0.211,0.214,66.08,34.96,0.3162277660168379,0.3-0.5,8.32437262001272,0.04940134302463865,0.04940134302463865
Teutsch_106,15,0.4307,0.1008,0.0,-0.041,0.111,1.75,27.39,3.0199485372543653,2-5,8.089703557566013,0.02121091592509743,0.02121091592509743
