name,status,P_d,dur_d,depth_ppm,n_bins,baseline_d,inj_sde_at_median,inj_sde_at_5pct,inj_sde_max_median,inj_sde_max_5pct,proc_s,obs_sde_binned,null_95pct,fap,disposition
CPD-63   349,ok,190.486879475179,0.15,444.2151470070915,41475,2606.3718310213817,7.237178554103713,6.7438041931540225,8.799304651377057,8.651649436568709,317.87025451660156,6.94975736227086,8.527590148008548,0.29,DATA_LIMITED (real planet of these params buried in noise)
2M19381719+6608049,ok,233.1830273210928,0.10000000000000002,1416.124550724168,28066,1979.456207247872,6.2360288662963335,4.404773718841219,4.667735692935827,4.511058787329517,312.02473878860474,5.857197770252226,7.704043135724932,0.24,DATA_LIMITED (real planet of these params buried in noise)
2M19515616+7029139,ok,233.0033801352054,0.15,544.2239808754441,33886,1979.4563891311964,7.64289776703335,5.67591126583364,5.788000596919019,4.493703203287199,320.8329210281372,6.683305110766309,7.014774938052806,0.09,DATA_LIMITED (real planet of these params buried in noise)
