name,rank,period_d,duration_h,depth_ppm,bls_power,snr,baseline_d,rms_ppm,n_pts,status
HD 183193,1.0,0.5813191588603535,4.800000000000001,41.19639837580481,4.641686759042467e-06,6.774824906538547,25.16440998985172,476.829833984375,15693.0,
HD 183193,2.0,7.431262422861887,1.2000000000000002,323.58307367457377,3.2982391754135663e-06,6.953717213822419,25.16440998985172,476.829833984375,15693.0,
HD 183193,3.0,0.775050096145313,4.800000000000001,40.282974884115596,3.2787018513716193e-06,5.714801146912667,25.16440998985172,476.829833984375,15693.0,
HD 28888,1.0,14.03562945368171,1.2000000000000002,554.6461444634947,5.075933701875627e-06,14.915351612164347,50.27588980775454,381.0457763671875,31812.0,
HD 28888,2.0,10.926803350418801,1.2000000000000002,219.4741529369449,3.3477388146135684e-06,6.815068842815195,50.27588980775454,381.0457763671875,31812.0,
HD 28888,3.0,9.235529441180148,1.2000000000000002,189.61148642456655,3.1638213890037554e-06,6.582737165905272,50.27588980775454,381.0457763671875,31812.0,
CD-30 7056,,,,,,,,,,no TESS timeseries (only 38 other products incl. FFI)
BD-03 3321,,,,,,,,,,no TESS timeseries (only 28 other products incl. FFI)
