ra,dec,C_O,sigma_CO,fe_h,c_fe,o_fe,mg_fe,si_fe,al_fe,rv_gaia_dr3,age,cluster_name,ra_cl,dec_cl,pmra_cl,pmdec_cl,dist_cl,sep_deg
161.0482,-64.697,0.4816159867500019,0.26027492496770877,-0.29412162,0.05106367,0.10793512,-0.012644097,0.1758749,-0.048729837,-2.1667333,3.3477643,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.4668
160.21208,-64.804,0.45406040109908274,0.08814755375088706,-0.30518547,0.087522194,0.16998091,0.0021475106,0.16425516,-0.012286127,10.298907,7.9822288,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.3351
159.92537,-64.68636,0.4566804676931866,0.1067589229962786,0.14061108,-0.0057802773,0.07417963,0.012423828,0.023128428,0.10659078,-4.4690886,4.7657895,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.4963
159.655,-64.83031,0.6546324182758665,0.16710233809364167,0.16481063,0.075328365,-0.0010967989,0.066093735,0.11888257,0.1132015,8.392317,7.0520945,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.4657
160.98671,-65.25978,0.5185019385533045,0.18458797402211563,-0.0058463737,-0.040959273,-0.016137313,0.076309435,0.06937347,0.05100137,-15.839023,4.313265,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.2416
161.51071,-65.11119,0.5296265822403208,0.03746516746832724,-0.043301575,0.10991724,0.12551981,-0.06546444,0.031450976,-0.16350943,23.4562,9.783483,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.4106
161.61662,-65.2263,0.5809478294845773,0.09933938126990163,0.1588637,0.040733732,0.016168943,0.051390775,0.047224265,0.20692143,-31.411398,5.980355,Melotte_101,160.535,-65.11,-6.307,3.483,2.027,0.4689
169.09254,-63.155193,0.48954596514745985,0.17700937854777596,0.10310561,-0.036716737,0.013062132,0.009928241,0.044421826,0.09628239,2.3299448,7.5761614,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.4975
169.04991,-63.34561,0.5770760925203005,0.2842361218187627,-0.40935844,-0.011756182,-0.03341692,0.18358487,0.16402288,-0.004118815,59.77607,7.572294,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.4139
169.11284,-63.394085,0.32300046269198834,0.12421229209891184,-0.0039916113,0.06245957,0.29282877,0.05774387,0.05857377,0.1414307,-42.99207,8.330818,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3724
169.63634,-63.127,0.43602092001504905,0.11021512879762145,-0.00023598224,-0.08982119,0.0102438275,0.006427452,0.014447171,0.011854291,-6.81953,0.91166824,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3809
169.298,-63.565945,0.3536753397934765,0.10372184290454645,-0.23997748,0.052584335,0.2435519,0.0752886,0.08304264,0.07488933,10.466487,6.7404094,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2886
169.46825,-63.628555,0.4833626383436831,0.14683641821909926,0.09042239,-0.09444842,-0.039149154,0.029140241,0.0109207295,0.12974474,-6.852292,1.1702826,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2466
169.51083,-63.569363,0.4435082169113981,0.13307505747738566,-0.15727708,0.038524646,0.13119532,-0.018954039,0.051664975,0.10989523,20.881355,5.1250978,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2005
169.68526,-63.53847,0.5657413747415526,0.106031238853167,-0.055038422,-0.017101083,-0.03014668,-0.09703937,0.0087201595,-0.1759123,-2.4050677,7.9261723,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.1171
170.33116,-63.481167,0.3423233191941,0.0941105865764266,-0.043623053,-0.14289232,0.06224354,0.059729792,0.021638699,0.0013536811,-17.139654,1.1358836,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.1836
169.76346,-63.725193,0.746110298306856,0.17484904542815324,0.31319326,0.07022603,-0.06300466,-0.0013567582,0.092648044,0.12759238,-13.053867,9.537329,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2491
169.92104,-63.700138,0.4621942044312596,0.09011124186001515,0.038922682,-0.041185513,0.033562336,0.017614752,0.0219227,0.03527604,-18.5143,0.34946314,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2141
170.4252,-63.624443,0.4017399178723652,0.10802163290586776,0.10082327,-0.035009928,0.10061743,0.0018446371,-0.0009269621,0.04169886,-17.552238,1.7774353,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2642
170.51009,-63.670082,0.5079805973619042,0.0850834618542733,0.2521854,0.03649551,0.07022073,-0.065742925,-0.01163774,-0.18471968,28.87586,6.528339,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3207
170.13713,-63.77689,0.417471805770452,0.19054490841078714,0.06945102,-0.019062784,0.09988241,0.006275736,-0.0072296318,0.04739374,7.876752,2.5090396,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3065
170.29991,-63.77403,0.3029435110237383,0.05354888576345313,-0.25073415,0.28577545,0.54398614,0.10831014,0.09735215,0.1284107,35.691887,5.7972436,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3338
169.78612,-63.761166,0.7084326889150069,0.10523910945635263,0.32178086,0.059105735,-0.051620513,0.01964616,0.13836387,0.41587818,2.7842183,8.924789,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.2815
170.49355,-63.86214,0.3911888317975499,0.15159067937613888,-0.16479999,0.019509463,0.16669536,0.056866743,0.027255695,0.0813019,10.8720045,3.7793424,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.4541
169.83191,-63.81664,0.2962194521924728,0.07698428301297085,-0.05571188,0.1404046,0.40836337,-0.048923586,0.02924101,-0.030081213,-14.667899,1.0572071,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3329
170.39679,-63.867027,0.47669894497267606,0.12920478809339603,-0.050571024,0.0076608923,0.068989046,0.05439072,0.0378001,0.028356269,-16.253569,4.000715,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.4358
169.81984,-63.86875,0.2680789775584289,0.09917387997624483,0.1417543,-0.046827026,0.26448256,-0.04100151,0.021679793,0.1452015,15.109142,1.3175195,Melotte_105,169.92,-63.486,-6.771,2.133,2.346,0.3853
56.63925,23.847279,0.5092235151050128,0.1685412487476934,-0.0021068752,-0.004315059,0.028348835,0.030697338,0.03020823,0.112008095,10.691725,5.4487805,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.269
56.110374,24.220833,0.3072397821145529,0.12502648416919468,-0.1085623,0.088459104,0.340554,0.14511082,0.052201103,0.21119589,-12.881446,5.317575,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4602
56.141624,24.212223,0.5438637294375672,0.27695501274229994,-0.08585154,0.070538096,0.074620344,0.13080263,-0.031974994,0.11914864,-11.135835,6.7685843,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4305
56.20475,24.163305,0.5560601908855948,0.029331990260056857,-0.10250386,0.17824289,0.17269343,-0.12901966,0.04804774,0.07399726,36.165802,10.30398,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.3649
56.302082,24.125,0.46613370778984187,0.07400300895851378,-0.2040563,-0.009294037,0.061767798,0.024007,0.030145466,-0.06476493,27.714476,5.4204755,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.273
56.354958,24.113417,0.5179632093671247,0.15867855306906162,-0.012704685,-0.0042625763,0.021010855,-0.037799343,-0.01943048,-0.15550388,-35.50084,2.9199033,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.2246
56.516624,24.045473,0.2787562223734497,0.05052146831435506,-0.049536712,-0.058182634,0.23616514,0.003965996,0.0057423543,0.079857975,-15.526288,6.449129,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.1031
56.8915,24.504223,0.512537615938841,0.17123992571507138,-0.49789762,-0.06347138,-0.03362478,0.011664487,0.019358817,0.18835184,26.949026,2.5451171,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4716
56.87121,24.432972,0.2918738820454651,0.03999240122431468,-0.51886433,0.32714015,0.60151726,0.20525694,0.2759444,0.2171756,32.593742,10.916537,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.403
56.74846,24.331333,0.4770811906495794,0.07623759485495057,-0.13511571,-0.010892192,0.050087858,-0.02592038,0.018681187,-0.16576073,-57.894978,9.441943,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.2556
56.661,23.995472,0.2902769438766581,0.08076448080487865,-0.31094614,0.0076109776,0.28437078,0.01808174,0.0913928,-0.017012477,-16.028557,8.648192,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.1306
56.75121,23.983555,0.2991185965416455,0.05695379564903344,-0.31257278,0.06424577,0.3279747,0.011998199,0.10658352,0.058218732,25.421923,1.5019149,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.1893
57.00721,24.087944,0.31423504604236985,0.07203290364360591,-0.26006183,-0.052190885,0.19012684,-0.059788607,0.094815284,0.00070239604,-21.288282,8.795789,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.3717
57.079834,24.061583,0.5203446090140365,0.09890457741200614,-0.080278225,-0.046373054,-0.023091769,-0.05770855,0.027078867,0.011933595,-2.78066,2.8839972,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4403
57.14142,24.079584,0.45019486229945754,0.13867219719541193,0.026032947,0.15469642,0.24086823,0.018575445,0.055087198,0.09100026,-46.330704,5.757857,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4945
57.020668,24.071806,0.5311783033934881,0.1459466839347422,-0.16085279,0.02778401,0.042116027,0.046488233,0.061798792,0.15776712,-86.278755,9.208784,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.3854
57.05246,23.99914,0.543869720437961,0.06392967215589619,-0.09599025,0.105041556,0.10911902,-0.039991032,0.02926154,-0.19168964,8.528458,9.418703,Melotte_22,56.601,24.114,20.077,-45.503,0.128,0.4279
67.787,16.76739,0.4414825724478129,0.0985731773395812,-0.13612986,0.04384209,0.13850087,0.08215024,0.097965434,0.028977469,79.504196,6.048666,Melotte_25,67.447,16.948,103.018,-27.228,0.047,0.3722
67.41029,17.224972,0.42820471441865,0.12513625560328695,-0.33399543,0.08724542,0.19516632,0.024447173,0.1606125,0.09352586,44.00149,8.277684,Melotte_25,67.447,16.948,103.018,-27.228,0.047,0.2792
67.36171,16.564278,0.4821277115938877,0.09683939928212483,-0.008000255,-0.12925814,-0.07284789,0.03676746,0.03389558,0.076907605,46.31519,6.855511,Melotte_25,67.447,16.948,103.018,-27.228,0.047,0.3923
114.99425,-10.575444,0.31718980464677976,0.11190356066560306,-0.28717858,-0.101538755,0.13671437,-0.036259938,-0.009147989,-0.010597333,101.88848,0.9553431,Melotte_72,114.618,-10.698,-4.159,3.68,2.684,0.3896
115.046,-10.446694,0.3621685751076429,0.12439343014824324,-0.08154812,-0.12926845,0.05139313,-0.033541497,0.042074706,-3.7774444e-05,55.03453,1.3606958,Melotte_72,114.618,-10.698,-4.159,3.68,2.684,0.4901
134.7233,-48.195946,0.311001167554747,0.022930638480119583,0.09184036,-0.12590921,0.120901115,-0.016257286,0.02141951,0.0038606226,-5.3090687,1.1897259,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4649
134.20308,-48.13411,0.3840884427869581,0.07897870454773884,-0.27858093,0.032413855,0.18755496,0.06904561,0.09372358,0.09068641,59.872696,6.9777517,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4161
133.97417,-48.07725,0.43567722162745354,0.061484236808604,0.038336955,-0.01720147,0.08320602,0.04798799,0.07586551,0.22162908,34.882023,8.50665,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4626
133.79259,-47.808,0.35887171444129323,0.0592156950056826,-0.20588657,-0.019548915,0.1650842,-0.09095627,0.06243148,0.066010535,23.22647,0.72724754,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4629
133.75787,-47.78858,0.37216802215308964,0.045441717803908745,0.11927593,-0.08440104,0.08443225,-0.030374434,0.06582746,0.15173876,36.616104,1.2225496,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4847
134.04996,-47.70289,0.3879309843732501,0.08320294857703481,-0.14885923,0.082294784,0.23311266,0.007903479,0.068118304,0.12795827,16.884363,5.192781,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.2937
134.1063,-47.803276,0.5002621836216233,0.02695173285121107,0.19047076,0.224606,0.26498067,0.042345665,0.09265682,0.12406263,13.0064535,7.597783,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.2533
134.15488,-48.002224,0.5218970974893324,0.06607316049892659,0.02925621,-0.0010058079,0.020981655,0.002216369,0.046567176,0.07371935,24.040977,2.9845827,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.3243
134.33354,-47.937862,0.6493019309994629,0.13192267074022326,0.12781695,0.03207257,-0.04080178,0.014989622,0.083499834,0.09301317,-8.491748,5.0345535,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.2017
134.58371,-47.639805,0.3179989122608458,0.049295957164333916,-0.08278077,-0.15127735,0.08586936,0.0049892515,0.0015174784,0.041920945,7.4339385,1.30221,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.1405
134.77496,-47.61503,0.3837824945936495,0.07561399801802865,-0.046740673,-0.11364514,0.041842043,-0.0750208,-0.054210596,-0.015980497,57.69741,8.392441,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.2475
134.90613,-47.544056,0.5523314876451806,0.0964331288610082,-0.23668584,0.035041466,0.032414008,0.028998144,0.051837835,-0.062040403,10.296962,7.180223,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.3609
135.19304,-47.708527,0.4178693181456232,0.06960491115269167,-0.019310191,-0.034468375,0.084063485,-0.020204931,0.05225652,-0.08781046,8.691854,2.5410397,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4838
135.09508,-47.756027,0.4541491392963558,0.07134269828373864,-0.12725043,-0.011591284,0.070782565,0.037494652,0.04658064,-0.087692216,-0.6701035,5.168217,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4149
135.17888,-47.862473,0.32013621243396817,0.052941417121915114,-0.34068862,0.018938908,0.25317645,0.06426298,0.15305895,0.13240671,-12.647892,6.6013436,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4815
135.01038,-47.8745,0.6180816845504967,0.06127506336342652,0.14073503,-0.03922944,-0.09070297,-0.009868354,0.07679534,0.3460698,59.582443,9.714955,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.3751
135.13637,-47.989223,0.5614139495850549,0.12426395263565546,0.09738641,0.080101185,0.07039033,0.1293017,0.07948689,0.11204502,24.72578,3.4417608,Muzzio_1,134.478,-47.761,-5.261,4.224,1.858,0.4971
75.4965,23.852278,0.3985380343361944,0.023579039856048967,-0.29948494,0.1284023,0.26750487,0.019658878,0.07475461,-0.072445996,2.2469387,5.3025393,NGC_1750,75.926,23.695,-0.96,-2.366,0.727,0.4234
75.43584,23.86175,0.383709069476635,0.024071231495350367,0.03207511,0.07758506,0.23315534,0.041896828,0.054888595,0.10085887,61.604195,3.8908086,NGC_1750,75.926,23.695,-0.96,-2.366,0.727,0.4785
77.695206,16.744,0.5402117490967469,0.13180624602977936,-0.035385385,-0.013579033,-0.006570714,0.15990496,0.12314519,0.17873031,-42.393833,7.940195,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4277
78.00567,16.945278,0.2038412784414804,0.10585902173044454,-0.62312746,0.22223169,0.6525119,0.23302758,0.24222027,-0.08867028,27.194685,9.356361,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2801
78.01125,16.652666,0.3747512312908266,0.15561710059559364,-0.15137929,0.121191554,0.28702083,0.018337034,0.017280892,0.072010696,-29.532812,5.628674,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1298
78.07692,16.545334,0.33059059828815945,0.11790637829067223,-0.18967035,0.095944814,0.31622666,0.11662655,0.14174469,0.11141148,58.799313,3.9075108,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.162
77.959335,16.548529,0.7230731589052684,0.22623687172738952,0.05685489,0.043431826,-0.07617807,-0.045943495,0.061218444,0.1086562,71.793274,8.798181,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2267
78.08771,16.447472,0.3694664982731437,0.09230600191372683,-0.14110899,-0.08007227,0.09192501,-0.029007744,0.012546934,0.07610032,65.4999,1.1468133,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2533
78.09146,16.2985,0.4340938024322363,0.03071771888977118,-0.23251522,0.027031261,0.12902002,0.054323964,0.11296125,-0.16485345,-24.198456,8.020014,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4001
78.120705,16.244888,0.41864149675221507,0.04015954555038501,-0.10784056,-0.03311578,0.08461429,-0.025681473,0.020527236,0.007391691,-0.35474962,3.6856372,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4515
78.084625,16.2295,0.30896583929180355,0.04143746573143918,-0.42749453,0.13814826,0.38781014,0.1122235,0.15386103,0.2723154,4.546255,8.316199,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4694
77.84108,16.530111,0.1524473061382913,0.032850777205052396,-0.55424255,0.09391941,0.650372,0.2355775,0.22705658,0.15591589,74.76746,10.391936,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.3302
77.79479,16.444778,0.3269118621538924,0.06793550916157577,-0.17061725,-0.057056595,0.16808507,-0.025935996,0.06650095,0.04958099,67.704315,1.3228201,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4147
77.86608,16.284721,0.443822781061802,0.07872375494897622,0.051355653,-0.062112987,0.030249767,0.0014473945,0.05046357,0.109142154,50.98117,6.4530797,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4875
77.68621,16.561722,0.2690414620833616,0.033998063205310104,-0.04950744,-0.12923716,0.18051597,0.035545833,0.045306835,-0.019710258,37.687756,1.144901,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4542
77.6945,16.516582,0.5445653952310654,0.06210258174001564,-0.088341214,-0.0004488614,0.0030734427,-0.08363046,0.028842986,0.021931872,-37.376488,7.6071987,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4622
77.69554,16.472416,0.4677004862739897,0.06561214234583267,-0.18971291,0.045077007,0.11468153,0.058137633,0.025374994,0.102510214,28.63149,4.3966703,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4802
77.67725,16.769444,0.4318397983836401,0.03947732401360577,-0.14962628,0.35129306,0.45554274,0.0735128,0.22320294,0.09988505,12.713569,10.242779,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4483
77.69512,16.866972,0.4383857568187795,0.07674637551714,-0.042905025,0.010761475,0.108477384,0.037491962,0.09857601,0.08869699,58.996037,0.90841085,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4581
77.67362,16.828556,0.43918216010880473,0.047862310933695855,0.01807908,-0.12600201,-0.029074356,-0.007913195,0.011984888,0.022179976,3.9576962,1.2164011,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4649
77.731125,16.969667,0.27416348026855053,0.037617423507100664,-0.45989096,0.23397462,0.53553736,0.14733398,0.16973275,0.16669399,41.63809,7.148289,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4768
77.772125,16.647362,0.6352947925062978,0.07186619666895856,0.2646016,0.012239341,-0.05116361,-0.03647845,0.019068096,-0.12496768,28.990402,5.6670175,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.3548
77.87009,17.059084,0.4159294333887461,0.1300276837671136,-0.28849125,0.06723858,0.18779127,0.15322748,0.0935307,0.14910564,-23.326298,4.5221095,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.445
77.99875,17.095167,0.3743743885768121,0.11506417113182413,0.11358288,-0.010510314,0.1557559,-0.091846004,0.034431197,-0.027176633,60.5542,2.391091,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4211
78.024666,17.11464,0.3239741763742765,0.0361853324821999,0.09862846,-0.1093282,0.11973375,-0.011004813,0.06659351,0.07949236,36.906273,1.2578666,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4327
78.09375,17.157944,0.2331838828295636,0.06530446683923087,-0.3439017,-0.00068368483,0.37119013,0.101612024,0.08241145,0.073807985,-27.112322,6.745426,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.464
78.17121,17.18389,0.32692322048098604,0.05982106693177685,-0.31179196,-0.022321196,0.20280538,0.023782589,0.06549196,0.06570116,15.188997,1.0630908,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.4889
78.08183,16.90639,0.470231575841929,0.07685848701618182,-0.15454513,-0.054341383,0.012919173,-0.012565069,0.020346168,-0.0763527,65.039825,1.9428593,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2174
78.25862,17.050722,0.38577909456207155,0.08969678348105874,0.112718195,0.013346085,0.16657974,-0.013038337,-0.017661255,0.19678977,7.159597,5.311311,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.3727
78.02717,16.745722,0.4375108547571329,0.10254223325111186,-0.14523223,-0.015015766,0.083567746,-0.05187623,0.041568022,0.06463809,65.3595,1.4348465,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1181
78.2475,16.99664,0.333736982130509,0.06753240906296551,-0.21307915,-0.07469357,0.14147444,0.0066540837,0.043196518,0.080364615,-19.63758,0.54456425,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.3181
78.264915,16.96789,0.3871916005293486,0.06936832115804771,-0.12427469,-0.12971446,0.021931957,-0.009902336,-0.013528123,0.06361604,38.763287,1.2233671,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2974
78.31467,16.979918,0.34444500759861696,0.04460260302262752,-0.53524816,0.0993864,0.30183885,0.34289584,0.325656,0.23858088,-76.40765,8.625366,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.33
78.22354,16.826027,0.4470802474680225,0.11966170588480118,-0.17919722,-0.0950184,-0.0058315382,0.007076904,0.054635648,-0.065853894,67.24539,1.3616288,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1532
78.4535,16.983139,0.5574694152659673,0.11408394425392064,-0.21031696,-0.008989252,-0.015637953,0.072251,0.07502194,0.12511355,43.828487,5.8235564,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.416
78.14983,16.7245,0.4147829513409431,0.09559399764973803,-0.22809958,-0.07164288,0.050108567,-0.024900101,0.061332654,-0.00201343,67.079094,1.3837098,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.0303
78.41859,16.908306,0.39355851160729816,0.06962662884900525,-0.31287882,0.013293015,0.15785605,0.074999474,0.1330214,-0.15790324,-5.6153827,2.100166,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.3416
78.189,16.728083,0.5113927896781882,0.12815280078125246,-0.19682631,-0.103746764,-0.07292902,0.0065935254,0.061053563,-0.018475771,65.12667,1.7119608,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.0576
78.135666,16.666027,0.34794362472826906,0.07320783427197429,-0.18998921,0.020819759,0.21888322,-0.08026316,0.034226447,-0.09273997,64.78602,1.1966223,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.0301
78.073166,16.645584,0.232334492113711,0.04501379051362378,-0.25823358,0.057505365,0.43096402,-0.060500346,-0.13492164,0.08458778,77.45716,0.48064595,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.0807
78.04446,16.641972,0.6778612754644082,0.19022717398213704,-0.16177621,-0.22039902,-0.3119675,-0.028686251,0.027698833,-0.03799264,66.206924,1.1988543,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1055
78.257545,16.687305,0.5383160634674816,0.13757317384993828,-0.18511847,-0.07599327,-0.067458265,-0.007112898,0.034669966,-0.0063201934,65.98506,1.9828885,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1139
78.290665,16.695278,0.42579571975826036,0.07629496261632271,-0.012835756,-0.012822013,0.09754904,-0.016945668,0.02946607,-0.030557662,51.11549,3.2737987,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1453
78.20875,16.680471,0.3683491232263121,0.08830274964987272,-0.15064535,-0.069126874,0.10418583,-0.03637175,0.03892753,-0.039172783,65.87513,1.4128697,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.0686
78.25938,16.655333,0.4307994473077299,0.11847972305395328,-0.14389306,-0.061286762,0.044010445,-0.064198166,0.06656191,-0.024473965,66.15978,1.3757188,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1223
78.05334,16.591362,0.47760766323465653,0.07134907310826377,0.019140601,-0.026610048,0.03389101,0.030653708,0.011953428,-0.09547053,-3.0970926,4.705089,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.133
78.22842,16.616056,0.5232941918591179,0.10844924056740955,-0.1642786,-0.04915002,-0.02832359,-0.031828176,0.019800454,-0.101278566,66.02671,3.2363024,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1172
78.10271,16.596916,0.41605221593767155,0.08451800882319188,-0.13564348,-0.036752515,0.08367199,0.0055828094,0.044479158,-0.047016203,64.89409,3.4424696,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.105
78.516,16.630917,0.49384893069425934,0.09597301265300785,-0.23128119,0.0058399653,0.051818192,0.07098357,0.08956513,-0.030699149,15.094673,5.1666055,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.367
78.096,16.566917,0.5264824447297708,0.15186970134798258,0.068064734,0.03201713,0.05020558,0.025849722,0.08101688,0.10170168,14.95786,5.2893596,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.1355
78.225876,16.546667,0.29638503014023354,0.07470264129049313,0.040559754,-0.13320701,0.13450907,-0.030793864,0.050386246,0.066004366,25.959621,3.1110635,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.171
78.136795,16.47375,0.4079570197307043,0.07917001811770469,-0.14290312,-0.15481037,-0.025852436,-0.029381871,0.018055584,0.053835824,65.46912,0.8266056,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2223
78.21204,16.482779,0.4019491285753727,0.08210394914976141,-0.1555343,-0.0913857,0.044015553,-0.02192656,0.017750688,0.0041809827,66.40733,1.0461258,NGC_1817,78.139,16.696,0.485,-0.89,1.799,0.2244
79.45187,-68.766525,0.3080666595639965,0.07631310364148503,0.0149244405,0.041681055,0.2926087,0.06056174,0.09315601,0.1345244,48.61246,8.155372,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.4742
79.976585,-68.54103,0.38388341574943646,0.057592889806003834,-0.34258717,0.013999706,0.1693727,0.078919984,0.10345237,0.054579705,-6.37184,6.0580773,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.2905
80.507,-68.35975,0.3331809364107949,0.041443061554967464,-0.43019247,0.03191326,0.24880546,0.093602546,0.09181626,0.12461403,37.67043,9.121802,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.3555
80.44483,-67.94508,0.46004693799789376,0.07852243021608625,-0.05562459,-0.04096595,0.03580425,-0.006482847,0.05073109,0.12190986,12.4589615,4.337397,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.4798
80.615295,-68.14772,0.39853496016113255,0.0662566460130256,-0.5273981,0.09274608,0.231852,0.25717098,0.3131188,0.20886111,200.40176,10.385634,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.4176
80.28262,-67.96005,0.3234490086914474,0.12468183958991723,-0.46216166,0.39211878,0.6218853,0.2636451,0.21556485,0.34597498,126.250404,9.234602,NGC_1901,79.561,-68.294,1.537,12.67,0.427,0.4287
