cluster,alpha_raw,alpha_int,sproc_raw,sproc_int
SAI_118,0.04193936103598235,0.032427105826110296,0.3308064598352414,0.32377282574643684
SAI_94,0.07013347661114283,0.06407770776000868,0.2129641176666003,0.20044917634130183
Saurer_2,0.04422586084896952,0.03189983089868145,0.1066834141147239,0.08870224292341773
Sher_1,0.10595630087106132,0.10252520063782226,0.17806319403873647,0.16604427202914185
Stock_14,0.06879722391081017,0.05165451612005637,0.10033106946249845,0.07217922386154074
Stock_16,0.07251516581886763,0.06901960588755708,0.42164457459762567,0.4150507254025628
Teutsch_103,0.06738179083662386,0.06349688611697155,0.11022195096281709,0.09304959961581323
Teutsch_106,0.06069380291894205,0.05140014856072134,0.1639907242706417,0.1472532578624476
Teutsch_13,0.07542039724500066,0.07148288057594862,0.19225618110290663,0.18545113196469173
Teutsch_143a,0.0656304432075937,0.06233200041521675,0.17567742348237073,0.16837350137223867
Teutsch_31,0.03679470047621826,0.024717777310948826,0.18332093314477263,0.17054489718676727
Teutsch_38,0.06873316115180048,0.06245902670181659,0.1748603093198341,0.1607948928954192
Teutsch_44,0.07156480761196927,0.06794126179124074,0.24487275937287598,0.2392795546921926
Teutsch_61,0.0508467796367998,0.04553846420737434,0.19148307482401195,0.18552008366372372
Teutsch_66,0.048304374722776995,0.040654621023239634,0.16655074018108537,0.15473931759437673
Teutsch_80,0.06995879407406139,0.0659365549725758,0.16003154912839743,0.14641190147364044
Teutsch_84,0.09844388198806692,0.09689889456050467,0.14743235653156797,0.14243427063102498
Teutsch_85,0.09661180460615722,0.09449781435789106,0.1826435132588834,0.17705326378642175
Tombaugh_2,0.07059830945168732,0.05814985183859211,0.13011992123322597,0.11275676632218411
Trumpler_10,0.09908731704447832,0.09627182768317005,0.1805542074469548,0.17115639830299667
Trumpler_11,0.08242132440557925,0.07776289420024432,0.09225322943099386,0.07305522403361488
Trumpler_12,0.07816822705320656,0.07529962672182194,0.2054837760921608,0.198841260545662
Trumpler_13,0.08573610769205217,0.08065070074029287,0.20227517801161748,0.19028592007557812
Trumpler_14,0.07238845821271182,0.07037080305458679,0.13820525411241702,0.1315760213641925
Trumpler_16,0.07693480056517862,0.07483449442950643,0.14651682109777245,0.1395427733280933
Trumpler_17,0.05004874754989596,0.03850803532002493,0.21991993340800095,0.20670790531053002
Trumpler_18,0.08353559575293637,0.08122716740454783,0.18415623248620194,0.17788379881335772
Trumpler_19,0.0697982661048018,0.06412053167115829,0.1524003260656081,0.14021006774602557
Trumpler_20,0.0559288723267652,0.04635405390522651,0.21315147667797082,0.20202545964281707
Trumpler_21,0.07022106885475454,0.06443302800582588,0.2459855951482587,0.2349674157010607
Trumpler_22,0.0876645258167087,0.08531897198873947,0.22922470244119186,0.22388730324440015
Trumpler_25,0.07852461548801444,0.0757060317913904,0.16724031748138543,0.16018976775972404
Trumpler_26,0.059629008123399385,0.056802511707111425,0.20311120079981326,0.19697769051622172
Trumpler_29,0.08840989467292412,0.0846607136090862,0.20246202170215882,0.19418373000014627
Trumpler_34,0.1059387594417374,0.10381101383497104,0.13663300828617134,0.1296790811453969
Trumpler_35,0.10380323078315179,0.10043036984214464,0.2445495563462844,0.23408463388905082
