i,j,d_chem,d_act,d_age,d_total,name_i,name_j,hab_i,hab_j
3,6,2.345011893110382,0.18846635734050515,1.1104662744357041,3.6439445248865914,TYC 1071-934-1,HD 271308,0.9944493696993356,0.9935994695920594
7,10,1.6985866773333371,1.3392485972458945,0.6265236895539839,3.6643589641332155,TYC 7915-779-1,HD 217340,0.9934194074914954,0.9923914331934592
5,26,2.5596344900615633,0.4732552735199626,0.6346921212228174,3.6675818848043433,TYC 6897-1616-1,TYC 5606-566-1,0.9939321090920874,0.9889979972384932
2,20,0.6495325199554981,1.9029867746238018,1.14310752273815,3.69562681731745,TYC 7413-1369-1,TYC 8351-2149-1,0.9948926865069556,0.9902110765948476
2,14,1.7898407682409907,1.60341624384487,0.3200170642676724,3.713274076353533,TYC 7413-1369-1,HD 271200,0.9948926865069556,0.9913680789520726
20,26,1.9540274092288932,0.2327206452096325,1.5308861586192468,3.7176342130577726,TYC 8351-2149-1,TYC 5606-566-1,0.9902110765948476,0.9889979972384932
11,13,1.7878148292668221,1.9050752135354767,0.06421796353419265,3.7571080063364914,CPD-63   349,TYC 8351-1776-1,0.9921674773952948,0.991384927374343
15,29,2.486250909070648,0.91358707582029,0.3586841387262279,3.7585221236171664,BD-08  6091,HD 180950,0.9911042011418684,0.9881504576735348
8,25,1.612597729303505,0.7433512445993178,1.4272334866270755,3.7831824605298987,CD-60  1593,TYC 9271-1853-1,0.9934140821873566,0.9893123538849355
15,21,2.3698377123520054,1.1187798909484148,0.2969611267252815,3.7855787300257013,BD-08  6091,TYC 5232-208-1,0.9911042011418684,0.9901450005093488
11,26,1.8940927359423885,1.393645176704439,0.5071861394268056,3.794924052073633,CPD-63   349,TYC 5606-566-1,0.9921674773952948,0.9889979972384932
2,15,1.9421778685299675,1.3513857664313464,0.5062991494218012,3.799862784383115,TYC 7413-1369-1,BD-08  6091,0.9948926865069556,0.9911042011418684
1,7,1.2488520493442912,1.9742259234693522,0.5796594928540183,3.802737465667662,CD-30  7056,TYC 7915-779-1,0.9953865433639338,0.9934194074914954
23,29,1.7823711017394108,1.4543807393302544,0.6239308999445896,3.860682741014255,HD  13767,HD 180950,0.9898647127489534,0.9881504576735348
20,21,1.6771520117888195,0.8347044651825106,1.3524455454346698,3.8643020224059996,TYC 8351-2149-1,TYC 5232-208-1,0.9902110765948476,0.9901450005093488
2,29,1.5566926169305761,1.4452274173683275,0.864983288148029,3.8669033224469325,TYC 7413-1369-1,HD 180950,0.9948926865069556,0.9881504576735348
11,15,1.88789301983342,1.611228171179172,0.3886656258861011,3.8877868168986933,CPD-63   349,BD-08  6091,0.9921674773952948,0.9911042011418684
3,15,2.665901503519528,1.030188278892027,0.24445230164529852,3.9405420840568532,TYC 1071-934-1,BD-08  6091,0.9944493696993356,0.9911042011418684
7,13,2.1897219770481224,0.8426364217044642,0.9100926050225397,3.9424510037751266,TYC 7915-779-1,TYC 8351-1776-1,0.9934194074914954,0.991384927374343
2,16,0.419490981646151,1.190896245479017,2.345379035704676,3.955766262829844,TYC 7413-1369-1,HD 122625,0.9948926865069556,0.9910369520989836
0,4,2.2370326604199495,0.46945498124696944,1.3062919239549577,4.0127795656218765,BD-03  3321,BD-02  3362,0.9969227583789892,0.9942908938756364
15,19,2.1039258930409237,1.6598704400515798,0.3194872557729524,4.083283588865456,BD-08  6091,TYC 5248-636-1,0.9911042011418684,0.9902150085743344
21,22,2.083146165588807,0.9868616506096477,1.0210712857758306,4.091079101974286,TYC 5232-208-1,HD  13684A,0.9901450005093488,0.9899241898742775
11,19,2.149882905244786,1.8744912686237825,0.06917837011314873,4.093552543981717,CPD-63   349,TYC 5248-636-1,0.9921674773952948,0.9902150085743344
21,25,1.8079134896477786,1.390708016872782,0.895660844058876,4.094282350579437,TYC 5232-208-1,TYC 9271-1853-1,0.9901450005093488,0.9893123538849355
10,11,3.0870780429906284,0.7907331077041126,0.2193509519343632,4.097162102629104,HD 217340,CPD-63   349,0.9923914331934592,0.9921674773952948
3,25,2.813073017772555,0.9336478552270877,0.354247415688296,4.100968288687939,TYC 1071-934-1,TYC 9271-1853-1,0.9944493696993356,0.9893123538849355
5,17,2.519483622378567,0.5462527696206918,1.0468118066415621,4.112548198640821,TYC 6897-1616-1,HD 183193,0.9939321090920874,0.9910268582282452
8,9,1.9780324816939432,0.5459382272970903,1.593723992784396,4.117694701775429,CD-60  1593,TYC 9263-701-1,0.9934140821873566,0.992456910945104
10,21,2.881712684461542,0.3362000820972869,0.9049777045457459,4.122890471104575,HD 217340,TYC 5232-208-1,0.9923914331934592,0.9901450005093488
7,28,1.6888795947637347,1.6960250836097277,0.7497424455371483,4.134647123910611,TYC 7915-779-1,HD 178528B,0.9934194074914954,0.9883660877914092
1,17,2.810173031878419,1.1174068246740956,0.2512163459047916,4.178796202457306,CD-30  7056,HD 183193,0.9953865433639338,0.9910268582282452
15,16,2.041450686364474,0.3066747594534428,1.839079886282875,4.187205332100792,BD-08  6091,HD 122625,0.9911042011418684,0.9910369520989836
14,26,2.024614978677304,2.1124018974762366,0.06776157161342433,4.204778447766964,HD 271200,TYC 5606-566-1,0.9913680789520726,0.9889979972384932
13,25,2.348402736732439,1.5939783287354583,0.27425205498168603,4.2166331204495835,TYC 8351-1776-1,TYC 9271-1853-1,0.991384927374343,0.9893123538849355
1,10,1.9126606717797334,1.1109214721858132,1.2061831824080023,4.229765326373549,CD-30  7056,HD 217340,0.9953865433639338,0.9923914331934592
4,17,2.20039110696166,1.3050166538285537,0.7477396662699889,4.2531474270602025,BD-02  3362,HD 183193,0.9942908938756364,0.9910268582282452
10,26,2.5881703939033893,0.9430496616331376,0.7265370913611688,4.257757146897696,HD 217340,TYC 5606-566-1,0.9923914331934592,0.9889979972384932
4,16,1.8523180509861166,1.950636502914591,0.4716431943107888,4.274597748211496,BD-02  3362,HD 122625,0.9942908938756364,0.9910369520989836
2,9,2.9348199302212663,0.40763394860391533,0.9385083605980751,4.280962239423257,TYC 7413-1369-1,TYC 9263-701-1,0.9948926865069556,0.992456910945104
9,30,2.2378937166063007,0.9408744988735166,1.1225570942149814,4.301325309694799,TYC 9263-701-1,TYC 6883-1588-1,0.992456910945104,0.988093216107945
7,15,2.242148484155516,0.8449012833665468,1.2345402673744483,4.321590034896511,TYC 7915-779-1,BD-08  6091,0.9934194074914954,0.9911042011418684
5,10,2.9591761365919815,1.2768253088902204,0.09184497013835145,4.327846415620553,TYC 6897-1616-1,HD 217340,0.9939321090920874,0.9923914331934592
3,29,2.653732268945071,1.5659494343597127,0.11423183708092938,4.333913540385713,TYC 1071-934-1,HD 180950,0.9944493696993356,0.9881504576735348
2,11,2.251264098865828,1.1922368148445661,0.8949647753079023,4.338465689018296,TYC 7413-1369-1,CPD-63   349,0.9948926865069556,0.9921674773952948
1,30,3.199076372225457,0.9049817850502538,0.25943345483721114,4.363491612112922,CD-30  7056,TYC 6883-1588-1,0.9953865433639338,0.988093216107945
14,25,1.9452030838514789,1.6407760443902681,0.7849818024877233,4.370960930729471,HD 271200,TYC 9271-1853-1,0.9913680789520726,0.9893123538849355
