sobject_id,tmass_id,ALi,ALi_upp_lim,flag_ALi,e_ALi_low,e_ALi_upp,EW,fe_h,teff,logg,rv,snr,flag_sp
170829002901192,04333861+1557416,2.25514,,0,0.006132385,0.004191611,51.371044,0.12957397,5734.0254,3.9375741,-1.8755192,294.745,0
