cluster,mg_fe_std,mg_fe_mean,mg_fe_n,si_fe_std,si_fe_mean,si_fe_n,ba_fe_std,ba_fe_mean,ba_fe_n,ce_fe_std,ce_fe_mean,ce_fe_n,eu_fe_std,eu_fe_mean,eu_fe_n,alpha_scatter,sproc_scatter,alpha_sproc_ratio,age_gyr
ESO_312_04,0.07888768254242129,-0.04069963569230769,13,0.07492724845164506,0.032544810276923075,13,0.3609696328639984,0.2247069627046585,13.0,0.15748001635074615,0.05502817779779434,5.0,0.1698133647441864,0.19626951217651367,11.0,0.07690746549703317,0.2592248320579529,0.296682477857058,0.044668369023895
ESO_371_25,0.04924756888132495,0.0202887769,16,0.06331853137125792,0.08017405524999999,16,0.16381017863750458,0.12046653777360916,16.0,0.09894649684429169,0.04873327538371086,7.0,0.1754181832075119,0.17122404277324677,14.0,0.05628305012629144,0.13137833774089813,0.42840434042704817,2.041739917404129
ESO_518_03,0.01995736020802117,0.013876582488888891,9,0.07619657785478878,0.0647725,9,0.18437671661376953,0.12700046598911285,9.0,0.1622556895017624,0.041741400957107544,8.0,0.2261417955160141,0.20213620364665985,9.0,0.04807696903140497,0.17331621050834656,0.27739453159281763,1.4125363038976315
ESO_559_13,0.07683694227609358,0.018585531625000005,8,0.0575616632988153,0.081277979375,8,0.2018257975578308,0.16751772165298462,8.0,,,,0.06886881589889526,0.26288414001464844,6.0,0.06719930278745444,0.2018257975578308,0.3329569539701646,0.6165949477018448
FSR_0088,0.08733269148927099,-0.005590494578947371,19,0.06729726516626994,0.039104930684210525,19,0.2052767425775528,0.18090854585170746,19.0,0.05100511014461517,0.08366423845291138,5.0,0.13151271641254425,0.2648336589336395,19.0,0.07731497832777046,0.12814092636108398,0.6033589776767119,0.1659587927845761
FSR_0985,0.04131394698948556,0.038667324,9,0.05115683371856715,0.10213947455555555,9,0.1642935872077942,0.041110944002866745,9.0,0.11235205084085464,0.08459243923425674,6.0,0.18390525877475739,0.1450330764055252,7.0,0.04623539035402635,0.13832281529903412,0.3342571524015909,0.2570394879669198
FSR_1032,0.08820522118867574,0.03624823625,6,0.05813943700445987,0.06393807623333332,6,0.5600987076759338,0.20034074783325195,6.0,,,,,,,0.0731723290965678,0.5600987076759338,0.1306418459706649,
FSR_1063,0.04820608383838684,0.004728063641999999,15,0.04274282471191075,0.05594611070666667,15,0.1739979088306427,0.28559866547584534,15.0,0.1271471381187439,0.19719718396663666,5.0,0.2454843670129776,0.23041094839572906,13.0,0.0454744542751488,0.1505725234746933,0.3020103085593281,0.1096478099832217
FSR_1171,0.08000649734666346,0.0040799020333333325,15,0.0692792027003462,0.09410597,15,0.21426211297512054,0.0766133964061737,15.0,0.1595059484243393,0.07372647523880005,8.0,0.14047494530677795,0.15735319256782532,13.0,0.07464285002350482,0.18688403069972992,0.3994073209146205,
FSR_1211,0.07324402450793006,0.03552942711764706,17,0.07977991747375218,0.09204691579411764,17,0.17355144023895264,0.1302124410867691,17.0,0.08053597807884216,0.020833075046539307,5.0,0.255654901266098,0.22922883927822113,12.0,0.07651197099084112,0.1270437091588974,0.6022491904352799,1.2022642234116694
FSR_1252,0.10601532676568505,-0.023618072896,10,0.052336451430511806,0.07395746410000001,10,0.1949455291032791,0.2923564314842224,10.0,0.20718470215797424,0.1489344835281372,9.0,0.14054445922374725,0.1797388792037964,9.0,0.07917588909809843,0.20106512308120728,0.3937823123412629,0.8511386362915022
FSR_1253,0.0810350918052038,0.0366336979744,25,0.05732750155425228,0.07699651895999998,25,0.17985469102859497,0.14625179767608643,25.0,0.12179907411336899,0.0990743562579155,18.0,0.14164341986179352,0.20982100069522858,21.0,0.06918129667972804,0.15082688629627228,0.45868013574074473,0.2951211041237279
FSR_1260,0.0664032210362678,0.004798562285714285,14,0.06401851927356744,0.04735767203571428,14,0.21946129202842712,0.17708203196525574,14.0,0.14856459200382233,0.17308750748634338,8.0,0.13991305232048035,0.18167416751384735,12.0,0.06521087015491762,0.18401294946670532,0.3543819624863774,0.1412536303897631
FSR_1297,0.06933355697877266,0.02894200794347826,23,0.0733609335550423,0.07529397456521737,23,0.18176087737083435,0.1198635995388031,22.0,0.1469365656375885,0.050974514335393906,14.0,0.18274196982383728,0.1907544732093811,20.0,0.07134724526690747,0.16434872150421143,0.43412108481220646,
FSR_1335,0.08199034006098246,0.037377118142857144,7,0.08544719483434987,0.08351390451428573,7,0.23165492713451385,0.15411290526390076,7.0,0.1222802922129631,0.10756383836269379,5.0,0.1669023185968399,0.18983910977840424,7.0,0.08371876744766617,0.17696760594844818,0.4730739674020001,0.0112201894707378
FSR_1361,0.109907712238109,0.03745396869999999,10,0.13421712934923988,0.0656744974,10,0.18392841517925262,0.09689151495695114,10.0,0.1302458643913269,-0.00035369821125641465,7.0,0.12316905707120895,0.10487183183431625,9.0,0.12206242079367444,0.15708714723587036,0.777036332644036,0.2884031756450284
FSR_1363,0.07015663020145421,0.0015459818857142833,21,0.0725728198378322,0.06556545595238096,21,0.30281904339790344,0.27126237750053406,21.0,0.11686357855796814,0.18282300233840942,12.0,0.21898633241653442,0.2370043247938156,20.0,0.07136472501964321,0.2098413109779358,0.3400890162526053,0.2238723104986867
FSR_1380,0.08306577317909632,-0.00494100139375,16,0.057027213754062174,0.06730237424999999,16,0.3308708369731903,0.19907082617282867,16.0,0.19456957280635834,0.041679855436086655,12.0,0.2229597270488739,0.16590158641338348,15.0,0.07004649346657925,0.2627201974391937,0.26662013103424004,1.0232935315766702
FSR_1402,0.10222231573657449,0.04518889357941176,34,0.07809127760456698,0.08119382485294119,34,0.15941449999809265,0.08588612079620361,34.0,0.10969763994216919,0.059132251888513565,21.0,0.1290566772222519,0.08739598095417023,31.0,0.09015679667057074,0.13455606997013092,0.6700314351525275,3.0199485372543653
FSR_1407,0.0827686180588517,0.04498018162285714,35,0.06873771805338548,0.07417614341428573,35,0.19220729172229767,0.0709172710776329,35.0,0.1646091490983963,0.03227408975362778,20.0,0.17461949586868286,0.19683945178985596,33.0,0.07575316805611859,0.17840822041034698,0.4246058162672262,4.07379955757968
FSR_1419,0.09603146873086746,0.0331034187125,20,0.06520266415904709,0.0859181984,20,0.21478523313999176,0.04608076438307762,20.0,0.1397615373134613,0.06655533611774445,13.0,0.18772301077842712,0.1811167448759079,18.0,0.08061706644495728,0.17727339267730713,0.4547612319447481,1.621810239813303
FSR_1435,0.0368623541064034,-0.005021695,6,0.09962980362585175,0.04701574751666667,6,0.21652881801128387,0.22633476555347443,6.0,,,,,,,0.06824607886612757,0.21652881801128387,0.3151824292624693,
FSR_1452,0.05900304796330732,0.009274783179000002,20,0.041747863085035204,0.060511281280000016,20,0.19302278757095337,0.15471723675727844,20.0,0.14545071125030518,0.06506457924842834,17.0,0.12013774365186691,0.17244555056095123,18.0,0.05037545552417126,0.16923674941062927,0.2976626276479837,0.2344228197592381
FSR_1580,0.07249578051344711,-0.0029749873812499987,16,0.03909995077790402,0.0733792063125,16,0.15359000861644745,0.04066650569438934,16.0,0.10683915764093399,0.02677045948803425,9.0,0.1708628088235855,0.23103657364845276,15.0,0.05579786564567557,0.13021458685398102,0.428507028235214,
FSR_1586,0.1114330531356602,-0.00742363022631579,19,0.09489476156339227,0.034832089842105264,19,0.24914699792861938,0.12813623249530792,19.0,0.13351713120937347,0.019879575818777084,7.0,0.17679445445537567,0.15773357450962067,14.0,0.10316390734952624,0.19133207201957703,0.5391877392043847,
FSR_1591,0.10939524568097357,0.017599949628333333,6,0.0960823544186761,0.08165207666666667,6,0.1092107743024826,0.10033389180898666,6.0,,,,0.12002546340227127,0.2908812463283539,5.0,0.10273880004982483,0.1092107743024826,0.9407386835777553,
FSR_1595,0.07726510025927966,-0.041519117674999995,8,0.07796262613089326,0.02302457075,8,0.20171120762825012,0.1324731409549713,8.0,,,,0.14032229781150818,0.17927749454975128,8.0,0.07761386319508645,0.20171120762825012,0.38477714802108226,0.6918312139914402
FSR_1663,0.07347437274683007,0.031553111711764704,17,0.0569421933119176,0.08391905081176472,17,0.15545369684696198,0.031059905886650085,17.0,0.16122320294380188,0.04611339792609215,7.0,0.1403627097606659,0.10008735209703445,15.0,0.06520828302937383,0.15833845734596252,0.411828459885122,1.288248533293805
FSR_1750,0.025057059999885313,-0.011278613752857143,7,0.07072760479642722,0.07099390214285714,7,0.11955151706933975,-0.10002849996089935,7.0,,,,0.13423442840576172,-0.08935327082872391,5.0,0.04789233239815627,0.11955151706933975,0.40059995533455894,
Ferrero_1,0.08960049978567153,0.08408117724999999,22,0.07427634785154388,0.11709283345454545,22,0.147068589925766,-0.09577860683202744,22.0,0.10304896533489227,-0.05074765533208847,11.0,0.17300982773303986,0.1240728497505188,19.0,0.0819384238186077,0.12505877017974854,0.6551993410844884,0.2511884225153641
Ferrero_11,0.03667197972468582,0.045737340716666665,12,0.04344492118638285,0.07823775608333332,12,0.1619657427072525,0.08710504323244095,11.0,0.18192698061466217,0.15565159916877747,8.0,0.20123125612735748,0.14569449424743652,11.0,0.040058450455534335,0.17194636166095734,0.23297061984086243,0.2818381693478142
Graham_1,0.058712210377096806,-0.029558954499999998,12,0.07343518972349868,0.05719493233333333,12,0.2165255844593048,0.13174088299274445,12.0,0.17356567084789276,-0.09699764847755432,10.0,0.09098785370588303,0.0872289314866066,12.0,0.06607370005029774,0.1950456202030182,0.3387602345621668,0.0154881682297679
Gulliver_1,0.09672576280491521,0.0034887399230000052,20,0.09813383993464067,0.07032479765,20,0.17491115629673004,0.07371566444635391,20.0,0.0733116865158081,0.030983397737145424,14.0,0.09022382646799088,0.06471215188503265,18.0,0.09742980136977794,0.12411142140626907,0.7850188182991561,1.380385355838289
Gulliver_13,0.06446953117012995,0.021383936090909095,11,0.06637668547030007,0.09806549181818182,11,0.2819628119468689,0.09171205013990402,11.0,,,,0.26275572180747986,0.23328274488449097,9.0,0.065423108320215,0.2819628119468689,0.2320274360596988,1.0
Gulliver_14,0.04470532595194619,0.004754248599999999,5,0.057762135985669635,0.058269607300000005,5,0.1616380214691162,0.14260613918304443,5.0,,,,,,,0.051233730968807914,0.1616380214691162,0.3169658382548132,0.602559215586761
Gulliver_27,0.06397520136301024,-0.004311705657894736,19,0.053292918386694005,0.047702890198421055,19,0.17553620040416718,0.18286298215389252,19.0,,,,0.16192227602005005,0.15013720095157623,15.0,0.058634059874852124,0.17553620040416718,0.3340283072087059,0.602559215586761
Gulliver_32,0.11269743142966883,0.010143276555555556,9,0.08959572325999948,0.04490972322222222,9,0.1702294945716858,0.14601753652095795,9.0,,,,0.24845001101493835,0.22322411835193634,6.0,0.10114657734483415,0.1702294945716858,0.5941777457503996,1.288248533293805
Gulliver_34,0.07739612708270052,0.010421605769230765,13,0.04979076659508173,0.06920232215384615,13,0.28813284635543823,0.11092349886894226,13.0,0.0672878846526146,0.07698412239551544,8.0,0.17583884298801422,0.13731352984905243,12.0,0.06359344683889112,0.1777103692293167,0.3578488251117773,
Gulliver_35,0.059077211616090544,-0.01336692009047619,21,0.050001828623547115,0.03536823222380952,21,0.20422695577144623,0.10974927246570587,21.0,0.1391565054655075,0.10980137437582016,12.0,0.1861494481563568,0.14332155883312225,19.0,0.05453952011981883,0.17169173061847687,0.317659563004891,0.1548815122441698
Gulliver_36,0.08008165497174663,0.029389381499999995,8,0.036888244493355475,0.068086794125,8,0.17954270541667938,0.1505896896123886,8.0,,,,0.12466392666101456,0.12964686751365662,5.0,0.058484949732551056,0.17954270541667938,0.32574394819784114,0.7413100459583173
Gulliver_39,0.056509912209119495,0.03750587466666667,9,0.054403673454083375,0.028877397955555557,9,0.12823326885700226,0.10541900992393494,9.0,,,,0.06942957639694214,0.12370049953460693,7.0,0.05545679283160143,0.12823326885700226,0.43246805860843635,0.6165949477018448
Gulliver_40,0.06227517641281474,0.020527766794666665,15,0.057790368155094154,0.015596314506666663,15,0.24688075482845306,0.1904459297657013,15.0,,,,0.12748995423316956,0.08452623337507248,11.0,0.06003277228395445,0.24688075482845306,0.24316505482846837,0.0416869273621118
Gulliver_41,0.06790408505240063,-0.005160399233333333,18,0.07802054971036204,0.06915172330555557,18,0.1713261604309082,0.040762823075056076,18.0,0.11823756992816925,0.06503263115882874,12.0,0.15149489045143127,0.12317325919866562,15.0,0.07296231738138134,0.14478185772895813,0.5039465477640988,
Gulliver_46,0.04262032695970117,0.026539912061999998,10,0.05073391087122024,0.07649240689999999,10,0.16248925030231476,0.11575470864772797,10.0,,,,0.17192570865154266,0.2324058711528778,9.0,0.04667711891546071,0.16248925030231476,0.28726281171595613,0.0117489801933541
Gulliver_50,0.04312678808371181,0.020987439200000003,5,0.043215777536016846,0.007589558599999999,5,0.21109400689601898,0.16936525702476501,5.0,,,,,,,0.04317128280986433,0.21109400689601898,0.20451211971702118,0.0407380403044348
Gulliver_52,0.04759832312791643,-0.020273529499999998,6,0.051073783311212595,0.04477390950000001,6,0.2748264670372009,0.06821232289075851,6.0,,,,0.09842531383037567,0.11754238605499268,5.0,0.04933605321956451,0.2748264670372009,0.17951711038400936,0.4786304286528699
Gulliver_58,0.052575158584267055,0.015021195138461537,13,0.05646442334501997,0.050100260615384626,13,0.2095748335123062,0.0472426563501358,13.0,0.1134452372789383,0.08139577507972717,5.0,0.12140452861785889,0.12172303348779678,10.0,0.054519790964643516,0.16151003539562225,0.3375628692737026,0.6606929837429628
Gulliver_7,0.04360765303218567,0.0070292796,7,0.05892819449147788,0.07508289414285714,7,0.1053168848156929,0.2843574583530426,7.0,0.0345122404396534,0.10616536438465118,5.0,0.1629992425441742,0.18644633889198303,7.0,0.05126792376183177,0.0699145644903183,0.7332939014292409,0.4786304286528699
Gulliver_9,0.1661454539370282,0.0279328845,9,0.0995518954225439,0.08043869712222224,9,0.17433519661426544,0.20269250869750977,9.0,0.10064487159252167,0.09032590687274933,5.0,0.1251392513513565,0.15489619970321655,8.0,0.13284867467978606,0.13749003410339355,0.96624221199831,0.0177827941003892
Haffner_21,0.04074158721848929,0.029662426857142855,7,0.05476244419532912,0.066290795,7,0.242408886551857,0.09463129937648773,7.0,,,,0.14118416607379913,0.13115938007831573,6.0,0.04775201570690921,0.242408886551857,0.19698954269440086,0.2691536695250797
Haffner_26,0.04745580373287137,0.0009912333750000002,16,0.06238679708378256,0.049568995518750006,16,0.2169279158115387,0.17266079783439636,16.0,0.17597900331020355,0.1134803295135498,9.0,0.2812126874923706,0.22597597539424896,13.0,0.05492130040832696,0.19645345211029053,0.27956393648656125,0.5370312303176601
Haffner_9,0.08554014520155302,0.025879285808333333,12,0.08309791266451728,0.07597598819166666,12,0.23134197294712067,0.14995433390140533,12.0,0.07226548343896866,0.05757022276520729,7.0,0.1331833004951477,0.23084302246570587,11.0,0.08431902893303515,0.15180373191833496,0.555447668298404,0.3801893295314407
Harvard_13,0.08095770882204274,0.004806232399999999,28,0.07751658940453213,0.10144513489285713,28,0.15921656787395477,-0.02879844605922699,28.0,0.089720219373703,-0.05014393851161003,20.0,0.14389163255691528,0.11016440391540527,25.0,0.07923714911328744,0.12446839362382889,0.6366045773255473,0.8511386362915022
Hogg_10,0.09369466318001736,0.01883437500892857,28,0.10004985991217352,0.06939097882142857,28,0.16368542611598969,0.08890720456838608,28.0,0.10944367200136185,0.015988729894161224,18.0,0.2316543310880661,0.18515394628047943,28.0,0.09687226154609543,0.13656455278396606,0.7093514354295102,
Hogg_17,0.04760056186008178,0.017388185575,16,0.0383645465161851,0.061464955606249996,16,0.20849375426769257,0.14222857356071472,16.0,0.10418881475925446,0.03869766741991043,8.0,0.21181869506835938,0.17874658107757568,14.0,0.042982554188133446,0.1563412845134735,0.2749277282829872,0.1479108648008083
Hogg_18,0.10030650808077261,0.08464313615333334,15,0.09250811019334575,0.1212100436,15,0.14667075872421265,0.005868758540600538,14.0,0.15430858731269836,0.05814557150006294,10.0,0.2179500162601471,0.2129175066947937,15.0,0.09640730913705918,0.1504896730184555,0.6406240853831621,0.2630268453963283
Hogg_21,0.07508693899056951,0.026404742285714287,7,0.05842601476824338,0.08202997364285713,7,0.12601880729198456,0.10957826673984528,7.0,,,,0.2733258903026581,0.1173500046133995,6.0,0.06675647687940645,0.12601880729198456,0.5297342381977337,0.0891250546711345
Hogg_4,0.08581674636121323,0.017110464854545454,22,0.05514256482281437,0.05306572299090909,22,0.25704681873321533,0.20606575906276703,22.0,0.13723228871822357,0.10059953480958939,14.0,0.21905502676963806,0.12822242081165314,19.0,0.0704796555920138,0.19713956117630005,0.3575114764965136,1.4791086480080835
IC_2391,0.06269765937586934,0.04903649626666667,9,0.042818248096259205,0.05895003744444444,9,0.24061153829097748,0.07865011692047119,9.0,,,,0.22298400104045868,0.2559814155101776,6.0,0.052757953736064275,0.24061153829097748,0.21926610049873327,0.0288403175645028
IC_2395,0.06867085270783413,0.03606153851333334,15,0.09712303988429472,0.09834157406666667,15,0.27506008744239807,0.3010694682598114,15.0,0.21824856102466583,0.1740756630897522,5.0,0.36322927474975586,0.39906129240989685,12.0,0.08289694629606442,0.24665433168411255,0.33608550772272516,0.0204173767566041
IC_2581,0.0941698358464805,-0.02641948972727273,11,0.08181671451225904,0.0015489982727272735,11,0.19698698818683624,0.07243664562702179,11.0,0.10500333458185196,0.03668886423110962,6.0,0.12139007449150085,0.10819471627473831,9.0,0.08799327517936978,0.1509951651096344,0.5827555810510868,0.0102329353157667
IC_2602,0.06413904403082825,0.026189294114999997,60,0.06445813661539974,0.07582666568833332,60,0.20811785757541656,0.16187722980976105,60.0,0.12355132400989532,0.026034725829958916,47.0,0.24298661947250366,0.2051895707845688,57.0,0.064298590323114,0.16583459079265594,0.3877272528956696,0.0363078006932764
IC_2714,0.13156147912481353,0.004818783727272725,11,0.1881035035673828,0.09399575518181819,11,0.23845362663269043,0.10675079375505447,11.0,0.14851176738739014,0.057042304426431656,6.0,0.23364916443824768,0.08546660095453262,11.0,0.15983249134609817,0.19348269701004028,0.8260815763685787,0.5248077829311784
IC_2948,0.08883332663548611,0.06788621741111112,9,0.09098128834829697,0.11008619322222221,9,0.3352106511592865,0.05256546661257744,9.0,,,,0.12212767452001572,0.1478709727525711,7.0,0.08990730749189155,0.3352106511592865,0.2682113685259037,0.006456541439665
IC_4651,0.07135949474705454,0.06024114225555556,18,0.08939981918411102,0.10847874577777777,18,0.18318061530590057,-0.012192653492093086,18.0,0.08716530352830887,0.03318706154823303,8.0,0.22175949811935425,0.1176893562078476,14.0,0.08037965696558277,0.13517296314239502,0.5946430047620438,1.6595879278457617
IC_4665,0.10117375223749106,0.10803695844081632,49,0.10351225964610054,0.14108748928163264,49,0.10542131960391998,-0.008081745356321335,49.0,0.15483728051185608,-0.018720002844929695,39.0,0.2601281702518463,0.2856786251068115,45.0,0.1023430059417958,0.13012930750846863,0.7864716096728284,0.0331131106939867
IC_4756,0.10196951798501347,0.05147120255263158,19,0.09325513066639357,0.11503179529473684,19,0.14220741391181946,0.029600271955132484,18.0,0.11024268716573715,-0.01495948527008295,13.0,0.1496156007051468,0.15102353692054749,17.0,0.09761232432570352,0.1262250542640686,0.7733197255870776,1.288248533293805
Ivanov_8,0.08083214474993312,0.0378481383125,12,0.07577616313097986,0.08771954266666666,12,0.16900891065597534,0.13727375864982605,12.0,0.11476966738700867,0.025387560948729515,10.0,0.19649304449558258,0.1361689567565918,9.0,0.07830415394045649,0.141889289021492,0.5518679703060302,
Juchert_10,0.05448406361571431,-0.0228923564375,16,0.09196626944036365,0.07493224284375,16,0.32852405309677124,0.18814893066883087,14.0,0.08705491572618484,-0.07573159039020538,7.0,0.14045701920986176,0.10015127807855606,15.0,0.07322516652803898,0.20778948068618774,0.35240073889316204,
Juchert_13,0.10441579336609058,-0.015507544881818179,11,0.060950273754562814,0.09779724218181816,11,0.38210707902908325,0.19639338552951813,11.0,0.15827354788780212,0.11308193951845169,6.0,0.2886374294757843,0.1617458313703537,11.0,0.08268303356032669,0.2701902985572815,0.30601777340572256,2.290865841769215
Kronberger_25,0.07544471533157711,-0.021588561,10,0.05807760227004395,0.05932683260000001,10,0.13324064016342163,-0.035417262464761734,10.0,,,,0.18204814195632935,0.19103409349918365,9.0,0.06676115880081053,0.13324064016342163,0.5010570252358963,
LP_1540,0.051756620938066926,-0.036042662375,8,0.05630669905896937,0.066851355625,8,0.2167350798845291,0.08466719090938568,8.0,0.15228644013404846,0.047680068761110306,5.0,0.1610536277294159,0.18304406106472015,7.0,0.05403165999851815,0.18451076745986938,0.2928374356811989,1.621810239813303
LP_198,0.06535998984798845,0.020670056090909092,22,0.06305266918555848,0.07266693804545454,22,0.27039653062820435,0.2453957498073578,22.0,0.16608484089374542,0.1786043792963028,12.0,0.09439656883478165,0.23876464366912842,20.0,0.06420632951677346,0.2182406783103943,0.2941996424033084,0.2570394879669198
LP_1994,0.08032727669481911,0.026469092923888885,18,0.0907209952773964,0.06907682633333333,18,0.2035551816225052,0.08593165874481201,18.0,0.12652210891246796,0.006894911639392376,13.0,0.17518876492977142,0.15111646056175232,17.0,0.08552413598610775,0.16503864526748657,0.5182067257489567,0.7244353873869618
LP_2059,0.06834277515534205,0.012487163609523807,21,0.04863233246515233,0.05158290979047619,21,0.20859915018081665,0.15613538026809692,21.0,0.14953117072582245,0.048428602516651154,14.0,0.1836811900138855,0.17614451050758362,20.0,0.058487553810247186,0.17906516790390015,0.3266271966507524,0.2691536695250797
LP_2068,0.06975398330260586,0.0008365746666666682,6,0.04394673905346637,0.055053691833333335,6,0.08897949755191803,-0.0185120590031147,5.0,,,,0.14036498963832855,0.10668449103832245,5.0,0.056850361178036116,0.08897949755191803,0.638915286578966,0.2238723104986867
LP_2094,0.047119247725077675,-0.0362208806,7,0.13746427855780347,0.10813290871428571,7,0.1285182386636734,0.1165899708867073,7.0,0.1470889449119568,-0.026942700147628784,5.0,0.1243651881814003,0.05965546518564224,7.0,0.09229176314144057,0.1378035843372345,0.6697341261863198,0.1479108648008083
LP_2100,0.09002209771755365,0.04576840142777778,18,0.10152839563671033,0.09797190522222224,18,0.1677243709564209,0.04558197036385536,18.0,0.07912132889032364,-0.0093764653429389,10.0,0.19464457035064697,0.1475503295660019,17.0,0.095775246677132,0.12342284619808197,0.7759928540573583,0.2511884225153641
LP_2117,0.11899497886461523,0.0037970938947368416,19,0.08453621809981442,0.044853639842105275,19,0.16454334557056427,0.20064835250377655,19.0,0.12592348456382751,0.09374083578586578,5.0,0.151150181889534,0.2955528497695923,19.0,0.10176559848221482,0.1452334225177765,0.7007037134978952,0.6309576215861531
LP_2210,0.10564528590560457,0.031241908300000003,7,0.1165340613907923,0.1201580447142857,7,0.12550830841064453,0.03287886455655098,7.0,,,,0.1466497778892517,0.15415336191654205,7.0,0.11108967364819844,0.12550830841064453,0.8851180854476146,0.1288248533293804
LP_2220,0.07903795360250049,-0.021055537,9,0.07127801117895995,0.06366995052222221,9,0.36466899514198303,0.22965049743652344,9.0,0.06544970721006393,0.023436039686203003,5.0,0.19586551189422607,0.27109766006469727,8.0,0.07515798239073021,0.21505935490131378,0.34947553165133705,0.4570880290185208
LP_2238,0.05481220115641931,0.026763498671428573,14,0.063169211567225,0.05246608678571428,14,0.1533178985118866,0.03920580819249153,14.0,0.10501992702484131,0.04093390703201294,8.0,0.18382982909679413,0.16257166862487793,13.0,0.05899070636182216,0.12916891276836395,0.4566943012643377,0.2951211041237279
LP_403,0.06805271810589984,0.009275383509999999,20,0.06910264942373992,0.053863425315000005,20,0.1632579267024994,0.06481406837701797,20.0,0.13371719419956207,0.06618233025074005,10.0,0.2624601125717163,0.17848734557628632,18.0,0.06857768376481987,0.14848756790161133,0.46184124862399134,0.0263026845396328
LP_5,0.09112337721437995,0.0584350620109589,73,0.09691919855125547,0.07685039773383562,73,0.15255697071552277,0.008515148423612118,73.0,0.12102602422237396,0.026562362909317017,47.0,0.2036287933588028,0.1242273598909378,60.0,0.09402128788281772,0.13679149746894836,0.6873328359034927,2.691536695250797
LP_597,0.051596497515313484,0.03554146017142857,7,0.028783964174605103,0.04650586504285714,7,0.14505192637443542,-0.016841968521475792,7.0,,,,0.18615840375423431,0.1560116708278656,7.0,0.04019023084495929,0.14505192637443542,0.27707478176617023,0.5370312303176601
LP_658,0.08155787230669265,0.053269473375,8,0.07957659914800816,0.0794713765,8,0.4295231103897095,0.25748080015182495,8.0,0.20695385336875916,0.24313870072364807,5.0,0.1729971021413803,0.17192868888378143,7.0,0.0805672357273504,0.3182384967803955,0.2531662150947968,0.9332548746146908
LP_866,0.04412763478900624,-0.015771444185714283,14,0.03366898339928842,0.05230054721428572,14,0.13758410513401031,0.026633333414793015,14.0,,,,0.11193867772817612,0.12766529619693756,12.0,0.038898309094147335,0.13758410513401031,0.28272385866273886,1.9054595463785964
LP_930,0.041293811614532966,-0.011896451250000002,6,0.1404303265202509,0.10104817750000002,6,0.12355761975049973,0.10622060298919678,6.0,,,,0.09661965817213058,0.052234746515750885,5.0,0.09086206906739193,0.12355761975049973,0.7353821581450822,2.290865841769215
Loden_372,0.07747773097815679,-0.028570724752173916,23,0.11136550112845607,0.06636290264130436,23,0.16942711174488068,0.03988253325223923,23.0,0.1832030713558197,0.02826746366918087,18.0,0.18601590394973755,0.14095978438854218,21.0,0.09442161605330643,0.1763150990009308,0.5355276807734315,0.0954992627963111
Loden_46,0.0918008884340357,0.017130638775999997,25,0.07522607832359614,0.06441957190800002,25,0.20293304324150085,0.17836017906665802,25.0,0.10517286509275436,0.06277206540107727,15.0,0.19859686493873596,0.1463748812675476,21.0,0.08351348337881592,0.1540529578924179,0.5421089248876164,0.8317639172213713
Lynga_1,0.055674639389891666,-0.022207249569999997,20,0.0821711066115159,0.031566272549999996,20,0.21344688534736633,0.04465007781982422,20.0,0.12331395596265793,0.012964536435902119,9.0,0.16874714195728302,0.19038233160972595,18.0,0.06892287300070378,0.16838042438030243,0.40932830080672106,0.1659587927845761
Lynga_14,0.07419544817012132,-0.013679881328571427,14,0.0472145295733287,0.05520439585000001,14,0.20035596191883087,0.17484919726848602,14.0,,,,0.1769258677959442,0.174236461520195,12.0,0.06070498887172501,0.20035596191883087,0.3029856875250765,
Lynga_2,0.04022125336580871,0.0124947156,6,0.07047389740349548,0.09222262349999999,6,0.26164746284484863,0.12075638025999069,6.0,0.137376070022583,-0.01411725115031004,5.0,0.2138240784406662,0.1791222095489502,6.0,0.0553475753846521,0.19951176643371582,0.277415093726015,0.102329353157667
Lynga_3,0.05161038517284202,0.03955581629,15,0.04452088048548095,0.07138880918266667,15,0.1683025360107422,0.06159904971718788,15.0,0.08093545585870743,-0.02378016524016857,7.0,0.15764665603637695,0.17457228899002075,13.0,0.048065632829161486,0.12461899220943451,0.3857007024128589,
Lynga_6,0.11793600520033956,-0.036377764400000005,5,0.12538709987428873,0.001290470199999999,5,0.2928955852985382,0.1351224184036255,5.0,,,,,,,0.12166155253731414,0.2928955852985382,0.41537516659156465,0.0030902938038668
Lynga_9,0.03293490302337622,0.0037839013285714275,21,0.04348783049798636,0.06492562121428572,21,0.14448660612106323,0.013480137102305889,21.0,0.06491773575544357,-0.002004112582653761,7.0,0.15026558935642242,0.17139717936515808,21.0,0.03821136676068129,0.1047021746635437,0.36495294279676627,0.6309576215861531
Mamajek_4,0.1090008807769595,0.09485515246095237,63,0.08996275523076006,0.10971417635238095,63,0.12731578946113586,-0.06234715133905411,63.0,0.1285124123096466,-0.009171249344944954,29.0,0.2036365121603012,0.22261159121990204,47.0,0.09948181800385977,0.12791410088539124,0.7777236232383302,0.3715349680219835
Mayer_3,0.09567997023118564,0.03239516683333333,6,0.035107509167420704,0.12649144566666667,6,0.17441996932029724,0.1283857375383377,6.0,,,,0.17555177211761475,0.10788222402334213,5.0,0.06539373969930318,0.17441996932029724,0.3749211741874404,
