cluster,mg_fe_std,mg_fe_mean,mg_fe_n,si_fe_std,si_fe_mean,si_fe_n,ba_fe_std,ba_fe_mean,ba_fe_n,ce_fe_std,ce_fe_mean,ce_fe_n,eu_fe_std,eu_fe_mean,eu_fe_n,alpha_scatter,sproc_scatter,alpha_sproc_ratio,age_gyr
ASCC_87,0.12039903736447667,0.05506688314285713,7,0.09749158942280614,0.10607981471428572,7,0.1439720243215561,0.11738430708646774,7.0,0.1143292784690857,0.06593342870473862,6.0,0.16914112865924835,0.10977697372436523,6.0,0.10894531339364141,0.1291506588459015,0.8435521302576671,0.0831763917221371
ASCC_97,0.04813799544589836,0.0012590351199999988,5,0.06409995545824965,0.0632795166,5,0.15989479422569275,-0.005535942502319813,5.0,,,,0.06786340475082397,0.05272838473320007,5.0,0.056118975452074005,0.15989479422569275,0.3509743748934167,0.1122018947073786
ASCC_99,0.12542123557544696,0.058143919999999995,11,0.08440157326109134,0.08297945472727274,11,0.21360300481319427,0.15113116800785065,11.0,0.2227843850851059,0.06006596237421036,10.0,0.29634204506874084,0.21566233038902283,9.0,0.10491140441826916,0.21819369494915009,0.48081776351382977,0.3548135450617081
Alessi_24,0.1130868700921028,0.10256476993246755,77,0.11071267315988134,0.12595998823246754,77,0.1722167730331421,-0.009439093992114067,77.0,0.1343832015991211,0.012720693834125996,47.0,0.18981024622917175,0.20234932005405426,68.0,0.11189977162599207,0.1532999873161316,0.7299398622599689,0.0724436182787123
Alessi_43,0.09140051348787448,-0.015568445683333335,12,0.11105955005142282,0.025415690985833326,12,0.22394216060638428,0.10603765398263931,12.0,0.11882708966732025,0.037722788751125336,7.0,0.2040950208902359,0.18383121490478516,8.0,0.10123003176964865,0.17138463258743286,0.5906599106428376,0.0114815347022194
Alessi_5,0.10123692430876442,0.027244043408333335,12,0.09459878255628476,0.09664961863333332,12,0.20173676311969757,0.05488189682364464,12.0,0.12726224958896637,-0.09747466444969177,11.0,0.14584948122501373,0.1903991848230362,11.0,0.0979178534325246,0.16449950635433197,0.5952470958886011,0.0676082856622264
Alessi_59,0.06428911844012579,0.0322825005,6,0.06031691549531058,0.08574899871666668,6,0.2231048345565796,0.2902962267398834,6.0,,,,0.15462897717952728,0.254410982131958,5.0,0.062303016967718186,0.2231048345565796,0.2792544459717572,
Alessi_8,0.0655489671887023,0.014428719799999998,10,0.06410018774247411,0.06402137769999999,10,0.15530024468898773,-0.12252610921859741,10.0,,,,0.17693939805030823,0.17050868272781372,8.0,0.0648245774655882,0.15530024468898773,0.41741452240084514,0.1174896729347291
Alessi_9,0.12574699412750337,0.061758517199999995,5,0.09949482903706212,0.10642746040000002,5,0.09088912606239319,0.09041525423526764,5.0,,,,0.18408173322677612,0.13367968797683716,5.0,0.11262091158228274,0.09088912606239319,1.2391021507344147,0.2818381693478142
Alessi_Teutsch_12,0.09124457442949725,0.06021295581764707,85,0.10229385050416549,0.09179119853058823,85,0.12941186130046844,-0.0032386842649430037,85.0,0.11147479712963104,0.0035927980206906796,60.0,0.208174929022789,0.199427530169487,73.0,0.09676921246683137,0.12044332921504974,0.8034418601469526,0.0870963704709874
