cluster_name,family,age_gyr,age_bin,ra_cl,dec_cl,dist_cl,C_O_mean,C_O_std,c_fe,o_fe,mg_fe,si_fe,al_fe,ba_fe,eu_fe,ce_fe,y_fe,mn_fe,ni_fe,fe_h
Bochum_13,1,0.0089125054671134,<0.1,259.333,-35.529,0.567,0.2902,0.1884,,,,,,0.19314996898174286,0.11650072038173676,-0.051602788269519806,-0.04437142610549927,-0.15759402513504028,-0.009939385578036308,
Bochum_6,1,0.006456541439665,<0.1,112.992,-19.416,0.249,0.4265,0.084,,,,,,0.2600822150707245,0.2496100515127182,0.09313365817070007,0.24788856506347656,-0.03462094068527222,-0.010544114746153355,
Collinder_115,1,0.0954992627963111,<0.1,101.659,1.776,0.475,0.3273,0.077,,,,,,0.19125553965568542,0.26717934012413025,0.17323651909828186,0.011587841436266899,-0.06004621833562851,0.013559387065470219,
Collinder_135,3,0.0263026845396328,<0.1,109.362,-37.044,3.278,0.4071,0.0777,,,,,,0.04728865250945091,0.09130822122097015,0.05215385556221008,-0.05363617092370987,-0.04223562031984329,0.035696640610694885,
Collinder_140,3,0.0269153374005781,<0.1,110.882,-31.966,2.594,0.3963,0.1141,,,,,,0.12307984381914139,0.2023080289363861,0.09211761504411697,-0.060600582510232925,-0.0577366016805172,0.03135966137051582,
Collinder_185,3,0.0616594947701844,<0.1,125.833,-36.349,0.626,0.3952,0.0854,,,,,,0.19253583252429962,0.18855750560760498,0.07421649247407913,0.017248598858714104,-0.00951453484594822,0.033071696758270264,
Collinder_205,1,0.0045708802901852,<0.1,135.119,-48.984,0.483,0.5174,0.0435,,,,,,0.2244955599308014,0.23561115562915802,0.08683343976736069,0.19594217836856842,0.012332257814705372,0.024806436151266098,
Collinder_220,3,0.2344228197592381,0.1-0.3,156.429,-57.922,0.364,0.4515,0.0742,,,,,,0.0663745328783989,0.09154944121837616,0.059430669993162155,0.0016860868781805038,-0.057567209005355835,0.025983667001128197,
Collinder_261,5,6.309576215861531,>5,189.519,-68.377,0.315,0.4496,0.0815,,,,,,-0.0021320912055671215,0.09467002004384995,0.04653584957122803,-0.024071045219898224,-0.04504651948809624,0.04640321433544159,
Collinder_269,5,0.4168692736211187,0.3-0.5,200.992,-66.204,0.568,0.3418,0.1092,,,,,,0.07681921124458313,0.07030251622200012,-0.03159760311245918,-0.03672874718904495,-0.032201893627643585,0.07451529055833817,
Collinder_271,5,0.0616594947701844,<0.1,202.453,-64.199,0.353,0.4206,0.1039,,,,,,0.06639336049556732,0.11585250496864319,-0.0037786210887134075,-0.0006217408808879554,0.024785570800304413,0.0621076263487339,
Collinder_277,5,0.9772367059324804,0.5-1,207.058,-66.066,0.576,0.3823,0.1335,,,,,,0.03914283961057663,0.1562800109386444,-0.04199359938502312,-0.01517768856137991,-0.03138905391097069,0.045630503445863724,
Collinder_338,4,0.1445439262895664,0.1-0.3,264.483,-37.657,1.521,0.4988,0.1083,,,,,,0.0450468584895134,0.15387943387031555,0.01727396249771118,0.03584779053926468,0.019902672618627548,0.054040540009737015,
Collinder_359,5,0.0371535375952047,<0.1,270.598,3.26,1.786,0.4439,0.1085,,,,,,0.0231492780148983,0.13133122026920319,0.03343494236469269,-0.05415995046496391,-0.037171415984630585,0.03727663680911064,
Collinder_74,1,1.9054595463785964,1-2,87.17,7.374,0.379,0.4067,0.1202,,,,,,0.17940039932727814,0.15146411955356598,0.16132675111293793,0.02825874462723732,-0.053124066442251205,0.02179793082177639,
Czernik_25,2,0.7413100459583173,0.5-1,93.432,6.953,0.438,0.3805,0.039,,,,,,0.1980837732553482,0.3226351737976074,0.0897691622376442,-0.02527703531086445,0.027014615014195442,0.0185396708548069,
Czernik_26,3,0.5248077829311784,0.5-1,97.754,-4.183,0.06,0.3458,0.0935,,,,,,0.16680864989757538,0.17081424593925476,0.11469105631113052,0.022697454318404198,-0.0003591319837141782,0.02702729031443596,
Czernik_30,3,2.8840317564502844,2-5,112.796,-9.945,0.11,0.3087,0.0746,,,,,,0.05264733359217644,0.10634969919919968,0.010261031799018383,-0.026652079075574875,-0.08937893807888031,0.03718654066324234,
Czernik_39,4,0.1380385355838289,0.1-0.3,286.926,4.337,0.253,0.5085,0.0872,,,,,,0.09258060902357101,0.12753689289093018,0.018222229555249214,0.10893139243125916,0.08793681859970093,0.05708364024758339,
DBSB_43,3,0.0245470816103821,<0.1,150.962,-59.232,0.187,0.3879,0.0514,,,,,,0.0648297518491745,0.19392862915992737,0.08493255823850632,0.012617172673344612,-0.02376239374279976,0.0357210598886013,
DC_5,4,,,159.996,-59.192,0.198,0.3779,0.0925,,,,,,0.14766444265842438,0.10303236544132233,0.03135373443365097,-0.0010266912868246436,0.013021586462855339,0.037959638983011246,
Danks_1,1,,,198.121,-62.699,0.159,0.4308,0.0938,,,,,,0.26101183891296387,0.24220287799835205,0.09654056280851364,0.1349555104970932,0.007603425532579422,0.00283645186573267,
Dias_2,1,1.7377999128939918,1-2,92.291,4.573,0.21,0.3125,0.1764,,,,,,0.1848471313714981,0.19098487496376038,0.16699929535388947,-0.000329213566146791,-0.06368039548397064,0.02682104893028736,
Dias_6,5,1.096478099832217,1-2,277.617,-12.33,0.331,0.4287,0.1172,,,,,,0.05562714487314224,0.14256440103054047,0.06501543521881104,-0.028249282389879227,-0.016512829810380936,0.050692118704319,
Dolidze_32,4,0.102329353157667,0.1-0.3,280.26,-4.054,0.464,0.4347,0.0733,,,,,,0.032859526574611664,0.09773331135511398,0.1584187150001526,0.11859767138957977,6.928344373591244e-05,0.022146839648485184,
ESO_092_05,5,4.466831997992294,2-5,150.801,-64.755,0.061,0.3036,0.1718,,,,,,0.03889242559671402,0.1255149394273758,0.04222485050559044,-0.08689375966787338,-0.05222214385867119,0.05292149633169174,
ESO_130_08,5,0.1778279410038923,0.1-0.3,182.619,-59.479,0.721,0.4238,0.096,,,,,,0.039916738867759705,0.23737798631191254,-0.0018334161723032594,0.004214101005345583,0.002049471717327833,0.06834638863801956,
ESO_130_13,4,0.0338844319835388,<0.1,185.782,-59.644,0.386,0.1908,0.1092,,,,,,-0.024084344506263733,0.13374316692352295,0.07492081075906754,0.07726829499006271,-0.020098181441426277,0.059618037194013596,
ESO_134_12,3,0.1513562312005786,0.1-0.3,221.22,-59.158,0.415,0.3092,0.0791,,,,,,0.06551198661327362,0.17504411935806274,-0.03251803666353226,-0.09019487351179123,-0.06197495013475418,0.02173207886517048,
ESO_166_04,5,0.1995263191254866,0.1-0.3,137.602,-53.884,0.866,0.3129,0.0779,,,,,,0.05544067546725273,0.195926696062088,-0.09494400024414062,-0.04905666038393974,-0.06362108886241913,0.056219108402729034,
ESO_211_03,1,1.288248533293805,1-2,132.897,-50.253,0.159,0.3852,0.099,,,,,,0.25202906131744385,0.21532773971557617,0.18361015617847443,0.1714765578508377,-0.01362740807235241,0.001227237400598824,
ESO_312_03,4,0.0870963704709874,<0.1,126.123,-41.287,0.228,0.439,0.134,,,,,,0.12810049951076508,0.14796914160251617,0.20516718924045563,0.11812891811132431,0.019588293507695198,0.02536705881357193,
ESO_312_04,1,0.044668369023895,<0.1,126.722,-41.251,0.15,0.416,0.073,,,,,,0.2247069627046585,0.19626951217651367,0.05502817779779434,0.12021297961473465,0.027153674513101578,0.007303064689040184,
ESO_313_03,3,,,127.907,-41.784,0.163,0.463,0.1004,,,,,,0.06241247057914734,0.13923762738704681,0.045214127749204636,0.016694288700819016,-0.019074538722634315,0.03587508946657181,
ESO_371_25,3,2.041739917404129,2-5,133.248,-35.476,0.134,0.324,0.0784,,,,,,0.12046653777360916,0.17122404277324677,0.04873327538371086,-0.00633582379668951,-0.013403574004769325,0.03403444215655327,
ESO_518_03,3,1.4125363038976315,1-2,251.76,-25.81,0.566,0.4802,0.1429,,,,,,0.12700046598911285,0.20213620364665985,0.041741400957107544,-0.035942260175943375,-0.0013482248177751899,0.049438923597335815,
ESO_559_13,1,0.6165949477018448,0.5-1,112.176,-20.807,0.4,0.3263,0.1186,,,,,,0.16751772165298462,0.26288414001464844,0.1525844782590866,-0.010372763499617577,-0.06029422581195831,0.017459683120250702,
FSR_0088,1,0.1659587927845761,0.1-0.3,282.667,-4.158,0.233,0.467,0.0713,,,,,,0.18090854585170746,0.2648336589336395,0.08366423845291138,0.1858540177345276,0.020027367398142815,0.017222579568624496,
FSR_0985,3,0.2570394879669198,0.1-0.3,92.953,7.02,0.462,0.2408,0.1029,,,,,,0.041110944002866745,0.1450330764055252,0.08459243923425674,-0.07732825726270676,-0.06914403289556503,0.037604279816150665,
FSR_1032,1,,,99.072,4.011,0.456,0.3729,0.0932,,,,,,0.20034074783325195,0.37213873863220215,0.4527687728404999,0.1727396696805954,-0.04948856309056282,0.01713423617184162,
FSR_1063,1,0.1096478099832217,0.1-0.3,98.654,-0.265,0.393,0.3897,0.1367,,,,,,0.28559866547584534,0.23041094839572906,0.19719718396663666,0.21314172446727753,0.0015883923042565584,-0.0008180449367500842,
FSR_1171,3,,,105.058,-10.32,0.21,0.3842,0.0594,,,,,,0.0766133964061737,0.15735319256782532,0.07372647523880005,-0.028781818225979805,-0.024122625589370728,0.04326559603214264,
FSR_1211,3,1.2022642234116694,1-2,115.336,-9.607,0.288,0.3082,0.1679,,,,,,0.1302124410867691,0.22922883927822113,0.020833075046539307,-0.044671960175037384,-0.0412595197558403,0.009392835199832916,
FSR_1252,1,0.8511386362915022,0.5-1,110.659,-18.703,0.263,0.3435,0.0881,,,,,,0.2923564314842224,0.1797388792037964,0.1489344835281372,0.032495252788066864,-0.02732902206480503,-0.0038123466074466705,
FSR_1253,3,0.2951211041237279,0.1-0.3,111.583,-18.433,0.223,0.389,0.1017,,,,,,0.14625179767608643,0.20982100069522858,0.0990743562579155,0.025954484939575195,-0.02471085824072361,0.031638480722904205,
FSR_1260,1,0.1412536303897631,0.1-0.3,112.088,-19.679,0.321,0.4335,0.0744,,,,,,0.17708203196525574,0.18167416751384735,0.17308750748634338,0.046498190611600876,-0.03884326294064522,-0.008882406167685986,
FSR_1297,3,,,110.984,-25.879,0.754,0.3917,0.0769,,,,,,0.1198635995388031,0.1907544732093811,0.050974514335393906,-0.03271149471402168,-0.04446643218398094,0.030142368748784065,
FSR_1335,1,0.0112201894707378,<0.1,123.012,-28.986,0.131,0.3347,0.0853,,,,,,0.15411290526390076,0.18983910977840424,0.10756383836269379,-0.0031823408789932728,-0.08448948711156845,0.01830129139125347,
FSR_1361,4,0.2884031756450284,0.1-0.3,117.656,-36.401,0.359,0.4188,0.0622,,,,,,0.09689151495695114,0.10487183183431625,-0.00035369821125641465,0.07083483040332794,0.026854824274778366,0.028034385293722153,
FSR_1363,1,0.2238723104986867,0.1-0.3,122.655,-34.616,0.24,0.4305,0.0743,,,,,,0.27126237750053406,0.2370043247938156,0.18282300233840942,0.049643561244010925,-0.021985983476042747,0.0016027431702241302,
FSR_1380,4,1.0232935315766702,1-2,122.764,-39.994,0.26,0.4694,0.1319,,,,,,0.19907082617282867,0.16590158641338348,0.041679855436086655,0.06676565110683441,0.05098436027765274,0.03669985383749008,
FSR_1402,3,3.0199485372543653,2-5,136.441,-37.874,0.194,0.3118,0.1109,,,,,,0.08588612079620361,0.08739598095417023,0.059132251888513565,-0.0399317629635334,-0.030115000903606415,0.03831985592842102,
FSR_1407,3,4.07379955757968,2-5,142.445,-33.848,0.275,0.2697,0.1789,,,,,,0.0709172710776329,0.19683945178985596,0.03227408975362778,-0.036367278546094894,-0.04140300676226616,0.05014047026634216,
FSR_1419,3,1.621810239813303,1-2,124.711,-47.786,0.036,0.3458,0.0897,,,,,,0.04608076438307762,0.1811167448759079,0.06655533611774445,-0.013609742745757103,0.014023259282112122,0.04347176477313042,
FSR_1452,4,0.2344228197592381,0.1-0.3,133.332,-47.871,0.363,0.4411,0.1141,,,,,,0.15471723675727844,0.17244555056095123,0.06506457924842834,0.08143050223588943,0.0051126861944794655,0.012324382551014423,
FSR_1509,2,0.0616594947701844,<0.1,147.006,-55.073,0.233,0.3572,0.0649,,,,,,0.049572158604860306,0.34706175327301025,0.10854353755712509,-0.023375477641820908,0.03137979656457901,0.02385799214243889,
FSR_1580,2,,,171.917,-58.471,0.125,0.4268,0.1417,,,,,,0.04066650569438934,0.23103657364845276,0.02677045948803425,-0.026274848729372025,0.03007977455854416,0.04947037622332573,
FSR_1586,4,,,170.679,-62.302,0.211,0.4003,0.0885,,,,,,0.12813623249530792,0.15773357450962067,0.019879575818777084,0.05710776895284653,-0.015273025259375572,0.030037418007850647,
FSR_1663,5,1.288248533293805,1-2,205.251,-60.203,0.27,0.4657,0.1066,,,,,,0.031059905886650085,0.10008735209703445,0.04611339792609215,0.007399143651127815,0.025441849604249,0.06982865184545517,
FSR_1750,5,,,255.523,-38.875,0.253,0.5219,0.0858,,,,,,-0.10002849996089935,-0.08935327082872391,-0.09298472106456757,-0.04414341598749161,0.08831068128347397,0.09367138892412186,
Ferrero_1,5,0.2511884225153641,0.1-0.3,275.063,-32.338,1.145,0.3378,0.1306,,,,,,-0.09577860683202744,0.1240728497505188,-0.05074765533208847,-0.0626496970653534,0.03847280517220497,0.06085139140486717,
Ferrero_11,3,0.2818381693478142,0.1-0.3,93.646,0.637,1.24,0.3907,0.0653,,,,,,0.08710504323244095,0.14569449424743652,0.15565159916877747,-0.031917065382003784,-0.030621560290455818,0.04109473526477814,
Graham_1,4,0.0154881682297679,<0.1,164.134,-63.018,0.218,0.4351,0.1163,,,,,,0.13174088299274445,0.0872289314866066,-0.09699764847755432,0.0683758333325386,-0.03930383920669556,0.031558528542518616,
Gulliver_1,3,1.380385355838289,1-2,161.582,-57.034,0.323,0.3404,0.097,,,,,,0.07371566444635391,0.06471215188503265,0.030983397737145424,-0.008464490063488483,-0.05093265324831009,0.037997983396053314,
Gulliver_13,4,1.0,0.5-1,104.858,-13.254,0.62,0.3695,0.1178,,,,,,0.09171205013990402,0.23328274488449097,-0.06348078697919846,0.010384335182607174,0.018295742571353912,0.04286414012312889,
Gulliver_14,4,0.602559215586761,0.5-1,259.928,-36.785,0.745,0.3993,0.1129,,,,,,0.14260613918304443,0.16939306259155273,0.004963625222444534,0.030770115554332733,0.012514740228652954,0.03654680401086807,
Gulliver_27,4,0.602559215586761,0.5-1,146.088,-54.117,0.322,0.3022,0.0918,,,,,,0.18286298215389252,0.15013720095157623,-0.01628742180764675,0.05108390003442764,-0.012322276830673218,0.03693632036447525,
Gulliver_32,1,1.288248533293805,1-2,98.383,7.478,0.577,0.4268,0.1118,,,,,,0.14601753652095795,0.22322411835193634,0.20479218661785126,0.002353199291974306,-0.0880357101559639,0.01997559890151024,
Gulliver_34,3,,,167.722,-59.158,0.223,0.214,0.117,,,,,,0.11092349886894226,0.13731352984905243,0.07698412239551544,-0.03169497102499008,-0.017041971907019615,0.029989944770932198,
Gulliver_35,4,0.1548815122441698,0.1-0.3,150.379,-58.198,0.405,0.4586,0.1197,,,,,,0.10974927246570587,0.14332155883312225,0.10980137437582016,0.09236704558134079,0.004040693398565054,0.02865220606327057,
Gulliver_36,4,0.7413100459583173,0.5-1,123.185,-35.111,0.725,0.4206,0.1144,,,,,,0.1505896896123886,0.12964686751365662,0.03326142951846123,0.027948535978794098,0.007717243395745754,0.044561997056007385,
Gulliver_39,3,0.6165949477018448,0.5-1,163.697,-58.05,0.335,0.4322,0.084,,,,,,0.10541900992393494,0.12370049953460693,0.06002010032534599,0.004288220778107643,-0.0179742444306612,0.04042674973607063,
Gulliver_40,1,0.0416869273621118,<0.1,163.095,-58.394,0.589,0.4524,0.106,,,,,,0.1904459297657013,0.08452623337507248,0.10309123992919922,0.09002453833818436,-0.028352348133921623,0.03430945426225662,
Gulliver_41,5,,,277.718,-12.429,0.171,0.4428,0.1152,,,,,,0.040762823075056076,0.12317325919866562,0.06503263115882874,-0.028520170599222183,-0.023124288767576218,0.04900835081934929,
Gulliver_46,2,0.0117489801933541,<0.1,186.234,-61.973,0.181,0.432,0.0716,,,,,,0.11575470864772797,0.2324058711528778,0.09865997731685638,-0.010851465165615082,0.04532391577959061,0.06475932151079178,
Gulliver_52,4,0.4786304286528699,0.3-0.5,161.669,-59.508,0.396,0.4612,0.0836,,,,,,0.06821232289075851,0.11754238605499268,0.06644158810377121,0.04299536719918251,0.03159371390938759,0.02997012995183468,
Gulliver_58,4,0.6606929837429628,0.5-1,191.515,-61.965,0.398,0.4492,0.1276,,,,,,0.0472426563501358,0.12172303348779678,0.08139577507972717,-0.001325698453001678,0.0028709627222269773,0.04008186608552933,
Gulliver_7,4,0.4786304286528699,0.3-0.5,141.746,-55.127,0.084,0.3896,0.0543,,,,,,0.2843574583530426,0.18644633889198303,0.10616536438465118,-0.024040965363383293,-0.00035173125797882676,0.043995413929224014,
Gulliver_9,3,0.0177827941003892,<0.1,126.998,-47.929,1.985,0.3268,0.1018,,,,,,0.20269250869750977,0.15489619970321655,0.09032590687274933,-0.0036009293980896473,-0.01580538973212242,0.024049485102295876,
Haffner_21,4,0.2691536695250797,0.1-0.3,120.288,-27.212,0.286,0.3795,0.1124,,,,,,0.09463129937648773,0.13115938007831573,-0.10281402617692947,-0.00466725742444396,0.00791214406490326,0.04345021769404411,
Haffner_26,3,0.5370312303176601,0.5-1,123.911,-30.851,0.303,0.3912,0.0891,,,,,,0.17266079783439636,0.22597597539424896,0.1134803295135498,-0.03750239312648773,-0.0077356863766908646,0.029550418257713318,
Haffner_4,4,0.4570880290185208,0.3-0.5,106.512,-15.002,0.223,0.4697,0.0474,,,,,,-0.006791315972805023,0.13644717633724213,0.08855409175157547,0.0455290861427784,0.06789346784353256,-0.001290582586079836,
Haffner_9,3,0.3801893295314407,0.3-0.5,111.175,-17.001,0.337,0.2758,0.0973,,,,,,0.14995433390140533,0.23084302246570587,0.05757022276520729,0.044075265526771545,-0.011376420967280865,0.03670394793152809,
Harvard_13,5,0.8511386362915022,0.5-1,255.999,-48.09,0.807,0.5055,0.1319,,,,,,-0.02879844605922699,0.11016440391540527,-0.05014393851161003,-0.010261171497404575,0.008925057016313076,0.0569586455821991,
Hogg_10,4,,,167.663,-60.385,0.382,0.3965,0.1092,,,,,,0.08890720456838608,0.18515394628047943,0.015988729894161224,0.16313335299491882,0.059825073927640915,0.028612196445465088,
Hogg_17,4,0.1479108648008083,0.1-0.3,218.459,-61.326,0.407,0.4292,0.1332,,,,,,0.14222857356071472,0.17874658107757568,0.03869766741991043,0.11829956620931625,-0.0020271409302949905,0.025569738820195198,
Hogg_18,2,0.2630268453963283,0.1-0.3,222.716,-52.271,0.564,0.3074,0.1381,,,,,,0.005868758540600538,0.2129175066947937,0.05814557150006294,-0.08858124911785126,-0.037685029208660126,0.0698883980512619,
Hogg_4,1,1.4791086480080835,1-2,149.424,-54.612,0.21,0.3976,0.0889,,,,,,0.20606575906276703,0.12822242081165314,0.10059953480958939,0.06378311663866043,-0.011271480470895767,0.00662487605586648,
IC_2391,4,0.0288403175645028,<0.1,130.292,-52.991,6.582,0.4024,0.0942,,,,,,0.07865011692047119,0.2559814155101776,-0.03767962381243706,0.014508149586617947,-0.008523975498974323,0.041782453656196594,
IC_2395,2,0.0204173767566041,<0.1,130.531,-48.09,1.379,0.3474,0.1385,,,,,,0.3010694682598114,0.39906129240989685,0.1740756630897522,-0.025457484647631645,-0.04066959396004677,0.0313875749707222,
IC_2581,3,0.0102329353157667,<0.1,156.867,-57.626,0.352,0.442,0.076,,,,,,0.07243664562702179,0.10819471627473831,0.03668886423110962,-0.01735740713775158,-0.024060778319835663,0.02604621648788452,
IC_2602,3,0.0363078006932764,<0.1,160.613,-64.426,6.561,0.3778,0.0937,,,,,,0.16187722980976105,0.2051895707845688,0.026034725829958916,0.04934554174542427,-0.017797868698835373,0.03916843980550766,
IC_2714,3,0.5248077829311784,0.5-1,169.373,-62.719,0.719,0.3809,0.0677,,,,,,0.10675079375505447,0.08546660095453262,0.057042304426431656,0.05199979245662689,-0.07196158915758133,0.009930933825671673,
IC_2948,4,0.006456541439665,<0.1,174.822,-63.44,0.388,0.3295,0.1311,,,,,,0.05256546661257744,0.1478709727525711,-0.024269739165902138,0.03676654398441315,0.002399376593530178,0.033379171043634415,
IC_4651,5,1.6595879278457617,1-2,261.212,-49.917,1.056,0.3441,0.1392,,,,,,-0.012192653492093086,0.1176893562078476,0.03318706154823303,-0.11447729170322418,-0.008997378870844841,0.07329737395048141,
IC_4665,2,0.0331131106939867,<0.1,266.554,5.615,2.868,0.2959,0.1612,,,,,,-0.008081745356321335,0.2856786251068115,-0.018720002844929695,-0.07724808901548386,-0.06595063954591751,0.06463683396577835,
IC_4756,5,1.288248533293805,1-2,279.649,5.435,2.093,0.4346,0.1374,,,,,,0.029600271955132484,0.15102353692054749,-0.01495948527008295,-0.011205452494323254,-0.012537606060504913,0.06299782544374466,
Ivanov_8,3,,,124.794,-35.658,0.088,0.3205,0.1327,,,,,,0.13727375864982605,0.1361689567565918,0.025387560948729515,0.00032078754156827927,-0.04747104272246361,0.04007289931178093,
Juchert_10,4,,,220.049,-60.375,0.107,0.4778,0.1109,,,,,,0.18814893066883087,0.10015127807855606,-0.07573159039020538,0.030042387545108795,0.12596455216407776,0.0451916866004467,
Juchert_13,4,2.290865841769215,2-5,180.431,-64.099,0.274,0.3665,0.0789,,,,,,0.19639338552951813,0.1617458313703537,0.11308193951845169,0.018918532878160477,0.05296793207526207,0.04660431295633316,
Kronberger_25,4,,,275.667,-14.727,0.268,0.3676,0.1245,,,,,,-0.035417262464761734,0.19103409349918365,0.06250815838575363,0.12487950176000595,0.04820544645190239,0.04029035568237305,
LP_1540,4,1.621810239813303,1-2,170.219,-59.302,0.346,0.4922,0.1447,,,,,,0.08466719090938568,0.18304406106472015,0.047680068761110306,0.10921312868595123,0.011114835739135742,0.02944483980536461,
LP_198,1,0.2570394879669198,0.1-0.3,112.127,-20.107,0.278,0.3816,0.1063,,,,,,0.2453957498073578,0.23876464366912842,0.1786043792963028,0.03506699949502945,-0.04286130890250206,0.0005841782549396157,
LP_1994,5,0.7244353873869618,0.5-1,191.005,-58.096,0.501,0.4418,0.1162,,,,,,0.08593165874481201,0.15111646056175232,0.006894911639392376,-0.036967821419239044,-0.032406970858573914,0.054625749588012695,
LP_2059,3,0.2691536695250797,0.1-0.3,153.233,-60.885,0.472,0.3973,0.0799,,,,,,0.15613538026809692,0.17614451050758362,0.048428602516651154,-0.03713984787464142,-0.007209678180515766,0.04051979258656502,
LP_2068,5,0.2238723104986867,0.1-0.3,283.967,-5.094,0.503,0.5448,0.0864,,,,,,-0.0185120590031147,0.10668449103832245,-0.04432680085301399,-0.0003463681787252426,-0.027286231517791748,0.09662282466888428,
LP_2094,5,0.1479108648008083,0.1-0.3,175.495,-61.961,0.545,0.4795,0.099,,,,,,0.1165899708867073,0.05965546518564224,-0.026942700147628784,-0.06604430079460144,-0.039498038589954376,0.06251370161771774,
LP_2100,5,0.2511884225153641,0.1-0.3,227.612,-60.495,0.481,0.4911,0.1296,,,,,,0.04558197036385536,0.1475503295660019,-0.0093764653429389,-0.01195601187646389,0.07700546830892563,0.08997926861047745,
LP_2117,1,0.6309576215861531,0.5-1,282.302,-4.466,0.607,0.4972,0.0917,,,,,,0.20064835250377655,0.2955528497695923,0.09374083578586578,0.3187124729156494,-0.021683428436517715,-0.0032819577027112246,
LP_2210,5,0.1288248533293804,0.1-0.3,247.197,-54.963,0.684,0.409,0.0611,,,,,,0.03287886455655098,0.15415336191654205,-0.09559518098831177,-0.11074410378932953,-0.10508354753255844,0.07149078696966171,
LP_2220,1,0.4570880290185208,0.3-0.5,127.45,-41.343,0.716,0.3636,0.0736,,,,,,0.22965049743652344,0.27109766006469727,0.023436039686203003,0.03392050787806511,-0.005240366794168949,0.023352595046162605,
LP_2238,5,0.2951211041237279,0.1-0.3,167.713,-56.821,0.814,0.4608,0.1373,,,,,,0.03920580819249153,0.16257166862487793,0.04093390703201294,-0.053418464958667755,-0.022186407819390297,0.05011459067463875,
LP_403,4,0.0263026845396328,<0.1,161.024,-58.095,0.37,0.4963,0.1368,,,,,,0.06481406837701797,0.17848734557628632,0.06618233025074005,0.037014733999967575,-0.0020031866151839495,0.03680630028247833,
LP_5,5,2.691536695250797,2-5,156.138,-72.51,0.51,0.2738,0.1706,,,,,,0.008515148423612118,0.1242273598909378,0.026562362909317017,-0.061273157596588135,-0.05089987814426422,0.050786443054676056,
LP_658,1,0.9332548746146908,0.5-1,95.274,-3.431,0.673,0.2944,0.1339,,,,,,0.25748080015182495,0.17192868888378143,0.24313870072364807,0.09086910635232925,-0.015034080483019352,0.011743072420358658,
LP_866,4,1.9054595463785964,1-2,261.768,-39.405,0.391,0.4851,0.1028,,,,,,0.026633333414793015,0.12766529619693756,0.08140943199396133,0.11781012266874313,0.07082827389240265,0.046669572591781616,
Loden_372,4,0.0954992627963111,<0.1,172.769,-58.507,0.551,0.4439,0.1317,,,,,,0.03988253325223923,0.14095978438854218,0.02826746366918087,-0.008217420428991318,0.002867108443751931,0.047624386847019196,
Loden_46,3,0.8317639172213713,0.5-1,155.884,-54.667,0.875,0.4196,0.1102,,,,,,0.17836017906665802,0.1463748812675476,0.06277206540107727,-0.031142812222242355,-0.04449135810136795,0.041509293019771576,
Lynga_1,4,0.1659587927845761,0.1-0.3,209.994,-62.152,0.422,0.4398,0.1403,,,,,,0.04465007781982422,0.19038233160972595,0.012964536435902119,0.06388100236654282,0.05975433066487312,0.04670587182044983,
Lynga_2,5,0.102329353157667,0.1-0.3,216.085,-61.328,1.034,0.4062,0.1472,,,,,,0.12075638025999069,0.1791222095489502,-0.01411725115031004,0.0933729037642479,0.03662661835551262,0.07834716886281967,
Lynga_3,4,,,229.194,-58.373,0.108,0.447,0.1252,,,,,,0.06159904971718788,0.17457228899002075,-0.02378016524016857,0.07293680310249329,0.08170203864574432,0.03912307322025299,
Lynga_9,4,0.6309576215861531,0.5-1,245.17,-48.523,0.359,0.444,0.1155,,,,,,0.013480137102305889,0.17139717936515808,-0.002004112582653761,0.050497107207775116,0.09262344986200333,0.05900611728429794,
Mamajek_4,2,0.3715349680219835,0.3-0.5,276.635,-50.772,2.224,0.3153,0.1491,,,,,,-0.06234715133905411,0.22261159121990204,-0.009171249344944954,-0.12915627658367157,-0.0530824139714241,0.072328582406044,
Mayer_3,3,,,112.523,-18.553,0.209,0.3885,0.1205,,,,,,0.1283857375383377,0.10788222402334213,0.12356558442115784,-0.03863697499036789,-0.07699347287416458,0.017641102895140648,
Melotte_101,4,0.1659587927845761,0.1-0.3,160.535,-65.11,0.439,0.4187,0.0861,,,,,,0.08816620707511902,0.13755835592746735,0.03674112260341644,0.03770621120929718,0.00960901752114296,0.03613471984863281,
Melotte_105,4,0.3019948537254365,0.3-0.5,169.92,-63.486,0.407,0.4083,0.1205,,,,,,0.08874340355396271,0.1176200583577156,0.14273786544799805,0.09227576851844788,0.03430548682808876,0.03857264295220375,
Melotte_22,3,0.0776246877988414,<0.1,56.601,24.114,7.346,0.424,0.1223,,,,,,0.09717412292957306,0.1446223109960556,0.14531917870044708,-0.028270024806261063,-0.03512484207749367,0.047823552042245865,
Melotte_25,2,0.794327537013272,0.5-1,67.447,16.948,21.059,0.4542,0.0229,,,,,,0.2340174913406372,0.33966243267059326,0.08834197372198105,-0.1945197582244873,0.10733803361654282,0.027389487251639366,
Muzzio_1,4,0.0077624687798841,<0.1,134.478,-47.761,0.519,0.4038,0.0944,,,,,,0.06926560401916504,0.1522659808397293,0.0728052482008934,0.10869681090116501,0.0025136887561529875,0.024713274091482162,
NGC_1817,1,1.1220189470737862,1-2,78.139,16.696,0.551,0.3619,0.1043,,,,,,0.1972694993019104,0.25733980536460876,0.17755760252475739,-0.02543676644563675,-0.05354461446404457,0.018533805385231972,
