cluster_name,family,age_gyr,age_bin,ra_cl,dec_cl,dist_cl,C_O_mean,C_O_std,c_fe,o_fe,mg_fe,si_fe,al_fe,ba_fe,eu_fe,ce_fe,y_fe,mn_fe,ni_fe,fe_h
BH_85,3,2.290865841769215,2-5,150.469,-49.564,0.106,0.3816,0.1238,,,,,,0.0849701538681984,0.1457243263721466,0.048126574605703354,0.007529775146394968,-0.021208951249718666,0.04514378309249878,
BH_90,3,0.1258926517592568,0.1-0.3,153.064,-58.069,0.369,0.3852,0.1024,,,,,,0.10372396558523178,0.030730027705430984,0.03641430288553238,0.004956625401973724,-0.032318245619535446,0.033150769770145416,
BH_92,1,0.2137961713919407,0.1-0.3,154.779,-56.425,0.388,0.3768,0.1424,,,,,,0.20639902353286743,0.23825517296791077,0.24807225167751312,0.1612243950366974,0.010292809456586838,0.005376282148063183,
BH_99,4,0.0954992627963111,<0.1,159.553,-59.168,2.225,0.3952,0.1107,,,,,,0.1546831727027893,0.1436281055212021,0.05348728224635124,-0.007859949953854084,0.01583416946232319,0.03504616394639015,
Basel_17,3,0.1047129651766653,0.1-0.3,167.65,-59.047,0.438,0.2128,0.1139,,,,,,0.12640033662319183,0.13731352984905243,0.07698412239551544,-0.021943768486380577,-0.012516257353127003,0.03103461116552353,
Basel_18,4,0.0275422906622152,<0.1,201.967,-62.306,0.508,0.4333,0.0901,,,,,,0.030501849949359894,0.1894686371088028,0.05012412741780281,0.1004779189825058,-0.030499832704663277,0.052474576979875565,
Basel_8,1,0.069183121399144,<0.1,98.55,8.005,0.625,0.2906,0.1308,,,,,,0.1209765300154686,0.1478448510169983,0.2081109583377838,-0.003213312244042754,-0.05693810060620308,0.011522439308464527,
Berkeley_22,1,2.454710856206481,2-5,89.618,7.763,0.069,0.246,0.0805,,,,,,0.13064615428447723,0.19439059495925903,0.08821620792150497,-0.00897722877562046,-0.054294880479574203,0.015536579303443432,
Berkeley_24,1,1.4125363038976315,1-2,99.452,-0.874,0.156,0.349,0.1112,,,,,,0.25594690442085266,0.23235300183296204,0.19869939982891083,0.16445858776569366,-0.06863192468881607,0.01916535384953022,
Berkeley_25,3,2.454710856206481,2-5,100.317,-16.487,0.077,0.1481,0.1369,,,,,,0.047761786729097366,0.14741326868534088,0.09277191013097763,-0.010670853778719902,-0.03336982801556587,0.026314571499824524,
Berkeley_32,1,4.897783461428336,2-5,104.53,6.433,0.28,0.3408,0.0855,,,,,,0.1425853967666626,0.2671187222003937,0.15532530844211578,-0.025661228224635124,-0.06632783263921738,0.028669999912381172,
Berkeley_39,1,5.62341325190349,>5,116.702,-4.665,0.201,0.3712,0.0526,,,,,,0.19876931607723236,0.22630473971366882,0.13180851936340332,-0.004717934411019087,-0.06883973628282547,0.008927041664719582,
Berkeley_73,2,1.4125363038976315,1-2,95.52,-6.321,0.128,0.3682,0.0751,,,,,,0.10544984042644501,0.28410592675209045,0.20241719484329224,-0.00973600335419178,-0.029912224039435387,0.03643452003598213,
Berkeley_75,3,1.698241862446276,1-2,102.252,-23.999,0.088,0.4127,0.1216,,,,,,0.031044553965330124,0.12919022142887115,0.07169748842716217,-0.05583196133375168,-0.057633254677057266,0.0245666541159153,
Berkeley_78,1,3.890452816839944,2-5,110.913,5.37,0.187,0.379,0.0926,,,,,,0.24846923351287842,0.30869078636169434,0.16656213998794556,-0.012548034079372883,-0.06985940784215927,0.028658805415034294,
Bica_3,4,,,276.519,-13.058,0.391,0.3875,0.1763,,,,,,0.08470293134450912,0.19085292518138885,-0.038670413196086884,0.01660636067390442,0.04552764445543289,0.030759433284401894,
Blanco_1,2,0.1047129651766653,0.1-0.3,0.853,-29.958,4.21,0.5102,0.1945,,,,,,-0.031172482296824455,0.31002485752105713,-0.11418430507183075,-0.08355775475502014,-0.0679687038064003,0.021850021556019783,
Bochum_11,1,0.0063095762158615,<0.1,161.769,-60.096,0.389,0.4034,0.0624,,,,,,0.14734354615211487,0.11493842303752899,0.07524052262306213,0.04324362426996231,-0.03786081448197365,0.010569451376795769,
