sobject_id,gaiadr3_source_id,tmass_id,ra,dec,survey_name,teff,e_teff,logg,e_logg,fe_h,e_fe_h,vmic,vsini,e_vsini,age,mass,lbol,ruwe,parallax,parallax_error,rv_gaia_dr3,e_rv_gaia_dr3,rv_comp_1,e_rv_comp_1,snr_px_ccd1,snr_px_ccd2,snr_px_ccd3,snr_px_ccd4,flag_sp,flag_fe_h,flag_red,c_fe,e_c_fe,flag_c_fe,o_fe,e_o_fe,flag_o_fe,na_fe,e_na_fe,flag_na_fe,mg_fe,e_mg_fe,flag_mg_fe,al_fe,e_al_fe,flag_al_fe,si_fe,e_si_fe,flag_si_fe,k_fe,e_k_fe,flag_k_fe,ca_fe,e_ca_fe,flag_ca_fe,sc_fe,e_sc_fe,flag_sc_fe,ti_fe,e_ti_fe,flag_ti_fe,v_fe,e_v_fe,flag_v_fe,cr_fe,e_cr_fe,flag_cr_fe,mn_fe,e_mn_fe,flag_mn_fe,co_fe,e_co_fe,flag_co_fe,ni_fe,e_ni_fe,flag_ni_fe,cu_fe,e_cu_fe,flag_cu_fe,zn_fe,e_zn_fe,flag_zn_fe,n_fe,e_n_fe,flag_n_fe,rb_fe,e_rb_fe,flag_rb_fe,sr_fe,e_sr_fe,flag_sr_fe,y_fe,e_y_fe,flag_y_fe,zr_fe,e_zr_fe,flag_zr_fe,mo_fe,e_mo_fe,flag_mo_fe,ru_fe,e_ru_fe,flag_ru_fe,ba_fe,e_ba_fe,flag_ba_fe,la_fe,e_la_fe,flag_la_fe,ce_fe,e_ce_fe,flag_ce_fe,nd_fe,e_nd_fe,flag_nd_fe,sm_fe,e_sm_fe,flag_sm_fe,eu_fe,e_eu_fe,flag_eu_fe,a_li,flag_a_li,nn_li_fe
170829002901192,3312653647717790720,04333861+1557416,68.41092,15.9615,Melotte_25,5734.0254,66.82512,3.9375741,0.101257995,0.12957397,0.053821336,1.3239089,5.538312,1.4395227,6.3121543,1.1499472,3.5451686,0.984787,10.035197,0.024161762,53.70128,0.13967045,53.822895,0.20833102,196.67188,251.8164,294.745,272.49982,0,0,0,-0.0715446,0.020031523,0,0.18021967,0.023582548,0,0.10520673,0.009628561,0,0.020332545,0.010406437,0,0.08610666,0.019315911,0,0.005609162,0.005421673,0,-0.111132994,0.022414358,0,-0.042535856,0.019475464,0,0.03784337,0.013811309,0,-0.028853284,0.007809014,0,0.015363157,0.013913973,0,-0.0020818303,0.005943448,0,0.039540388,0.006659708,0,0.021540143,0.0113552455,0,0.051463626,0.0054147225,0,0.07988115,0.015039962,0,-0.009968467,0.0144682145,0,0.37618434,0.052345455,0,,,2,,,2,-0.06935767,0.016118849,0,-0.5984141,0.051749215,0,,,2,,,2,-0.039925143,0.03233052,0,0.2566279,0.01968161,0,-0.10639306,0.03032598,0,0.15183988,0.026800135,0,0.04930267,0.037837595,0,,,2,2.25514,0,0.7960707
