cluster,age_gyr,n_match,n_rv,cl_rv,med_drv_match,med_drv_rand,ratio,frac_in10_match,frac_in10_rand,mw_p
UBC_229,0.1122018947073786,13593,13593,61.29521960000001,54.021827697753906,55.92768478393555,0.9659228324300477,0.05171779592437284,0.05885382182005444,3.992582e-11
UBC_239,0.2754226042194985,18232,18232,53.55776700000001,46.063720703125,48.43877029418945,0.9509680040050613,0.09137779727950855,0.0863317244405441,1.7044455e-13
UBC_250,0.3311314705081584,18838,18838,21.14963234,25.12349510192871,26.30780792236328,0.954982459050576,0.21228368191952438,0.1961460876950844,6.4303673e-10
UBC_254,0.1096478099832217,28757,28757,25.20832339230769,25.9984130859375,27.90277671813965,0.9317500314954634,0.2017595715825712,0.1909100392947804,3.5536963e-27
UBC_258,0.0407380403044348,25479,25479,10.175563335945947,22.003185272216797,23.973129272460938,0.9178269979753078,0.24498606695710193,0.2286588955610503,2.2900903e-25
UBC_259,0.102329353157667,18701,18701,2.2077434166666667,23.181772232055664,23.681472778320312,0.9788990933569761,0.23180578578685632,0.22736752045345168,2.685402e-05
UBC_260,0.2344228197592381,8573,8573,23.311623323076926,28.027904510498047,26.88275718688965,1.0425978375524245,0.19036509973171586,0.1938644581826665,0.99368125
UBC_264,0.2951211041237279,19272,19272,-1.9120846759230772,22.391611099243164,24.638465881347656,0.9088070339718085,0.24678289746782897,0.2180365296803653,5.0481333e-33
UBC_266,0.0128824994773753,21469,21469,-4.675984137894737,22.221494674682617,25.50721549987793,0.8711846526246255,0.24547021286506124,0.21221295821882716,0.0
UBC_270,0.1621810239813303,19942,19942,0.42187538461538393,22.03777313232422,23.720523834228516,0.9290592942354796,0.2501253635543075,0.22986661317821683,1.932152e-18
UBC_277,0.102329353157667,18926,18926,-19.508800964285715,31.253198623657227,31.7137508392334,0.9854778383701489,0.15830075029060553,0.15771953925816337,0.0017922749
UBC_285,0.0616594947701844,17891,17891,-10.382080389473684,26.699127197265625,27.030467987060547,0.9877419514174326,0.1930579621038511,0.1947906768766419,0.009028514
UBC_286,0.0575440240605537,15072,15072,-5.3227694,25.88121795654297,24.876346588134766,1.0403946521989484,0.20435244161358812,0.21689225053078556,0.50285625
UBC_289,0.1380385355838289,29120,29120,-9.721283316666666,22.70220184326172,26.896337509155273,0.8440629448352993,0.2298076923076923,0.19553571428571428,0.0
UBC_291,0.0251188698309886,16095,16095,-8.135967599999999,24.670230865478516,26.318035125732422,0.9373887810248126,0.21547064305684996,0.2059645852749301,4.9155802e-14
UBC_292,0.069183121399144,18498,18498,-19.807345092400002,30.778888702392578,31.79563331604004,0.9680225078852404,0.15947670018380367,0.15990917937074278,1.247499e-06
UBC_301,0.2344228197592381,21150,21150,-33.44389085,40.934913635253906,42.341407775878906,0.9667820647799469,0.1097872340425532,0.10619385342789599,1.8451298e-07
UBC_302,0.5754402406055371,5639,5639,-26.958754614285716,36.69779586791992,36.6901969909668,1.0002071091892746,0.13158361411597802,0.13016492285866288,0.2824285
UBC_303,0.7079464062202759,13623,13623,-22.874638666666666,32.606468200683594,34.13069152832031,0.9553415632855848,0.14372751963590985,0.14269984584893194,4.826866e-07
UBC_312,0.794327537013272,13009,13009,-43.0571014,48.30562973022461,50.560733795166016,0.9553981143929321,0.09032208471058498,0.07417941425167192,5.215794e-13
UBC_324,0.794327537013272,12976,12976,-29.228754180499998,35.545867919921875,38.48897171020508,0.9235338420459058,0.13817817509247843,0.12746609124537608,2.8270084e-19
UBC_326,0.2630268453963283,9767,9767,-27.699996219999996,35.07331848144531,37.01318359375,0.947589887603393,0.13125831882870892,0.1317702467492577,7.154355e-08
UBC_344,0.0034673681999632,16466,16466,6.494188925,23.316253662109375,23.41207504272461,0.995907181211389,0.23478683347503948,0.23108223004979958,0.0005114279
UBC_345,0.0144543926289566,9886,9886,-14.602151361538462,27.72871208190918,28.760074615478516,0.964139087003124,0.18268258142828242,0.18065951851102569,1.1424006e-06
UBC_354,0.1995263191254866,21366,21366,-4.46466017,23.983768463134766,24.954639434814453,0.9610945702415072,0.22512402883085275,0.22236263221941402,1.733571e-09
UBC_441,0.1737799912893991,7250,7250,32.342636,31.52716827392578,32.33646011352539,0.9749727757225626,0.16579310344827586,0.15751724137931034,0.04328772
UBC_443,0.8912505467113453,12448,12448,53.47484062352941,45.669010162353516,48.929359436035156,0.9333661974883636,0.09254498714652956,0.07993251928020566,6.2347316e-16
UBC_461,0.0478629903136986,16126,16126,85.15484666666667,77.98946380615234,79.93057250976562,0.9757150656793291,0.023502418454669476,0.02362644177105296,7.789107e-06
UBC_470,0.0323593827469971,14765,14765,51.122258957142854,44.072689056396484,47.26797866821289,0.9324005446849116,0.10125296308838469,0.08140873687775144,1.3872826e-16
UBC_476,0.0870963704709874,16398,16398,52.745308625,46.29298782348633,48.60076904296875,0.9525155411133088,0.09330406147091108,0.08409562141724601,1.2046707e-10
UBC_479,0.0204173767566041,20456,20456,38.1230498,33.31182098388672,35.849212646484375,0.9292204353936769,0.14665623777864686,0.14093664450527962,8.817323e-20
UBC_482,0.0269153374005781,2808,2808,40.278920600000006,35.3780517578125,36.49787139892578,0.9693182205374793,0.13532763532763534,0.14316239316239315,0.005003121
UBC_490,0.0398107083132505,27788,27788,33.64175535,30.016300201416016,32.998023986816406,0.9096393230518388,0.1690657837915647,0.15431121347344176,1e-45
UBC_491,0.1819701817628807,13884,13884,24.11709805,25.189800262451172,27.40119171142578,0.9192957929617163,0.21297896859694612,0.1961970613656007,4.8816325e-14
UBC_497,,21938,21938,7.731382761538462,21.65245246887207,23.875083923339844,0.9069058160547461,0.25088886862977483,0.23151609080134924,1.1847219e-27
UBC_499,0.0524807206714521,16629,16629,-2.5633408176470587,24.996366500854492,25.200437545776367,0.9919020832653727,0.2182933429550785,0.2213602742197366,0.036741227
UBC_503,1.5488151224416984,17438,17438,11.218170571428573,21.968576431274414,23.398359298706055,0.9388938835762425,0.2452116068356463,0.22754903085216194,6.3475536e-12
UBC_504,0.0112201894707378,13023,13023,7.104206242857141,19.166337966918945,23.58714485168457,0.8125755824808998,0.2788911925055671,0.22598479612992398,0.0
UBC_509,0.5888442760205689,14479,14479,-6.388392850000002,25.65984344482422,25.69479751586914,0.998639644035983,0.2081635472062988,0.21182402099592512,0.15259573
UBC_512,0.2951211041237279,29012,29012,-4.573715561538461,22.915355682373047,25.109575271606445,0.9126142292134033,0.23393768095960293,0.21349786295326073,7.358e-42
UBC_518,0.0301995185303324,13598,13598,-1.1167695200000005,23.935375213623047,24.449188232421875,0.9789844548655622,0.21929695543462274,0.21951757611413444,0.00013830973
UBC_528,2.691536695250797,19489,19489,-40.142516666666666,46.67462921142578,48.0,0.9723881085713705,0.09538714146441582,0.08851146800759403,2.5320814e-08
UBC_529,0.1659587927845761,25842,25842,-39.87394173999999,46.382240295410156,47.49976348876953,0.9764730787844114,0.08610014704744215,0.0862162371333488,1.2178854e-08
UBC_533,0.0891250546711345,13167,13167,-36.0746549,41.69123077392578,43.77849578857422,0.9523221395104855,0.11042758411179464,0.101465785676312,2.5182372e-09
UBC_541,0.021877623926123,10418,10418,-13.236936022222222,26.992847442626953,28.64165687561035,0.9424331685787551,0.19082357458245344,0.18794394317527358,5.4015046e-09
UBC_550,0.0467735223455781,4768,4768,-3.4652624285714286,22.857311248779297,24.824499130249023,0.920756190441213,0.24853187919463088,0.21854026845637584,9.603408e-07
UBC_552,0.0112201894707378,11366,11366,-14.556283077777778,27.098358154296875,29.328126907348633,0.9239716617397392,0.1864332218898469,0.1793946859053317,2.1722202e-14
UBC_553,0.0131825639118268,16181,16181,-18.423149067142855,28.805072784423828,30.956567764282227,0.9304995632512982,0.17712131512267473,0.16556455101662443,2.305072e-16
UBC_554,0.0602559877171915,11697,11697,-30.7724824625,39.2071418762207,39.69013977050781,0.9878307837392398,0.11447379670000855,0.10977173634265196,0.011308031
UBC_557,0.1445439262895664,14180,14180,-29.922455523636362,36.687904357910156,38.94291687011719,0.9420944116813855,0.1294781382228491,0.12165021156558534,2.9351894e-15
UBC_558,0.0072443618278712,17173,17173,-19.700294328571427,29.795082092285156,31.39466094970703,0.9490493348539634,0.16706457811681127,0.15937809351889595,2.2186901e-15
UBC_559,0.0114815347022194,16660,16660,-11.364420483333333,25.635543823242188,27.66598892211914,0.9266086202595998,0.19795918367346937,0.19213685474189676,4.3607494e-18
UBC_562,0.0117489801933541,17254,17254,-12.36186235,27.763566970825195,28.02060317993164,0.9908268852224232,0.18517445230091573,0.1901008461805958,0.0042133695
UBC_618,0.7244353873869618,16224,16224,43.02105439636364,36.98040008544922,39.51789093017578,0.935788808942004,0.12900641025641027,0.11717209072978303,4.4676084e-15
UBC_622,0.7585777749219503,25145,25145,38.281940343749994,33.91044616699219,36.25382995605469,0.9353617592430084,0.14368661761781668,0.1357725193875522,4.3802768e-21
UBC_627,2.089294662720361,23236,23236,39.642202555555556,35.12392807006836,36.7440185546875,0.9559087288667706,0.13367188844895853,0.13298330177311068,5.162501e-10
UBC_632,,21338,21338,46.50786895185186,40.25321960449219,42.90824508666992,0.9381231864222161,0.11327209672884056,0.10291498734651795,3.703278e-18
UBC_646,0.0229086835704537,14174,14174,50.01640691071429,42.44829559326172,45.90838623046875,0.9246305322117679,0.10039508960067729,0.09214053901509807,2.2483245e-18
UBC_650,0.0776246877988414,8542,8542,28.031715299999995,28.581571578979492,29.19137191772461,0.9791102542058033,0.18824631233903066,0.18485132287520487,0.050487146
UBC_651,0.1584892496402718,18311,18311,4.122129240000001,21.263280868530273,23.850601196289062,0.8915197018949211,0.25891540604008517,0.2318824750150183,7.4800765e-36
UBC_652,0.01,14929,14929,6.7010925457142845,21.52618408203125,23.518333435058594,0.9152937703460883,0.25239466809565275,0.22828052783173688,2.4417286e-19
UBC_654,0.0089125054671134,15593,15593,-0.5103786250000001,24.493989944458008,24.375070571899414,1.004878729364406,0.22478035015712178,0.2263836336817803,0.24387504
UBC_656,,12057,12057,13.72596989090909,23.573604583740234,23.8900146484375,0.9867555516665218,0.2299079372978353,0.22443393879074397,0.0075808084
UBC_660,1.0,18855,18855,-6.977406970999999,24.567604064941406,25.744211196899414,0.9542962445825601,0.21824449748077432,0.2062582869265447,1.9731732e-11
UBC_664,0.0407380403044348,27006,27006,-28.825722999999993,37.103355407714844,38.54131317138672,0.9626904833969325,0.12615715026290453,0.12215803895430645,2.6569326e-14
UBC_93,0.8128302305789092,26330,26330,-10.329725831428572,25.484474182128906,26.99335479736328,0.9441017751753568,0.2058108621344474,0.19779718951766045,1.6398304e-19
UPK_12,0.1995263191254866,7549,7549,7.328656775862068,26.27275848388672,24.04102897644043,1.0928300327591354,0.206517419525765,0.22188369320439794,0.9999965
UPK_18,0.7244353873869618,7753,7753,-2.9714100799999996,23.34918975830078,24.563777923583984,0.9505536905169192,0.23784341545208307,0.2187540306977944,7.9735905e-08
UPK_33,0.2818381693478142,13413,13413,8.974120646153846,23.42046356201172,23.483488082885742,0.9973162197774208,0.23395213598747483,0.2308953999850891,0.01812215
UPK_398,0.0107151982289039,23915,23915,34.809424666666665,30.301145553588867,33.62141036987305,0.9012455224287869,0.15479824378005436,0.14568262596696635,0.0
UPK_4,0.2754226042194985,26063,26063,-2.5313704,23.750202178955078,24.67551612854004,0.9625007256275896,0.22783255956720255,0.2246479683842996,5.963641e-11
UPK_436,0.0257039487966919,16219,16219,48.18135223125,41.226688385009766,44.29167938232422,0.9307998468322333,0.11196744558850731,0.09686170540723843,5.434625e-18
UPK_442,0.1698241862446276,24652,24652,40.59101515333334,35.30433654785156,38.06098937988281,0.9275727489761924,0.13491805938666235,0.12185623884471848,2.0538955e-27
UPK_457,,13026,13026,38.896566783333334,34.31075668334961,36.508094787597656,0.9398123041744014,0.14870259481037923,0.13434669123291879,3.233854e-10
UPK_508,0.1,12418,12418,47.07287929090909,39.83934783935547,43.64080810546875,0.9128920743876667,0.10702206474472539,0.09945240779513609,7.655408e-20
UPK_526,0.0309029380386681,13026,13026,43.18410155555555,38.460227966308594,39.76478576660156,0.9671931389760267,0.12713035467526485,0.1226009519422693,0.017208878
UPK_549,0.9332548746146908,26516,26516,3.4243642000000016,22.654617309570312,23.47765350341797,0.9649438478284111,0.2420425403529944,0.23570674309850656,3.7567473e-11
UPK_560,0.323593827469971,24450,24450,25.138134899166662,26.23990249633789,28.245336532592773,0.9289994638958974,0.2010633946830266,0.18572597137014316,4.4626423e-20
UPK_630,0.1122018947073786,9413,9413,-20.93421572727273,30.324329376220703,31.705039978027344,0.9564513842984106,0.16275363858493572,0.16190375013279507,3.696268e-08
vdBergh_80,0.006456541439665,22975,22975,32.569589766666674,29.490062713623047,32.069419860839844,0.9195695725582343,0.17362350380848748,0.16326441784548423,4.873069e-23
vdBergh_85,0.0043651569804287,16894,16894,31.57899014166666,29.610599517822266,31.819482803344727,0.9305807923034415,0.175091748549781,0.15875458742748905,2.7315747e-15
