gaiadr3_source_id,ra,dec,gal_l,gal_b,hab_score,s_CO,s_MgSi,s_FeH,s_MgFe,s_SiFe,s_volatile,s_age,C_O,C_O_raw,Mg_Si,fe_h,mg_fe,si_fe,al_fe,ca_fe,ba_fe,age,teff,logg,dist_pc,parallax,rv_comp_1,cct_cluster,cct_distance
5348642830941981312,172.38916015625,-52.073665618896484,290.36908264445225,8.789541370671653,0.9831401138436038,1.0,0.98893654,0.9959581,0.9552446,0.98295486,0.99984056,1.0,0.4135778,0.50329155,0.9603339,-0.027000144,-0.045392178,-0.027814442,-0.016625062,0.04657638,0.045535564,5.0012527,5607.765,3.8054516,795.6334235662367,1.256860220272973,-13.758075,UBC_229,1.0170993801481616
3248444058440139392,52.727664947509766,-4.782805442810059,189.67390068450143,-45.94935791440836,0.9831302289874865,1.0,0.9856881,0.9843389,0.99578375,0.9885071,0.9999915,1.0,0.3484045,0.38695338,1.0879184,-0.053303905,0.013788894,-0.022807425,-0.03874296,-0.00660393,0.048969224,6.27378,5704.852,3.8738923,613.8897126368981,1.628957090198834,-34.196083,Gulliver_50,0.931207232174681
6188973175465872512,204.21937561035156,-26.738500595092773,315.33807978965245,35.03620864386482,0.9831251012971246,1.0,0.96850806,0.9995418,0.96325576,0.999595,0.9767217,0.9717006087303162,0.32222044,0.38114315,0.91880953,0.009082761,-0.04104426,-0.004269747,0.02242577,0.03764359,-0.00426038,8.958458,5666.1924,3.9896126,1072.5840729954493,0.932327847463984,-1.0092485,UPK_398,1.0931586847323533
6022104320122059776,246.6184539794922,-35.508609771728516,344.65216000621103,9.40725280950641,0.9830819514952864,1.0,0.96743816,0.99755,0.9823946,0.99807066,0.9591105,1.0,0.24813831,0.28055984,0.91707677,0.021012839,-0.028271932,0.009322371,0.005826026,0.045325987,0.12224003,5.0035086,5716.479,3.8374178,994.4863621674045,1.0055442065797453,-11.013594,UBC_289,1.6786149999465467
5281535032085362432,109.9957504272461,-65.84911346435547,277.0103509234999,-21.767200378670584,0.9830687518396715,1.0,0.9872756,0.9998253,0.99089354,0.99517965,0.9779527,1.0,0.31811953,0.34023184,1.0840151,0.005607687,0.020289615,-0.014745768,0.13733557,0.037781745,-0.0027895235,6.7577567,5736.041,3.9273367,608.0374805021175,1.6446354576270523,39.810978,Gulliver_50,1.2196696060948813
6235855187348761600,240.4931182861328,-25.28675079345703,348.3669082200139,20.334257436346878,0.9829992296051052,1.0,0.9954869,0.9850255,0.99914354,0.99258965,0.9841342,1.0,0.35737416,0.42796317,1.0580456,0.052113198,0.0062094405,-0.01829499,-0.041961104,-0.019458642,0.09471167,5.0144753,5644.055,3.827948,915.3908699027128,1.092429510583036,14.5366745,Gulliver_50,1.212005695480948
4827056951624060288,77.05249786376953,-32.875972747802734,235.63908336879052,-34.95378569006423,0.9829804433260125,1.0,0.9550389,0.9890021,0.9990592,0.96525484,0.9982852,1.0,0.26615617,0.39167228,0.8986697,0.044616126,-0.0065082386,0.03989165,0.091171324,-0.035225186,0.035352886,6.9562597,5539.829,3.880581,1219.962406708717,0.8196973894448568,-0.75101084,NGC_2972,1.4345488410310112
6791751464430612864,308.93267822265625,-34.33388900756836,8.531390491601526,-35.46413579258715,0.9829437958328158,1.0,0.98968875,0.96280795,0.97214687,0.99977255,0.9969747,1.0,0.2905077,0.3109921,1.077591,-0.0825968,0.035653614,0.003199663,-0.010005325,0.0325386,0.069460966,7.5464005,5739.1304,3.934349,875.0021299037746,1.1428543609487802,-18.36574,UPK_398,1.4674892536024247
6685473666922770816,297.6881103515625,-42.996307373046875,356.516140271754,-28.525629939559956,0.9829219929720138,1.0,0.99909717,0.9942361,0.97592425,0.99334306,0.9299705,0.9865691065788269,0.2395393,0.40535697,1.0370009,0.03225658,0.03311594,0.017336827,0.070432365,0.05968658,-0.0452644,8.657801,5463.3555,3.91199,464.31179900501536,2.1537251522423584,13.063177,UBC_289,2.0574534672660927
6721780704810013952,277.9900817871094,-43.62547302246094,351.2565134427147,-15.065120818762706,0.9829142488246442,1.0,0.98745054,0.99643147,0.9880499,0.9970153,0.9289355,0.9566550254821777,0.16239345,0.4021383,1.0835706,0.025367267,0.023259304,-0.01159792,0.069242954,-0.008105986,-0.045992196,9.190797,5323.076,3.8858695,880.0578704555228,1.1362889118671191,48.75424,UPK_398,2.8562311912817675
6012480741508394880,234.1043701171875,-37.251609802246094,335.8174219083541,14.870985675479911,0.982907177299402,1.0,0.98865086,0.9594297,0.99997,0.9937745,0.969545,1.0,0.2762975,0.4219283,0.95956403,0.086341985,-0.0011621565,0.016763873,0.09660673,0.040538423,-0.012177505,5.3410735,5501.6606,3.8195608,775.0762953698132,1.2901955665188658,-24.018196,UBC_289,1.7404857025635867
5723310484770279168,124.30425262451172,-14.570083618164062,236.08558864734363,11.549250036882482,0.9828959502286271,1.0,0.95263743,0.99804986,0.9724677,0.98809874,0.9919823,1.0,0.3448194,0.3995109,1.1446061,-0.018745199,0.03544469,-0.023211395,0.0039840788,-0.02458361,0.018278457,7.4397893,5674.221,3.918089,944.9924654508825,1.0582094953771635,-1.5950588,Gulliver_50,1.005622986490144
6355681854319828864,331.5204162597656,-77.14572143554688,313.44918238623654,-36.385544001977244,0.9828446152363569,1.0,0.99525285,0.9795691,0.97408843,0.9980105,0.9714828,1.0,0.35441205,0.41772237,1.0590217,-0.060956277,0.03437137,0.009466499,-0.017796114,-0.028465325,-0.0101371035,7.0547466,5657.8667,3.893243,933.0156378460043,1.0717933970631386,-27.144392,Gulliver_50,0.6963501805426443
4765792812263334528,86.00550079345703,-56.730140686035156,264.91519030051563,-31.52033953415946,0.9828124102675904,1.0,0.99937296,0.9959809,0.9794019,0.9826328,0.92902416,1.0,0.28903687,0.32770663,1.0058323,-0.026923716,0.030603856,0.02807825,-0.0018680096,0.021434782,-0.04593002,7.072727,5704.623,3.9120398,395.29195561230875,2.5297757412011994,45.24354,UBC_289,1.4112505844404848
4691336049494215040,24.437707901000977,-68.9550552368164,296.7940325654458,-47.617466442911024,0.982775037287492,1.0,0.99832094,0.9879408,0.99138963,0.99014205,0.9008564,1.0,0.2923584,0.33221382,0.9968104,0.04673163,0.019726783,0.021114226,0.075538605,-0.013274083,-0.06424181,6.1928883,5702.373,3.8932211,693.1648022226359,1.4426583646392541,5.0058064,UBC_289,1.4928644013211319
4261445218023811456,288.4364318847656,-1.8254444599151611,33.85000611767879,-5.7951821482124535,0.9827652768998146,1.0,0.9827673,0.9875382,0.994699,0.9875092,0.92131466,1.0,0.3508826,0.37830544,1.0945823,0.047510214,0.01546555,-0.023782894,0.06264871,0.029981503,-0.05121365,4.7258325,5725.9644,3.8291798,537.6024068979752,1.8601107196861517,-25.610607,Gulliver_50,1.2396247321107878
6817413236892654208,324.2985534667969,-22.737667083740234,27.50667764841489,-46.011769808096005,0.9826438623403592,1.0,0.9509594,0.99229026,0.99748105,0.9677268,0.99980956,1.0,0.26696643,0.38689783,0.89315027,-0.03732477,-0.010653526,0.038421933,-0.0025181174,-0.0001170598,0.04512085,5.200302,5550.4263,3.804085,555.4158759166403,1.8004526758433623,19.230347,UBC_289,1.293513045041788
5572520956173558144,91.30233001708984,-41.456275939941406,248.27656246204214,-25.818124859565557,0.9826181469923703,1.0,0.99689776,0.99873275,0.96819645,0.9594239,0.95248294,1.0,0.25548494,0.40117413,0.988468,0.015108023,0.03813672,0.043174107,0.073180765,-0.054361224,-0.028008822,6.7564793,5501.55,3.8611,956.1988636342628,1.0458075595271683,46.092396,NGC_2972,1.8667329933131052
6306615701252858368,223.5849151611328,-16.547222137451172,340.8281887932127,37.12135408415001,0.9825582503293375,1.0,0.9930628,0.99993485,0.9998682,0.99797964,0.94483984,0.9396096467971802,0.2919319,0.34982178,0.9728022,-0.0034237355,-0.0024354905,0.009539951,0.04868394,-0.07775939,0.13421682,9.411844,5668.152,3.9948812,913.7758188650761,1.0943603226905432,19.604582,UBC_289,1.1494734051132216
6774023351261599744,316.993408203125,-39.484222412109375,2.958768917423842,-42.48366472735483,0.9825281566191694,1.0,0.98942804,0.99890864,0.9940943,0.9999908,0.9357913,1.0,0.2802132,0.48450688,0.96168154,0.014019623,-0.016326219,0.0006424859,0.12544349,-0.013345335,-0.04107885,5.9921064,5390.346,3.8165557,587.8252880655652,1.7011857439662605,34.8594,UBC_289,1.3578068709039064
6142373746672766208,196.876708984375,-38.24569320678711,306.39885855193637,24.517860150031154,0.9825144931039616,1.0,0.9648353,0.9910781,0.9985225,0.95069456,0.9867196,1.0,0.2195786,0.30793932,0.9129704,-0.040164053,0.008156911,0.047700208,0.032431334,0.05421728,0.009120084,5.094737,5610.3325,3.8097434,902.5194790327107,1.1080093263712885,8.202906,NGC_2972,1.9290404509319763
5497982039269178880,99.61141967773438,-54.59611129760742,263.7815683314475,-23.633243925187184,0.982488640976603,1.0,0.9999986,0.96754605,0.9920056,0.99772555,0.92203844,1.0,0.46691877,0.5369158,1.0206631,0.07706228,0.01900509,0.010122646,0.05290869,-0.046519544,0.15072757,6.918314,5645.178,3.912145,631.6091186740024,1.5832576991595624,11.501602,Collinder_205,0.11015915088535515
6004352975454094720,229.5503387451172,-40.7083625793457,330.7711408960212,14.098056049010118,0.9824591811856221,1.0,0.99998176,0.94221795,0.9943502,0.9991069,0.9470208,1.0,0.38495976,0.48652124,1.0224135,-0.10350532,0.015967421,0.006340837,0.034039482,0.016564636,-0.032488048,5.4093523,5585.2837,3.8100016,612.1717995223828,1.633528367004493,-49.595947,Pismis_2,0.40044003914808207
4757029708901819136,82.36699676513672,-64.01683044433594,273.5917697580263,-33.12009279833123,0.9823550170622151,1.0,0.98656553,0.99443084,0.97972196,0.94444036,0.97104174,1.0,0.20329413,0.32132748,0.95421124,-0.031705685,0.030362621,0.050718088,0.08575079,0.030647064,-0.01060709,5.4226565,5554.028,3.815024,813.7901361055978,1.2288180399746693,1.6829848,NGC_2972,2.2483946852997594
