cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
DBSB_101,6,0.54,0.0367,0.0,-0.009,0.205,10.79,39.17,0.0112201894707378,<0.1,6.468411553042719,0.07945378969565815,0.07945378969565815
NGC_5269,4,0.5134,0.0369,0.0,0.064,0.143,-32.53,15.96,0.1318256391182683,0.1-0.3,6.964146351230866,-0.007626414829287203,0.007626414829287203
NGC_5281,3,0.549,0.038,0.0,0.07,0.119,-34.42,14.34,0.0398107083132505,<0.1,7.191086293391627,-0.0024325174247569574,0.0024325174247569574
NGC_2335,4,0.418,0.0384,0.0,-0.109,0.233,38.88,19.34,0.323593827469971,0.3-0.5,9.433797128182443,-0.011610054376652672,0.011610054376652672
FSR_1591,6,0.4355,0.0388,0.0,-0.085,0.126,0.39,34.01,,,7.4107580251390655,-0.05759130506204084,0.05759130506204084
Czernik_25,4,0.3805,0.039,0.0,-0.238,0.133,58.49,23.93,0.7413100459583173,0.5-1,10.261385448180432,-0.17817605106972165,0.17817605106972165
NGC_5381,5,0.414,0.0397,0.0,0.001,0.172,-27.94,24.66,0.3548135450617081,0.3-0.5,6.6684059968668095,0.11383681910322203,0.11383681910322203
Pismis_20,7,0.2145,0.0398,0.0,-0.024,0.358,-32.3,19.04,,,5.890692535354338,-0.05832896221920196,0.05832896221920196
UBC_549,3,0.3513,0.0402,0.0,0.053,0.038,-20.51,18.32,0.0851137701777427,<0.1,5.253081397938896,-0.061398099801590986,0.061398099801590986
NGC_6645,7,0.439,0.0416,0.0,0.012,0.205,-13.49,37.52,0.512861429039393,0.5-1,6.372916532836106,-0.09956878928592232,0.09956878928592232
Ruprecht_100,4,0.43,0.0428,0.0,-0.053,0.13,4.37,33.8,0.2041739917404129,0.1-0.3,7.190291562068282,0.00160062335773355,0.00160062335773355
BH_217,3,0.458,0.043,0.0,0.069,0.072,-15.81,12.2,0.0346736819996329,<0.1,5.037219528811343,-0.07223513989492629,0.07223513989492629
NGC_6756,6,0.4746,0.0433,0.0,0.044,0.121,-24.52,37.32,0.0478629903136986,<0.1,5.8119420327924844,-0.0908427392318134,0.0908427392318134
Collinder_205,6,0.5174,0.0435,0.0,0.067,0.251,37.97,30.22,0.0045708802901852,<0.1,8.409434998150802,-0.046003470318860026,0.046003470318860026
UBC_495,3,0.4575,0.0437,0.0,-0.09,0.199,21.94,3.05,0.407379955757968,0.3-0.5,8.628067108512555,-0.2566500002634757,0.2566500002634757
NGC_2301,4,0.4162,0.0441,0.0,-0.184,0.164,52.94,18.51,0.2137961713919407,0.1-0.3,8.877232327119398,0.027103470777098217,0.027103470777098217
UBC_622,16,0.4217,0.0441,0.0,-0.118,0.171,38.28,34.68,0.7585777749219503,0.5-1,11.22002959864248,0.7552058511033474,0.7552058511033474
Haffner_4,4,0.4697,0.0474,0.0,0.021,0.055,57.92,27.61,0.4570880290185208,0.3-0.5,11.606519274257359,-0.25524367304734746,0.25524367304734746
NGC_5822,6,0.4627,0.0477,0.0,0.073,0.121,-37.02,28.64,0.9120109194638908,0.5-1,7.4814851725297435,0.07245026882727702,0.07245026882727702
BH_23,12,0.3487,0.0501,0.0,-0.164,0.165,29.83,29.45,0.0288403175645028,<0.1,8.255320023848165,0.013143213354571252,0.013143213354571252
BH_56,4,0.413,0.0503,0.0,-0.099,0.147,12.58,20.39,0.0177827941003892,<0.1,8.262987295223756,0.0460860178584795,0.0460860178584795
UBC_552,9,0.4987,0.0503,0.0,0.105,0.153,-14.56,28.78,0.0112201894707378,<0.1,5.47302180080721,0.031119588727335962,0.031119588727335962
DBSB_43,11,0.3879,0.0514,0.0,-0.047,0.156,22.74,22.89,0.0245470816103821,<0.1,8.66532063552822,-0.2652316273404158,0.2652316273404158
Trumpler_15,4,0.3803,0.0515,0.0,-0.008,0.107,-4.5,21.78,0.0089125054671134,<0.1,7.75036572594487,0.0025879023108611073,0.0025879023108611073
Berkeley_39,14,0.3712,0.0526,0.0,-0.154,0.211,13.44,21.32,5.62341325190349,>5,12.148713079963338,0.9012390882902849,0.9012390882902849
ESO_226_06,5,0.3692,0.0532,0.0,-0.061,0.156,-18.53,20.06,0.0323593827469971,<0.1,5.945421171930376,-0.03791137853624653,0.03791137853624653
Gulliver_7,7,0.3896,0.0543,0.0,-0.1,0.146,14.3,19.71,0.4786304286528699,0.3-0.5,13.621893371479006,-0.6332040339049908,0.6332040339049908
Ruprecht_77,7,0.3896,0.0543,0.0,-0.1,0.146,14.3,19.71,0.0123026920306321,<0.1,8.684882324602864,-0.20365767993071407,0.20365767993071407
UBC_296,4,0.3501,0.0544,0.0,-0.095,0.162,-29.54,29.07,0.2511884225153641,0.1-0.3,6.832164613829276,0.009911869217497388,0.009911869217497388
UBC_618,11,0.374,0.0545,0.0,-0.207,0.13,43.02,34.88,0.7244353873869618,0.5-1,15.373825015608476,-0.2737494032560778,0.2737494032560778
Pozzo_1,14,0.3691,0.0546,0.0,-0.18,0.187,36.97,23.51,0.0095499262796311,<0.1,8.172910255891294,-0.025992792674927916,0.025992792674927916
UBC_312,5,0.4707,0.0555,0.0,0.051,0.18,-43.06,35.98,0.794327537013272,0.5-1,5.6086576535094546,0.010119418480246518,0.010119418480246518
UBC_277,14,0.3298,0.0557,0.0,-0.172,0.232,-19.51,26.66,0.102329353157667,0.1-0.3,7.570311610892753,0.08555132057526944,0.08555132057526944
UBC_479,18,0.4199,0.0563,0.0,-0.105,0.164,38.12,25.2,0.0204173767566041,<0.1,8.536695203062107,-0.08434679593242266,0.08434679593242266
UPK_526,9,0.4235,0.0564,0.0,-0.116,0.179,43.18,26.98,0.0309029380386681,<0.1,8.187177211654385,-0.12424385252180713,0.12424385252180713
Ruprecht_105,7,0.4893,0.0576,0.0,-0.078,0.208,-15.96,31.62,0.3890452816839944,0.3-0.5,7.247831766514663,0.06405669287375644,0.06405669287375644
UPK_436,16,0.3986,0.058,0.0,-0.207,0.213,48.18,24.93,0.0257039487966919,<0.1,8.806974726354357,-0.06879675992281546,0.06879675992281546
Hogg_15,3,0.3835,0.0588,0.0,-0.15,0.221,-17.26,3.81,0.0021877623926123,<0.1,6.906211191466577,-0.00023227195277312693,0.00023227195277312693
NGC_4609,3,0.3835,0.0588,0.0,-0.15,0.221,-17.26,3.81,0.0812830230578909,<0.1,7.43351465511531,0.015005947034792928,0.015005947034792928
UPK_18,5,0.4094,0.0592,0.0,0.045,0.126,-2.97,18.42,0.7244353873869618,0.5-1,7.387490613089536,-0.05071018131249626,0.05071018131249626
FSR_1171,15,0.3842,0.0594,0.0,-0.127,0.215,39.28,28.7,,,12.04161233246178,-0.19935615936150622,0.19935615936150622
UBC_100,4,0.241,0.0596,0.0,-0.237,0.418,-20.94,44.24,0.1584892496402718,0.1-0.3,6.828043719338339,-0.07271936643858458,0.07271936643858458
BH_211,12,0.5065,0.0596,0.0,0.05,0.136,-28.88,41.12,0.4265796312095559,0.3-0.5,6.298578860038443,0.031277439796753195,0.031277439796753195
NGC_2925,15,0.4206,0.0606,0.0,-0.038,0.144,32.93,18.89,0.1288248533293804,0.1-0.3,8.078472539705123,0.0036895150471198575,0.0036895150471198575
Trumpler_20,11,0.4933,0.0607,0.0,0.058,0.056,-33.26,19.19,1.862089099377868,1-2,6.931754052929746,0.16848147179775194,0.16848147179775194
LP_2210,7,0.409,0.0611,0.0,-0.116,0.259,-41.89,24.52,0.1288248533293804,0.1-0.3,6.886201843155331,-0.0927865009336503,0.0927865009336503
NGC_2910,14,0.3867,0.0617,0.0,-0.083,0.163,17.55,32.54,0.1288248533293804,0.1-0.3,8.108377615594135,-0.006769033608983992,0.006769033608983992
UBC_651,5,0.4897,0.0618,0.0,-0.007,0.055,4.12,16.76,0.1584892496402718,0.1-0.3,8.457019849031282,-0.06053370091764114,0.06053370091764114
UPK_442,15,0.4235,0.0618,0.0,-0.112,0.185,40.59,41.53,0.1698241862446276,0.1-0.3,8.608550054457034,-0.08009307477311921,0.08009307477311921
NGC_2254,12,0.3751,0.0619,0.0,-0.079,0.139,41.24,31.93,0.3467368199963294,0.3-0.5,10.685381043107567,0.02916936285994941,0.02916936285994941
UBC_490,16,0.4207,0.0621,0.0,-0.027,0.148,33.64,22.81,0.0398107083132505,<0.1,8.395484552779275,-0.12049273059114067,0.12049273059114067
FSR_1361,10,0.4188,0.0622,0.0,-0.083,0.232,43.95,34.71,0.2884031756450284,0.1-0.3,9.37728194207537,-0.22111465894576568,0.22111465894576568
Bochum_11,10,0.4034,0.0624,0.0,-0.063,0.111,11.73,25.35,0.0063095762158615,<0.1,7.724274285848646,-0.02059380192778108,0.02059380192778108
UPK_457,13,0.4046,0.0624,0.0,-0.202,0.192,38.9,27.93,,,8.774381094019212,-0.09784891330642854,0.09784891330642854
NGC_6716,4,0.4215,0.0625,0.0255,-0.012,0.105,-48.45,29.71,0.097723670593248,<0.1,7.447951016304326,-0.09920016639936344,0.09920016639936344
Teutsch_38,15,0.3817,0.0629,0.0,-0.084,0.163,39.0,29.56,0.0371535375952047,<0.1,8.273127419578335,0.05800122633555603,0.05800122633555603
UBC_650,10,0.3661,0.0629,0.0,-0.182,0.212,28.03,19.63,0.0776246877988414,<0.1,8.699228663138475,0.16995725261318703,0.16995725261318703
Teutsch_85,13,0.4112,0.0634,0.0,0.057,0.152,-22.3,29.89,,,1.9450750617703214,-0.046606848217963945,0.046606848217963945
Pismis_12,3,0.4415,0.0641,0.0,-0.023,0.047,21.77,12.86,1.23026920306321,1-2,8.497749792019352,0.15084156396398582,0.15084156396398582
DBSB_60,8,0.3597,0.0643,0.0,-0.081,0.246,3.66,20.61,,,7.848498649982014,-0.1635480130835111,0.1635480130835111
UBC_559,12,0.4493,0.0643,0.0,0.042,0.179,-11.36,25.63,0.0114815347022194,<0.1,5.618162201450423,-0.026150937234823018,0.026150937234823018
FSR_1509,4,0.3572,0.0649,0.0,0.012,0.107,8.48,21.41,0.0616594947701844,<0.1,8.595055304599358,-0.06221696717458085,0.06221696717458085
BH_72,15,0.3965,0.0651,0.0,-0.07,0.16,21.53,29.1,0.2238723104986867,0.1-0.3,11.5954864393838,-0.1682276743599175,0.1682276743599175
Ferrero_11,12,0.3907,0.0653,0.0,-0.157,0.174,52.16,24.14,0.2818381693478142,0.1-0.3,8.834725999173989,-0.08822038610267033,0.08822038610267033
UBC_254,13,0.4225,0.0656,0.0,-0.01,0.202,25.21,23.11,0.1096478099832217,0.1-0.3,8.121354026591513,-0.040568288503504066,0.040568288503504066
UBC_491,17,0.3987,0.0659,0.0,-0.06,0.153,24.12,28.28,0.1819701817628807,0.1-0.3,8.734242843877874,-0.06069281728564084,0.06069281728564084
Ruprecht_98,15,0.444,0.0663,0.0,0.0,0.184,-26.59,26.24,0.4897783461428336,0.3-0.5,7.909550643491488,0.0007355646883030649,0.0007355646883030649
NGC_5168,16,0.4398,0.0666,0.0,0.009,0.149,-22.75,33.5,0.602559215586761,0.5-1,6.57376910358228,0.11214817204747492,0.11214817204747492
UBC_443,18,0.3909,0.0668,0.0,-0.166,0.158,53.47,23.79,0.8912505467113453,0.5-1,10.965861493253284,-0.3723441031931751,0.3723441031931751
UBC_461,6,0.3968,0.0671,0.0,-0.137,0.2,85.15,16.63,0.0478629903136986,<0.1,10.260842229644386,0.18273016095026415,0.18273016095026415
IC_2714,11,0.3809,0.0677,0.0,-0.079,0.181,-4.0,18.25,0.5248077829311784,0.5-1,7.700325912603087,-0.023853109654958387,0.023853109654958387
Ruprecht_58,27,0.3893,0.0686,0.0,-0.143,0.171,48.29,24.72,0.3311314705081584,0.3-0.5,10.026398712450838,0.12779579776151104,0.12779579776151104
BH_151,12,0.4031,0.0696,0.0,-0.006,0.155,-39.53,20.92,0.0158489249640271,<0.1,6.369909988777095,0.07081030839318776,0.07081030839318776
UBC_499,17,0.461,0.0697,0.0,-0.109,0.174,-2.56,16.22,0.0524807206714521,<0.1,7.792003683101999,-0.03959950792853133,0.03959950792853133
UBC_301,12,0.4026,0.0698,0.0,-0.006,0.276,-33.44,25.6,0.2344228197592381,0.1-0.3,7.004316981063186,0.04955616040065987,0.04955616040065987
NGC_2682,41,0.449,0.0698,0.0,-0.037,0.108,34.65,13.01,4.265796312095559,2-5,8.73903962636269,0.48820822140887254,0.48820822140887254
NGC_2516,15,0.3437,0.07,0.0,-0.181,0.208,11.68,23.8,0.239883355113592,0.1-0.3,8.105196363246357,-0.09242777645376765,0.09242777645376765
NGC_2539,22,0.4516,0.0703,0.0,0.033,0.119,33.21,18.95,0.6918312139914402,0.5-1,8.953074373430129,0.27825113085708747,0.27825113085708747
UBC_476,8,0.4799,0.0706,0.0,-0.176,0.179,52.75,17.07,0.0870963704709874,<0.1,10.633261443000634,0.2386000462251617,0.2386000462251617
NGC_5617,5,0.3562,0.0707,0.0,-0.03,0.231,-31.89,12.58,0.1047129651766653,0.1-0.3,6.607874734802593,0.011495903812579106,0.011495903812579106
Collinder_69,3,0.1701,0.0707,0.0391,0.102,0.203,18.53,19.66,0.0125892513534471,<0.1,8.506219308594577,-0.06301715085037744,0.06301715085037744
Teutsch_13,13,0.4062,0.0709,0.0,-0.22,0.149,42.12,28.15,0.0079432840915212,<0.1,14.055710445068222,-0.08080586164833702,0.08080586164833702
Ruprecht_119,26,0.4647,0.0709,0.0,0.026,0.162,-26.55,33.69,0.0478629903136986,<0.1,6.148985970119869,-0.05979322277309189,0.05979322277309189
UBC_553,7,0.4715,0.0712,0.0,0.139,0.085,-18.42,24.11,0.0131825639118268,<0.1,6.486588299744646,0.06318029320501446,0.06318029320501446
ESO_130_06,3,0.4913,0.0712,0.0437,-0.011,0.152,-6.34,23.83,0.1412536303897631,0.1-0.3,7.7815853387998954,0.06373534480393846,0.06373534480393846
FSR_0088,19,0.467,0.0713,0.0,0.04,0.129,11.74,23.8,0.1659587927845761,0.1-0.3,4.848619968594107,-0.1178859370134664,0.1178859370134664
Gulliver_46,10,0.432,0.0716,0.0,0.045,0.116,-22.03,15.18,0.0117489801933541,<0.1,7.200956883416021,0.08499021933796332,0.08499021933796332
UPK_33,13,0.4323,0.0717,0.0,0.082,0.147,8.97,21.32,0.2818381693478142,0.1-0.3,7.670903516636645,0.0243195377792872,0.0243195377792872
Ruprecht_18,28,0.3384,0.0717,0.0,-0.147,0.174,61.73,30.85,0.1288248533293804,0.1-0.3,9.785232108219867,-0.21234704678561037,0.21234704678561037
Gulliver_50,5,0.3976,0.0722,0.0,-0.037,0.118,3.48,29.34,0.0407380403044348,<0.1,7.420922546322572,0.00911532330973271,0.00911532330973271
UBC_627,10,0.3806,0.0723,0.0,-0.142,0.162,39.64,21.47,2.089294662720361,2-5,10.187310782814992,0.7430414935004301,0.7430414935004301
NGC_4349,8,0.4325,0.0724,0.0,0.035,0.119,-23.94,16.45,0.3162277660168379,0.3-0.5,7.327581828969514,0.0479843450739897,0.0479843450739897
NGC_6520,3,0.7066,0.0728,0.0,0.309,0.15,,,0.123026920306321,0.1-0.3,6.328792816860768,-0.07309718138869757,0.07309718138869757
ESO_312_04,13,0.416,0.073,0.0,-0.006,0.127,37.26,18.64,0.044668369023895,<0.1,11.408851775862505,-0.17588935588254975,0.17588935588254975
Dolidze_32,15,0.4347,0.0733,0.0,0.088,0.135,8.33,17.81,0.102329353157667,0.1-0.3,6.304028923727915,0.03323674680143229,0.03323674680143229
NGC_6649,4,0.5353,0.0733,0.0,0.017,0.092,-5.95,21.61,0.0707945628925188,<0.1,6.182411722231311,-0.013453416771120979,0.013453416771120979
Berkeley_20,5,0.4584,0.0735,0.0,-0.034,0.208,14.16,22.42,4.786304286528699,2-5,31.493279082399454,-7.389336564886125,7.389336564886125
UBC_347,4,0.4289,0.0736,0.0,0.145,0.115,-15.42,38.79,0.8511386362915022,0.5-1,6.838991114075999,0.026708528167137497,0.026708528167137497
LP_2220,9,0.3636,0.0736,0.0,-0.12,0.213,46.34,15.44,0.4570880290185208,0.3-0.5,8.479906665805197,-0.010918148949212041,0.010918148949212041
UBC_259,18,0.4094,0.0738,0.0,-0.077,0.15,2.21,15.44,0.102329353157667,0.1-0.3,7.8093882411232975,-0.06759119162552123,0.06759119162552123
BH_66,8,0.3865,0.0738,0.0,-0.028,0.193,23.85,19.18,0.7244353873869618,0.5-1,12.429565643188937,-0.5237351386735826,0.5237351386735826
Collinder_220,6,0.4515,0.0742,0.0,0.094,0.085,13.65,21.8,0.2344228197592381,0.1-0.3,7.893335634485431,0.0023156099760862255,0.0023156099760862255
UBC_470,14,0.4088,0.0742,0.0,-0.158,0.143,51.12,32.52,0.0323593827469971,<0.1,10.265867076091503,0.07982607014921524,0.07982607014921524
FSR_1363,21,0.4305,0.0743,0.0,-0.127,0.14,51.15,25.58,0.2238723104986867,0.1-0.3,10.199858729992691,-0.0216962211846982,0.0216962211846982
UBC_558,7,0.5084,0.0744,0.0,0.103,0.132,-19.7,32.92,0.0072443618278712,<0.1,5.308803221054166,-0.05654829359203732,0.05654829359203732
FSR_1260,14,0.4335,0.0744,0.0,-0.142,0.135,44.94,20.83,0.1412536303897631,0.1-0.3,10.247247255113,-0.03426727093291486,0.03426727093291486
UBC_664,6,0.4062,0.0744,0.0,-0.012,0.213,-28.83,19.61,0.0407380403044348,<0.1,6.027824990788932,-0.10718550166561928,0.10718550166561928
ASCC_67,12,0.3721,0.0745,0.0,-0.007,0.231,-10.59,33.61,0.0371535375952047,<0.1,7.502447559042918,0.04409910560390369,0.04409910560390369
Czernik_30,5,0.3087,0.0746,0.0,-0.318,0.216,54.2,14.17,2.8840317564502844,2-5,15.805580266950448,0.6960512156686154,0.6960512156686154
LP_597,7,0.5216,0.0748,0.0,0.053,0.161,-32.32,22.14,0.5370312303176601,0.5-1,6.490907738805784,0.20916985622263617,0.20916985622263617
NGC_6318,10,0.4481,0.0748,0.0,0.028,0.186,-9.14,31.69,0.0097723670593248,<0.1,5.760090675056096,-0.014505174044679697,0.014505174044679697
Berkeley_73,13,0.3682,0.0751,0.0,-0.281,0.186,62.77,30.15,1.4125363038976315,1-2,15.089827044522995,-1.2381421873248493,1.2381421873248493
Pismis_23,6,0.4742,0.0751,0.0,-0.036,0.213,-45.33,43.03,,,3.716202982130347,0.05220864445545466,0.05220864445545466
UBC_302,7,0.3752,0.0754,0.0,-0.085,0.328,-26.96,30.24,0.5754402406055371,0.5-1,7.280173120541589,0.10700207566855276,0.10700207566855276
NGC_5662,12,0.4351,0.0757,0.0148,0.051,0.108,-28.71,23.85,0.1995263191254866,0.1-0.3,7.575072315258612,0.06553878758203764,0.06553878758203764
IC_2581,11,0.442,0.076,0.0,0.028,0.17,13.91,23.13,0.0102329353157667,<0.1,7.900113688529796,0.020253217078107195,0.020253217078107195
UPK_549,5,0.4207,0.0763,0.0,-0.013,0.089,3.42,21.02,0.9332548746146908,0.5-1,8.065573151378464,0.033208101182319885,0.033208101182319885
FSR_1297,23,0.3917,0.0769,0.0,-0.15,0.153,59.65,27.89,,,8.865342113701482,-0.09136005844327515,0.09136005844327515
Collinder_115,17,0.3273,0.077,0.0,-0.211,0.191,33.87,28.05,0.0954992627963111,<0.1,9.988588121635777,0.01594229751291469,0.01594229751291469
UPK_508,11,0.3387,0.077,0.0,-0.111,0.174,47.07,38.04,0.1,<0.1,8.324029657064798,0.13604710745096416,0.13604710745096416
BH_132,4,0.4474,0.0772,0.0,0.159,0.042,-10.86,17.1,0.1584892496402718,0.1-0.3,7.1411640143246125,-0.04612215470666629,0.04612215470666629
Collinder_135,31,0.4071,0.0777,0.0,-0.21,0.22,38.02,22.78,0.0263026845396328,<0.1,8.234164521124182,-0.03818454039978224,0.03818454039978224
Berkeley_33,9,0.3255,0.0777,0.0,-0.165,0.129,53.01,25.47,0.2344228197592381,0.1-0.3,13.885367365444237,-0.5236879959992525,0.5236879959992525
ESO_166_04,5,0.3129,0.0779,0.0,-0.15,0.339,13.94,23.85,0.1995263191254866,0.1-0.3,8.125799889471883,-0.05954381302422078,0.05954381302422078
UBC_107,4,0.5661,0.0781,0.0,0.178,0.127,-13.18,6.12,0.2344228197592381,0.1-0.3,5.517615262880812,0.044017343859756794,0.044017343859756794
ESO_371_25,16,0.324,0.0784,0.0,-0.064,0.171,46.7,22.86,2.041739917404129,2-5,12.087014979154537,0.785906192733914,0.785906192733914
NGC_3228,30,0.5002,0.0786,0.0,-0.07,0.173,14.22,27.64,0.0301995185303324,<0.1,8.044831658383464,0.058977928240519215,0.058977928240519215
UBC_229,5,0.4098,0.0789,0.0,-0.056,0.103,61.3,20.81,0.1122018947073786,0.1-0.3,9.705115033341865,0.17074509446882544,0.17074509446882544
Juchert_13,11,0.3665,0.0789,0.0,0.011,0.235,-4.35,20.05,2.290865841769215,2-5,7.203044795247234,-0.09493840027909221,0.09493840027909221
ESO_134_12,4,0.3092,0.0791,0.0,0.021,0.144,-35.06,18.77,0.1513562312005786,0.1-0.3,6.567607694445705,0.04040112898541755,0.04040112898541755
UBC_326,5,0.5933,0.0796,0.0,0.091,0.174,-27.7,21.38,0.2630268453963283,0.1-0.3,6.397738618460232,0.07318254490119609,0.07318254490119609
UPK_560,25,0.4239,0.0796,0.0,-0.113,0.243,25.14,23.77,0.323593827469971,0.3-0.5,8.05734055338748,0.14232788981628144,0.14232788981628144
UBC_518,5,0.5395,0.0798,0.0,0.136,0.112,-1.12,28.78,0.0301995185303324,<0.1,7.094370071512149,-0.006302528256111033,0.006302528256111033
LP_2059,21,0.3973,0.0799,0.0,-0.04,0.146,9.09,22.06,0.2691536695250797,0.1-0.3,7.852442530699555,-0.11794912542085505,0.11794912542085505
NGC_2112,29,0.3661,0.08,0.0,-0.115,0.21,25.33,26.64,2.089294662720361,2-5,9.13665206088536,-0.22547542179605484,0.22547542179605484
NGC_2533,24,0.3436,0.0803,0.0,-0.192,0.202,50.17,25.42,1.047129651766654,1-2,9.687768392598503,0.09377975148640146,0.09377975148640146
UBC_528,18,0.4238,0.0804,0.0,0.01,0.142,-40.14,16.13,2.691536695250797,2-5,6.448849565800022,0.06676625016449729,0.06676625016449729
Berkeley_22,15,0.246,0.0805,0.0309,-0.209,0.22,29.65,37.16,2.454710856206481,2-5,22.165191536042606,-1.9793870597652439,1.9793870597652439
NGC_3766,8,0.499,0.0806,0.0,0.11,0.198,11.48,20.02,0.0229086835704537,<0.1,7.500058940837934,0.017095879807946985,0.017095879807946985
ASCC_71,13,0.378,0.0806,0.0,-0.071,0.156,-13.83,29.04,0.1288248533293804,0.1-0.3,7.569755426368757,-0.08771405652785307,0.08771405652785307
UBC_529,10,0.4172,0.0815,0.0,0.025,0.179,-39.87,23.01,0.1659587927845761,0.1-0.3,6.52387411731162,0.03819538962602438,0.03819538962602438
Collinder_261,64,0.4496,0.0815,0.0,-0.049,0.137,-23.63,14.58,6.309576215861531,>5,6.999503140616888,-0.2897831093262932,0.2897831093262932
NGC_6694,7,0.4429,0.0817,0.0,0.052,0.17,14.81,27.3,0.1412536303897631,0.1-0.3,6.4258078690711224,-0.08046872910921817,0.08046872910921817
UBC_284,4,0.53,0.0818,0.0,0.112,0.114,6.98,25.84,1.5848924964027185,1-2,7.365939987283115,0.0065736546374580325,0.0065736546374580325
Ruprecht_91,23,0.3954,0.0819,0.0,-0.032,0.161,13.17,28.66,0.1380385355838289,0.1-0.3,7.876224072584098,0.048074160893481224,0.048074160893481224
SAI_113,10,0.5223,0.082,0.0,0.023,0.108,10.44,25.29,0.0089125054671134,<0.1,8.57729344177758,-0.16794681933222347,0.16794681933222347
UBC_266,19,0.4238,0.0822,0.0,-0.022,0.107,-4.68,19.48,0.0128824994773753,<0.1,7.63545112146486,0.03833996804961222,0.03833996804961222
Trumpler_25,21,0.5256,0.0822,0.0,0.094,0.169,-22.65,29.16,0.2290865841769215,0.1-0.3,5.699305373476441,-0.06230789757548054,0.06230789757548054
NGC_5925,3,0.4701,0.0822,0.0,-0.021,0.3,-21.25,21.09,0.4897783461428336,0.3-0.5,6.978377708815017,0.06232274466156425,0.06232274466156425
UBC_441,10,0.425,0.0823,0.0,-0.182,0.216,32.34,34.26,0.1737799912893991,0.1-0.3,9.934044907633107,-0.12990409623105958,0.12990409623105958
UBC_220,4,0.3407,0.0825,0.0,-0.221,0.142,42.91,23.98,0.3162277660168379,0.3-0.5,10.278335823107705,-0.03312559496580096,0.03312559496580096
Trumpler_17,13,0.4134,0.0826,0.0,-0.06,0.137,3.93,22.31,0.0199526319125486,<0.1,7.694092457962719,0.038301057900356275,0.038301057900356275
Ruprecht_161,21,0.3738,0.0826,0.0,-0.086,0.205,15.3,22.21,0.1047129651766653,0.1-0.3,7.939000415858056,-0.048116166923339684,0.048116166923339684
ASCC_21,23,0.3692,0.0831,0.0271,-0.156,0.258,30.95,31.4,0.0089125054671134,<0.1,8.437335690969562,-0.07806652848443875,0.07806652848443875
FSR_1595,8,0.4712,0.0833,0.0,0.048,0.155,-12.37,21.75,0.6918312139914402,0.5-1,7.612207635516045,-0.05219091442419181,0.05219091442419181
Gulliver_52,6,0.4612,0.0836,0.0,-0.004,0.077,7.82,36.71,0.4786304286528699,0.3-0.5,7.737902924803413,0.0021568824699741036,0.0021568824699741036
UBC_7,3,0.2611,0.0836,0.0488,-0.16,0.109,65.44,26.88,0.0316227766016837,<0.1,8.225237571347552,-0.04382207649736307,0.04382207649736307
UBC_503,29,0.4148,0.0836,0.0,-0.04,0.142,11.22,24.24,1.5488151224416984,1-2,7.777623138078213,-0.13562945523457517,0.13562945523457517
Collinder_258,3,0.4481,0.0836,0.0,-0.094,0.107,-37.04,52.88,0.097723670593248,<0.1,7.553785699129068,0.06401615666898904,0.06401615666898904
Teutsch_103,10,0.4134,0.0836,0.0,-0.145,0.204,27.64,28.9,0.3630784055774333,0.3-0.5,8.557291807679313,0.1774370923805709,0.1774370923805709
UBC_258,37,0.4059,0.0838,0.0,-0.04,0.17,10.18,22.87,0.0407380403044348,<0.1,7.834127306514564,0.0454940939459126,0.0454940939459126
BH_67,3,0.4312,0.0839,0.0,0.065,0.247,16.18,27.46,0.6165949477018448,0.5-1,12.61782094863382,-0.04865098144114326,0.04865098144114326
Gulliver_39,9,0.4322,0.084,0.0,-0.019,0.108,3.29,19.75,0.6165949477018448,0.5-1,7.739665465589314,0.09114613724703198,0.09114613724703198
Bochum_6,11,0.4265,0.084,0.0,-0.101,0.117,48.07,16.11,0.006456541439665,<0.1,10.943258936698372,0.011014906253526708,0.011014906253526708
DBSB_6,3,0.4373,0.084,0.0,-0.065,0.129,52.55,23.05,0.0316227766016837,<0.1,10.889074440894111,-0.006618488361682034,0.006618488361682034
NGC_5138,4,0.2497,0.0843,0.0485,-0.218,0.287,1.67,45.14,0.0478629903136986,<0.1,7.1007351410223,0.13837483974311213,0.13837483974311213
UBC_102,6,0.4968,0.0844,0.0,0.049,0.116,32.49,19.25,0.3311314705081584,0.3-0.5,6.423033240695345,-0.02302610868271297,0.02302610868271297
UBC_292,25,0.4835,0.0844,0.0,0.014,0.181,-19.81,25.36,0.069183121399144,<0.1,6.996888759319732,0.07446913741318602,0.07446913741318602
Trumpler_14,7,0.4023,0.0846,0.0,-0.027,0.139,3.85,19.15,0.0630957621586153,<0.1,7.751730542945543,-0.007457165997306097,0.007457165997306097
UPK_398,6,0.2595,0.0847,0.0,-0.082,0.205,34.81,49.37,0.0107151982289039,<0.1,8.549772053094635,-0.07026669966544118,0.07026669966544118
FSR_1335,7,0.3347,0.0853,0.0,-0.233,0.208,54.1,15.78,0.0112201894707378,<0.1,13.084932930087431,0.3888516238363478,0.3888516238363478
Collinder_185,22,0.3952,0.0854,0.0,-0.143,0.167,35.9,24.26,0.0616594947701844,<0.1,8.672030730866854,0.03705040165158903,0.03705040165158903
