cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
Berkeley_32,36,0.3408,0.0855,0.0,-0.258,0.195,56.09,32.31,4.897783461428336,2-5,11.389623565936422,0.30338503070744766,0.30338503070744766
Teutsch_61,10,0.3597,0.0855,0.0,-0.041,0.136,42.03,14.91,0.045708802901852,<0.1,10.302658303231679,0.03364911331007066,0.03364911331007066
UBC_632,27,0.4298,0.0856,0.0,-0.131,0.191,46.51,35.05,,,10.867067231992193,0.8061185567642731,0.8061185567642731
FSR_1750,7,0.5219,0.0858,0.0,0.186,0.099,-39.07,37.8,,,4.372123601505174,0.13740295945689227,0.13740295945689227
UBC_264,13,0.4168,0.0861,0.0,-0.014,0.099,-1.91,24.98,0.2951211041237279,0.1-0.3,7.695629206646518,-0.03469838120127526,0.03469838120127526
Melotte_101,30,0.4187,0.0861,0.0,-0.025,0.17,-2.47,22.32,0.1659587927845761,0.1-0.3,7.655172791551502,-0.2023623810248553,0.2023623810248553
UBC_654,12,0.452,0.0861,0.0142,-0.115,0.185,-0.51,20.02,0.0089125054671134,<0.1,8.022833815522464,-0.07870770830049005,0.07870770830049005
Alessi_5,12,0.4566,0.0862,0.0471,-0.045,0.223,13.73,24.53,0.0676082856622264,<0.1,8.00715913592586,0.00676473472061111,0.00676473472061111
LP_2068,6,0.5448,0.0864,0.0,0.051,0.085,-6.59,34.35,0.2238723104986867,0.1-0.3,6.456269956532365,-0.09820074656779595,0.09820074656779595
NGC_6204,5,0.4198,0.0865,0.0,0.07,0.051,-19.19,15.95,0.0933253849940474,<0.1,6.9808055225054195,-0.004848042818788239,0.004848042818788239
NGC_2232,42,0.4078,0.0867,0.0,-0.19,0.222,34.21,34.17,0.0177827941003892,<0.1,8.390635459076993,-0.020911692540312072,0.020911692540312072
UBC_497,13,0.4483,0.0869,0.0,0.008,0.134,7.73,19.08,,,7.854099054082162,0.04863677778224791,0.04863677778224791
SAI_108,3,0.4483,0.0869,0.058,-0.015,0.081,7.78,24.38,0.1202264223411669,0.1-0.3,8.608882185691115,-0.003497399163277553,0.003497399163277553
Czernik_39,18,0.5085,0.0872,0.0,0.062,0.138,-1.7,36.53,0.1380385355838289,0.1-0.3,5.6084924991309375,-0.09954353035043893,0.09954353035043893
vdBergh_85,12,0.3484,0.0874,0.0,-0.175,0.228,31.58,35.86,0.0043651569804287,<0.1,9.71645463267548,0.0116820776876289,0.0116820776876289
NGC_2244,4,0.2995,0.0874,0.0,0.035,0.146,35.19,62.83,0.0125892513534471,<0.1,9.600398758679178,-0.03279916274206128,0.03279916274206128
UBC_228,26,0.4355,0.0876,0.0,-0.132,0.178,53.19,37.55,0.8128302305789092,0.5-1,10.154480239132225,0.17631375547197722,0.17631375547197722
UBC_656,11,0.4581,0.0878,0.0503,-0.031,0.229,13.73,25.72,,,8.044800637024112,-0.14732478849519218,0.14732478849519218
NGC_2588,10,0.4145,0.088,0.0,-0.125,0.161,61.58,25.69,0.5495405842387225,0.5-1,10.769572394614714,0.23991753370201416,0.23991753370201416
UBC_324,20,0.4921,0.0881,0.0,0.127,0.107,-29.23,30.76,0.794327537013272,0.5-1,6.191726046004239,0.07909253576786653,0.07909253576786653
UBC_286,5,0.504,0.0881,0.0,0.022,0.067,-5.32,14.5,0.0575440240605537,<0.1,7.235909630751548,0.030512186669282643,0.030512186669282643
FSR_1252,10,0.3435,0.0881,0.0547,-0.197,0.13,55.04,18.45,0.8511386362915022,0.5-1,10.840331083379418,-0.09433563029042484,0.09433563029042484
FSR_1586,19,0.4003,0.0885,0.0,-0.029,0.16,8.75,41.06,,,7.6528376577333,-0.08186553032655756,0.08186553032655756
UBC_199,13,0.37,0.0888,0.0,-0.103,0.172,19.05,70.67,1.148154730847072,1-2,9.29464925170676,-0.30709303292043383,0.30709303292043383
UBC_550,7,0.4967,0.0889,0.0,0.043,0.136,-3.47,30.16,0.0467735223455781,<0.1,5.6458904033384645,-0.0034569191671949655,0.0034569191671949655
Hogg_4,22,0.3976,0.0889,0.0,-0.064,0.148,18.68,21.54,1.4791086480080835,1-2,8.713019778982895,0.030777772880971572,0.030777772880971572
vdBergh_80,15,0.3601,0.0891,0.0,-0.094,0.155,32.57,27.06,0.006456541439665,<0.1,8.889753162963403,-0.12807379716636663,0.12807379716636663
Haffner_26,16,0.3912,0.0891,0.0,-0.1,0.234,62.15,23.72,0.5370312303176601,0.5-1,9.771675803245934,0.15780470118399345,0.15780470118399345
NGC_6124,7,0.3934,0.0893,0.0,-0.05,0.151,1.35,41.51,0.1905459546378596,0.1-0.3,7.521796492496848,0.08651967580368596,0.08651967580368596
UPK_630,11,0.5178,0.0894,0.0,0.108,0.107,-20.93,29.47,0.1122018947073786,0.1-0.3,7.274001550712615,-0.026705375845942552,0.026705375845942552
FSR_1419,20,0.3458,0.0897,0.0,-0.07,0.183,34.99,28.22,1.621810239813303,1-2,29.564026961675456,-3.170476205653013,3.170476205653013
UBC_349,4,0.5021,0.0899,0.0,0.032,0.143,29.74,13.61,0.2041739917404129,0.1-0.3,5.860837799279858,-0.019296919851810434,0.019296919851810434
Basel_18,9,0.4333,0.0901,0.0,-0.05,0.097,-21.92,28.22,0.0275422906622152,<0.1,7.108476327967481,0.026927155652874252,0.026927155652874252
NGC_2287,9,0.4572,0.0902,0.0,-0.139,0.217,77.3,65.11,0.1698241862446276,0.1-0.3,8.595976281756164,-0.11116915818443628,0.11116915818443628
UBC_345,13,0.5236,0.0903,0.0,0.115,0.169,-14.6,26.58,0.0144543926289566,<0.1,6.156268595002423,0.030504546569457048,0.030504546569457048
UBC_260,26,0.4218,0.0908,0.0,-0.169,0.275,23.31,41.5,0.2344228197592381,0.1-0.3,7.984193743843965,-0.11597043255757154,0.11597043255757154
UBC_504,8,0.4358,0.0908,0.0328,0.075,0.136,7.1,16.08,0.0112201894707378,<0.1,8.410398890368246,-0.20753085655464512,0.20753085655464512
UBC_354,20,0.4972,0.0909,0.0096,-0.012,0.143,-4.46,23.72,0.1995263191254866,0.1-0.3,6.560979260599877,-0.0341180265548892,0.0341180265548892
Pismis_15,17,0.3584,0.0909,0.059,-0.216,0.195,28.11,31.43,0.8709627484287175,0.5-1,8.480868018631787,0.16155417264431501,0.16155417264431501
UBC_533,10,0.5508,0.0911,0.0,0.053,0.22,-36.07,30.46,0.0891250546711345,<0.1,7.134648037759627,0.09229136712564541,0.09229136712564541
NGC_2972,6,0.2419,0.0916,0.025,0.002,0.056,16.84,21.76,0.4897783461428336,0.3-0.5,8.215664766875618,0.08389315804620386,0.08389315804620386
LP_2117,19,0.4972,0.0917,0.0241,-0.002,0.139,-2.02,21.62,0.6309576215861531,0.5-1,6.72427172930986,-0.027168257471139694,0.027168257471139694
Gulliver_27,19,0.3022,0.0918,0.0,-0.043,0.164,9.42,23.84,0.602559215586761,0.5-1,8.300476179586974,-0.018031188171515538,0.018031188171515538
Ruprecht_97,16,0.4341,0.0918,0.0,-0.0,0.19,-10.03,15.52,0.1778279410038923,0.1-0.3,7.377415251690365,-0.027222637193106063,0.027222637193106063
BH_54,5,0.2757,0.092,0.0,-0.118,0.298,23.55,30.53,0.0087096370470987,<0.1,8.681256803561324,0.009763360486792234,0.009763360486792234
Lynga_14,14,0.3726,0.092,0.0,0.026,0.152,-35.98,26.98,,,5.164694934471775,-0.04885522370361943,0.04885522370361943
UBC_660,20,0.4305,0.0922,0.0,-0.018,0.18,-6.98,22.28,1.0,0.5-1,7.614360411365609,0.052546639838448164,0.052546639838448164
Ruprecht_82,16,0.3,0.0923,0.0,-0.07,0.144,1.33,25.69,0.4570880290185208,0.3-0.5,8.142368518830278,0.00034219970924572254,0.00034219970924572254
UBC_303,21,0.4143,0.0923,0.0,0.005,0.205,-22.87,31.56,0.7079464062202759,0.5-1,6.839020225237356,0.1164486176637914,0.1164486176637914
DC_5,17,0.3779,0.0925,0.043,-0.054,0.138,9.19,18.57,,,8.232193357269807,-0.027219630768190155,0.027219630768190155
UBC_93,37,0.416,0.0926,0.0,0.018,0.169,-10.33,31.23,0.8128302305789092,0.5-1,5.139651663445459,0.02150042711809393,0.02150042711809393
ASCC_97,5,0.408,0.0926,0.0,-0.014,0.168,17.46,32.69,0.1122018947073786,0.1-0.3,7.569010869501634,-0.0362260969408667,0.0362260969408667
Berkeley_78,24,0.379,0.0926,0.0609,-0.204,0.171,45.91,24.65,3.890452816839944,2-5,12.90393972312942,0.9243100105682184,0.9243100105682184
UBC_557,11,0.5173,0.0928,0.0,0.149,0.092,-29.92,37.18,0.1445439262895664,0.1-0.3,6.585834892556064,0.054556286502539644,0.054556286502539644
Alessi_8,10,0.5612,0.0928,0.0,0.126,0.149,-35.84,37.14,0.1174896729347291,0.1-0.3,7.568736892920568,0.06956914377329225,0.06956914377329225
UBC_210,11,0.5034,0.0931,0.0,-0.075,0.248,32.32,31.46,1.288248533293805,1-2,10.310334106063166,-0.20177794413061997,0.20177794413061997
FSR_1032,6,0.3729,0.0932,0.0,-0.133,0.283,37.69,32.96,,,10.115479314070054,-0.03289212888701286,0.03289212888701286
Czernik_26,33,0.3458,0.0935,0.0311,-0.138,0.173,45.16,38.24,0.5248077829311784,0.5-1,23.718743639033747,-1.8150265629245488,1.8150265629245488
IC_2602,60,0.3778,0.0937,0.0538,-0.083,0.175,3.65,22.05,0.0363078006932764,<0.1,8.0724264595994,0.007503971398845972,0.007503971398845972
Danks_1,5,0.4308,0.0938,0.0,0.005,0.072,-33.17,11.51,,,6.8135296383148365,0.019625474512868186,0.019625474512868186
UBC_289,6,0.3842,0.0941,0.0,-0.035,0.116,-9.72,15.77,0.1380385355838289,0.1-0.3,7.221830687761236,0.08103802654348742,0.08103802654348742
IC_2391,9,0.4024,0.0942,0.0,-0.047,0.12,22.07,16.72,0.0288403175645028,<0.1,8.122403000045821,0.0029738243709839136,0.0029738243709839136
NGC_6250,8,0.533,0.0942,0.0,0.114,0.132,-33.84,4.76,0.0239883355113592,<0.1,7.175285198187511,-0.01583771420508821,0.01583771420508821
NGC_6178,19,0.5058,0.0942,0.0,0.082,0.112,-31.47,31.2,0.016595861056887,<0.1,7.28375052936378,0.03800521274897435,0.03800521274897435
UPK_4,5,0.4652,0.0942,0.0708,-0.003,0.055,-2.53,23.86,0.2754226042194985,0.1-0.3,7.3419491884886385,-0.11231262520290246,0.11231262520290246
UBC_270,14,0.3886,0.0944,0.0,-0.033,0.127,0.42,21.95,0.1621810239813303,0.1-0.3,7.568224644411591,0.07471629929420816,0.07471629929420816
Muzzio_1,17,0.4038,0.0944,0.0577,-0.038,0.162,20.58,23.05,0.0077624687798841,<0.1,8.412534392734191,-0.025149226319455747,0.025149226319455747
UBC_509,12,0.3635,0.0944,0.0,-0.115,0.151,-6.39,24.59,0.5888442760205689,0.5-1,7.697419602312781,-0.059160532158765974,0.059160532158765974
NGC_6167,19,0.5001,0.0945,0.0,0.094,0.136,-29.43,34.48,0.1548815122441698,0.1-0.3,6.76235376553441,-0.020931960900055262,0.020931960900055262
UBC_482,5,0.5589,0.0945,0.0,-0.02,0.077,40.28,12.86,0.0269153374005781,<0.1,8.606286935485619,-0.05621340968318593,0.05621340968318593
NGC_2318,9,0.362,0.0947,0.0,-0.104,0.241,59.93,28.28,0.4365161773191,0.3-0.5,9.142022971556681,-0.08687123261605588,0.08687123261605588
NGC_6152,17,0.4567,0.0948,0.0,0.101,0.132,-50.88,25.69,0.2238723104986867,0.1-0.3,6.6693001098378355,-0.07608086949571206,0.07608086949571206
